DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4854529;1;3;1;70;1;12;48;1; ;2;72;4; ;9;2;1; ; ; ; ; ; ; ; ;1;PENSIONADA POR INVALIDEZ; ;2; ;1000000;3; ;13;05;75;1;1;03;7512;05;1074,15221641831;05
4854534;1;1;1;70;1;8;48;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;13;94;36;1;1;03;3699;05;1116,55767272346;05
4854538;1;4;1;70;1;8;24;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;38;84;51;1;1;03;5170;05;1024,75939110499;05
4854538;1;5;1;70;1;12;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;38; ; ;1;1;03; ;05;1024,75939110499;05
4854552;1;2;1;70;1;24;48;4; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;79;79;18;1;2;03;1810;05;1254,96836309457;05
4854561;1;1;1;70;1;8;48;1; ;2;16;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;19;58;40;1;1;03;4010;05;995,875933632035;05
4854561;1;2;1;70;1;6;47;1; ;2;6;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;45;18;1;1;03;1810;05;995,875933632035;05
4854564;1;3;1;70;1;8;48;1; ;2;8;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;79;18;1;1;03;1810;05;1176,68633592123;05
4854569;1;2;1;70;1;40;48;1; ;2;102;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;2;03;5233;05;1190,83374185058;05
4854570;1;3;1;70;1;68;48;1; ;2;68;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;39;45;1;2;03;4530;05;1294,25432123873;05
4854575;1;2;1;70;1;16;48;1; ;2;52;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;55;70;1;2;03;7010;05;1138,11306576782;05
4854580;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828000; ; ;45; ; ;1;1;03; ;05;1209,00326219989;05
4854581;1;7;1;70;1;20;48;1; ;2;52;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;51;1;2;03;5131;05;1113,45180792171;05
4854583;1;2;1;70;1;52;48;1; ;2;156;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;76;19;1;2;03;1931;05;1482,11116624311;05
4854589;1;1;1;70;1;3;48;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;95;95;45;1;1;03;4521;05;1191,50673388063;05
4854590;1;3;1;70;1;8;48;1; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828200;2; ;54;54;95;1;1;03;9500;05;776,600652951144;05
4854590;1;5;1;70;1;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;39;19;52;1;2;03;5219;05;776,600652951144;05
4854590;1;6;1;70;1;8;60;1; ;2;8;2; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828200;2; ;77;58;75;1;1;03;7522;05;776,600652951144;05
4854596;1;3;1;70;1;8;48;1; ;2;20;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;53;53;55;1;1;03;5521;05;1124,09759118714;05
4854603;1;3;1;70;1;12;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;03;03;18;1;1;03;1810;05;1039,51952417835;05
4854604;1;3;1;70;1;16;48;1; ;2;16;1; ;8;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1800000;2; ;05;05;91;1;2;03;9199;05;1137,72169545118;05
4854605;1;3;1;70;1;52;48;1; ;2;156;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;97;52;1;2;03;5211;05;1003,41585209572;05
4854608;1;2;1;70;1;2;40;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;826116;2; ;92;92;22;1;1;03;2220;05;1059,57159962651;05
4854613;1;3;1;70;1;8;48;1; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;33;33;55;1;1;03;5529;05;1328,87496266586;05
4854613;1;8;1;70;1;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;33;15;1;1;03;1551;05;1328,87496266586;05
4854626;1;2;1;70;1;24;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;45;52;1;2;03;5239;05;829,141812752355;05
4854634;1;1;1;70;1;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;828000;828000;2; ;45;38;65;1;1;03;6599;05;1247,42844463089;05
4854635;1;3;1;70;1;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;38;45;28;1;1;03;2893;05;971,558461169691;05
4854642;1;1;1;70;1;2;48;1; ;2;2;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1300000;1500000;1;1;39;45;50;1;1;03;5040;05;1124,09759118714;05
4854644;1;1;1;70;1;72;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;70;1;2;03;7020;05;1194,66018361525;05
4854647;1;2;1;70;1;4;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;38;38;74;1;1;03;7499;05;925,619044447085;05
4854651;1;2;1;70;1;18;48;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;52;1;2;03;5231;05;1592,39867206489;05
4854652;1;1;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1800000;1500000;2; ;19;19;28;1;1;03;2812;05;1194,66018361525;05
4854655;1;3;1;70;1;1;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;38;33;74;1;1;03;7499;05;1124,09759118714;05
4854657;1;1;1;70;1;30;60;1; ;2;50;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;2;03;6041;05;1134,28662400315;05
4854661;1;2;1;70;1;4;16;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;19;1;1;03;1931;05;981,860459051355;05
4854662;1;3;1;70;1;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;03; ;05;1067,11151809019;05
4854673;1;2;1;70;1;28;48;1; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;828200;2; ;55;97;51;1;2;03;5139;05;1184,506273456;05
4854673;1;3;1;70;1;8;48;1; ;2;10;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828200;2; ;45;45;52;1;1;03;5239;05;1184,506273456;05
4854673;1;7;1;70;1;14;48;1; ;2;14;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828200;2; ;97;97;51;1;2;03;5134;05;1184,506273456;05
4854675;1;3;1;70;1;3;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;64;1;1;03;6412;05;1152,43424359166;05
4854678;1;2;1;70;1;12;48;1; ;2;14;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;08;19;80;1;1;03;8050;05;1138,11306576782;05
4854679;1;1;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1400000;1600000;2; ;13;38;74;1;1;03;7499;05;1194,66018361525;05
4854680;1;2;1;70;1;4;48;1; ;2;8;2; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;1;18000;828116;2; ;32;32;80;1;1;03;8050;05;1173,47207935777;05
4854680;1;3;1;70;1;5;48;4; ;2;6;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;98;98;60;1;1;03;6031;05;1173,47207935777;05
4854683;1;1;1;70;1;3;48;1; ;2;3;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;700000;1100000;1;1;70;70;17;1;1;03;1749;05;1124,09759118714;05
4854694;1;1;1;70;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;97;24;1;2;03;2424;05;1365,25586891636;05
4854698;1;1;1;70;1;1;48;1; ;2;2;1; ;9;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;850000;828116;2; ;95;95;45;1;1;03;4521;05;1425,5164634628;05
4854702;1;4;1;70;1;10;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;39;53;55;1;1;03;5529;05;1681,41079273562;05
4854708;1;1;1;70;1;2;48;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;03;5521;05;967,844984470676;05
4854708;1;2;1;70;1;24;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;828116;2; ;81;95;45;1;2;03;4521;05;967,844984470676;05
4854710;1;3;1;70;1;16;48;1; ;2;12;1; ;2;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1000000;2; ;16;16;74;1;2;03;7494;05;1209,34865022597;05
4854739;1;1;1;70;1;52;24;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;45;52;1;2;03;5219;05;1268,98383767525;05
4854744;1;3;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;39; ; ;1;2;03; ;05;1109,90260032491;05
4854751;1;1;1;70;1;32;48;1; ;2;32;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;32;32;80;1;2;03;8060;05;1130,57314730414;05
4854756;1;2;1;70;1;4;48;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;45;52;1;1;03;5233;05;1145,6529842315;05
4854762;1;2;1;70;1;8;48;1; ;2;8;1; ;7;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;1;03;4521;05;1010,9557705594;05
4854796;1;3;1;70;1;5;48;1; ;2;24;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;44;44;65;1;1;03;6512;08;682,604883536534;08
4854799;1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;920000; ; ;32; ; ;1;2;03; ;08;685,097009336377;08
4854803;1;2;1;70;1;48;48;1; ;2;240;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;12;32;45;1;2;03;4521;08;685,230278870791;08
4854805;1;1;1;70;1;16;48;1; ;2;16;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;19;02;73;1;2;03;7310;08;680,888688354129;08
4854814;1;5;1;70;1;51;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;07;07;85;1;2;03;8511;08;655,90962487085;08
4854819;1;2;1;70;1;7;48;4; ;2;51;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;41;42;52;1;1;03;5231;08;685,230278870791;08
4854827;1;2;1;70;1;6;48;1; ;2;9;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;45;52;1;1;03;5211;08;839,132360569465;08
4854840;1;2;1;70;1;8;48;1; ;2;9;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;816000;2; ;32;34;64;1;1;03;6412;08;560,096488028535;08
4854843;1;1;1;70;1;52;48;1; ;2;10;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;45;52;1;2;03;5224;08;701,045866270429;08
4854848;1;10;1;70;1;6;48;1; ;2;10;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;33;33;52;1;1;03;5233;08;418,844174812782;08
4854854;1;3;1;70;1;46;48;1; ;2;16;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;58;45;1;2;03;4521;08;550,359321765499;08
4854854;1;4;1;70;1;12;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;21;51;1;1;03;5131;08;550,359321765499;08
4854857;1;1;1;70;1;4;48;1; ;2;6;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;03;4521;08;529,003131497499;08
4854882;1;2;1;70;1;16;40;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;53;55;1;2;03;5521;08;406,194406329861;08
4854883;1;3;1;70;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;92;92;22;1;2;03;2212;08;502,135262821162;08
4854895;1;1;1;70;1;2;48;1; ;2;2;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;39;03;80;1;1;03;8060;08;618,285486997168;08
4854898;1;2;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;02; ; ;1;2;03; ;08;657,787696245696;08
4854905;1;4;1;70;1;8;40;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;44;40;52;1;1;03;5233;08;344,246351430538;08
4854916;1;2;1;70;1;52;48;1; ;2;58;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;57;57;93;1;2;03;9302;08;693,833602563905;08
4854919;1;3;1;70;1;2;48;3; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;03;9500;08;460,808338418703;08
4854919;1;7;1;70;1;8;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;15;1;1;03;1594;08;460,808338418703;08
4854921;1;6;1;70;1;12;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;03;5234;08;636,186046148602;08
4854934;1;5;1;70;1;6;48;1; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;33;54;95;1;1;03;9500;08;507,454893594608;08
4854945;1;8;1;70;1;12;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;860000;2; ;39;45;52;1;1;03;5261;08;442,102349021137;08
4854956;1;3;1;70;1;12;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;03;45;1;1;03;4521;08;778,201167207782;08
4854959;1;5;1;70;1;8;48;1; ;2;9;5; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;53;53;55;1;1;03;5521;08;563,646567398659;08
4854962;1;16;1;70;1;4;48;1; ;2;104;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;840000;2; ;13;13;80;1;1;03;8011;08;596,623179237324;08
4854963;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;55; ; ;1;1;03; ;08;577,338805567845;08
4854969;1;2;1;70;1;22;24;1; ;2;22;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;79;45;52;1;2;03;5261;08;630,905084037639;08
4854975;1;3;1;70;1;12;48;1; ;2;13;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;90;45;1;1;03;4552;08;675,741667591334;08
4854981;1;1;1;70;1;2;48;4; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;98;98;60;1;1;03;6031;08;663,259852204306;08
4854981;1;3;1;70;1;4;60;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;828116;2; ;03;03;74;1;1;03;7430;08;663,259852204306;08
4854982;1;2;1;70;1;8;48;1; ;2;20;1; ;4;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;40;40;52;1;1;03;5241;08;720,390897602657;08
4855027;1;1;1;70;1;96;48;4; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;20000000;2; ;21;44;11;1;2;03;1110;11;3394,59377577115;11
4855030;1;2;1;70;1;3;48;1; ;2;4;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;800000;823116;2; ;44;39;65;1;1;03;6512;11;3872,22410824355;11
4855038;1;4;1;70;1;5;48;1; ;2;5;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;03;5239;11;4067,84660009908;11
4855040;1;1;1;70;1;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;85;1;1;03;8532;11;2713,48708133142;11
4855042;1;2;1;70;1;8;48;2; ;2;8;2; ;9;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2000000;2; ;12;12;66;1;1;03;6604;11;2736,7929259964;11
4855049;1;3;1;70;1;1;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;828116;880000;2; ;95;95;45;1;1;03;4530;11;3100,74050019964;11
4855050;1;3;1;70;1;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;03;5234;11;3118,29385366527;11
4855056;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;53;55;1;1;03;5521;11;2967,68886110467;11
4855073;1;5;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;33; ; ;1;1;03; ;11;2139,44324115887;11
4855080;1;2;1;70;1;12;40;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;38;38;74;1;1;03;7499;11;3735,1711495757;11
4855081;1;2;1;70;1;3;50;1; ;2;12;4; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;1;03;4530;11;3283,81234796871;11
4855083;1;1;1;70;1;32;48;3; ;2;32;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;98;37;45;1;2;03;4521;11;1823,31975429483;11
4855083;1;3;1;70;1;6;40;1; ;2;6;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;53;74;1;1;03;7499;11;1823,31975429483;11
4855093;1;5;1;70;1;20;40;1; ;2;20;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;03;03;85;1;2;03;8512;11;2647,60712757336;11
4855099;1;1;1;70;1;4;40;1; ;2;5;2; ;9;2;9;IRIA A MEDICO PARTICULAR; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;59;58;75;1;1;03;7524;11;3540,74375715787;11
4855105;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;1;03; ;11;3418,26203581171;11
4855115;1;2;1;70;1;20;48;1; ;2;90;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;2;03;5521;11;3419,04766271166;11
4855118;1;3;1;70;1;8;40;1; ;2;8;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;38;64;1;1;03;6421;11;2615,70925339827;11
4855133;1;3;1;70;1;24;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;1;2;85;85;64;1;2;03;6422;11;2865,70391612371;11
4855138;1;4;1;70;1;3;40;1; ;2;3;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;2000000;2000000;1;1;19;19;75;1;1;03;7513;11;3381,59017590186;11
4855143;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;12; ; ;1;1;03; ;11;3242,21421219126;11
4855144;1;2;1;70;1;48;48;1; ;2;48;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;64;1;2;03;6425;11;2736,7929259964;11
4855154;1;2;1;70;1;10;48;1; ;2;6;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;53;45;55;1;1;03;5529;11;3769,45601661816;11
4855154;1;4;1;70;1;2;48;1; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;33;39;74;1;1;03;7499;11;3769,45601661816;11
4855155;1;1;1;70;1;8;48;1; ;2;8;1; ;3;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;53;53;55;1;1;03;5521;11;2895,94650725241;11
4855170;1;1;1;70;1;4;48;2; ;2;8;2; ;9;2;5; ; ;1; ; ; ; ; ; ; ; ;2; ;6000000;1;2;12;12;75;1;1;03;7523;11;2063,15113371027;11
4855178;1;4;1;70;1;12;50;1; ;2;12;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;45;52;1;1;03;5244;11;4754,7358979057;11
4855186;1;1;1;70;1;14;48;3; ;2;14;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;2;03;9500;11;2736,7929259964;11
4855197;1;4;1;70;1;4;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;03;5521;11;2457,1379818228;11
4855199;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;52;1;1;03;5211;11;3918,68387534975;11
4855204;1;7;1;70;1;8;48;1; ;2;9;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;34;74;1;1;03;7491;11;3195,36662328447;11
