Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011
2903920;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;200,242623751059
2903920;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;200,242623751059
2903921;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;185,652818269666
2903921;1;2;1;50;17; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;03;1;17;185,652818269666
2903921;1;3;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;185,652818269666
2903922;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;146,516445470941
2903922;1;2;1;50;17; ; ;1;6;VIAJAR;2;1; ; ; ; ; ; ; ; ; ; ;03;1;17;146,516445470941
2903922;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;146,516445470941
2903922;1;4;1;50;17;2; ;1;6;VIAJAR;2;2;2;1; ; ; ; ; ; ; ;1;03;1;17;146,516445470941
2903922;1;5;1;50;17; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;146,516445470941
2903922;1;6;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;146,516445470941
2903924;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;199,751897241481
2903924;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;199,751897241481
2903924;1;3;1;50;17; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;17;199,751897241481
2903924;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;199,751897241481
2903925;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;174,080850142422
2903925;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;174,080850142422
2903926;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;156,073041314873
2903926;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;156,073041314873
2903926;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;156,073041314873
2903926;1;4;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;156,073041314873
2903985;1;1;1;50;66;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;202,813221490897
2903986;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;219,709693113171
2903987;1;1;1;50;66; ; ;1;6;ENFERMA EN CASA;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;235,960424717934
2903987;1;2;1;50;66; ; ;2;6;NO REALIZA ACTIVIDAD, TIENE RETARDO MENTAL SEVERO, POR ELLO INF PERS 1;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;235,960424717934
2903988;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;247,241308340674
2903990;1;1;1;50;66; ; ;1;6;SE ENCUENTRA ENFERMA EN EL HOGAR;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;288,782976741017
2903990;1;2;1;50;66; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;288,782976741017
2903990;1;3;1;50;66; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;288,782976741017
2903991;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;192,980548400484
2903991;1;2;1;50;66;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;192,980548400484
2903992;1;1;1;50;66; ; ;1;6;SE DEDICO A DESCANSAR EN EL HOGAR;2;2;2;2;1;11; ; ; ; ; ; ;03;1;66;252,856896340208
2903992;1;2;1;50;66; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;03;1;66;252,856896340208
2903994;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;221,487303602026
2903994;1;2;1;50;66; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;66;221,487303602026
2903995;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;162,392984533912
2903995;1;2;1;50;66;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;162,392984533912
2903995;1;3;1;50;66; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;162,392984533912
2903996;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;215,508551446305
2903996;1;2;1;50;66; ; ;2;6;ESTUVO HOSPITALIZADO;2;2;2;2;1;11; ; ; ; ; ; ;03;1;66;215,508551446305
2903996;1;3;1;50;66; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;215,508551446305
2903996;1;4;1;50;66; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;215,508551446305
2903997;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;247,241308340674
2903998;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;208,428809490431
2903998;1;2;1;50;66; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;66;208,428809490431
2904000;1;1;1;50;66; ; ;1;4; ;2;2;2;2;1;8; ;2; ;2; ; ;03;1;66;237,334884981281
2904000;1;2;1;50;66; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;237,334884981281
2904000;2;1;2;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;237,334884981281
2904001;1;1;1;50;66; ; ;1;6;ENFERMO EN CLINICA;2;1; ; ; ; ; ; ; ; ; ; ;03;1;66;224,2109687561
2904001;1;2;1;50;66; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;224,2109687561
2904002;1;1;1;50;66; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;252,856896340208
2904002;1;2;1;50;66; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;252,856896340208
2904003;1;1;1;50;66; ; ;1;6;SE DEDICO A HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;247,241308340674
2904004;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;273,62773054038
2904004;1;2;1;50;66; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;03;1;66;273,62773054038
2904004;1;3;1;50;66; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;273,62773054038
2904005;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;211,385720610603
2904005;1;2;1;50;66; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;211,385720610603
2904005;1;3;1;50;66; ; ;3;4; ;2;2;2;2;1;6; ;2; ;2; ; ;03;1;66;211,385720610603
2904005;2;1;2;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;211,385720610603
2904005;2;2;2;50;66;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;211,385720610603
2904005;2;3;2;50;66;7;POR INTERNET;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;211,385720610603
2904005;2;4;2;50;66; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;211,385720610603
2904006;1;1;1;50;66; ; ;1;4; ;2;2;2;2;1;7; ;2; ;2; ; ;03;1;66;256,731258918106
2904006;1;2;1;50;66;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;256,731258918106
2904006;1;3;1;50;66; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;66;256,731258918106
2904007;1;1;1;50;66; ; ;2;6;SE DEDICO A DESCANSAR EN LA CASA;2;2;2;2;2; ; ; ; ; ; ; ;03;1;66;258,472484339742
2904007;1;2;1;50;66; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;03;1;66;258,472484339742
2904007;1;3;1;50;66; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;258,472484339742
2904008;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;259,009157416113
2904008;1;2;1;50;66; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;03;1;66;259,009157416113
2904008;1;3;1;50;66; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;259,009157416113
2904009;1;1;1;50;66; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;66;193,810236366164
2904009;1;2;1;50;66; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;03;1;66;193,810236366164
2904010;1;1;1;50;66;7;POR INTERNET;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;66;200,403012869338
2904018;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;227,576833972094
2904018;1;2;1;50;73; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;227,576833972094
2904019;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;243,555883778175
2904019;1;2;1;50;73; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;243,555883778175
2904020;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;242,652390106147
2904020;1;2;1;50;73;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;73;242,652390106147
2904020;1;3;1;50;73;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;73;242,652390106147
2904021;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;174,58963264531
2904022;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;209,638411033854
2904022;1;2;1;50;73; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;73;209,638411033854
2904024;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;274,388103264899
2904024;1;2;1;50;73; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;73;274,388103264899
2904024;1;3;1;50;73; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;274,388103264899
2904024;1;4;1;50;73; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;274,388103264899
2904025;1;1;1;50;73; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;169,162644184909
2904025;1;2;1;50;73; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;73;169,162644184909
2904025;1;4;1;50;73; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;03;1;73;169,162644184909
2904026;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;244,236990996793
2904026;1;2;1;50;73; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;73;244,236990996793
2904027;1;1;1;50;73; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;249,299589286857
2904027;1;2;1;50;73; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;249,299589286857
2904030;1;1;1;50;73; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;224,2552464027
2904030;1;2;1;50;73; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;03;1;73;224,2552464027
2904031;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;162,246541558837
2904031;1;2;1;50;73; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;162,246541558837
2904032;1;1;1;50;73;2; ;1;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;73;207,649079422455
2904033;1;1;1;50;73; ; ;1;6;DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;225,619806738002
2904033;1;2;1;50;73; ; ;2;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;225,619806738002
2904033;1;3;1;50;73; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;225,619806738002
2904035;1;1;1;50;73; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;73;175,270739863928
2904036;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;229,620155627946
2904036;1;2;1;50;73; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;03;1;73;229,620155627946
2904037;1;1;1;50;73; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;260,636280749239
2904037;1;2;1;50;73; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;03;1;73;260,636280749239
2904040;1;1;1;50;52; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;136,296843529391
2904042;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;185,580588763161
2904042;1;2;1;50;52; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;52;185,580588763161
2904044;1;1;1;50;52;2; ;1;6;DILIGENCIAS  PERSONALES;2;2;2;1; ; ; ; ; ; ; ;1;03;1;52;122,008445474086
2904044;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;122,008445474086
2904046;1;1;1;50;52; ; ;1;6;DILIGENCIAS  PERSONALES;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;175,833216466344
2904046;1;2;1;50;52; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;175,833216466344
2904047;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;180,863348120596
2904047;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;180,863348120596
2904049;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;136,296843529391
2904050;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;178,724088067169
2904050;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;178,724088067169
2904051;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;137,073563515685
2904051;1;2;1;50;52; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;52;137,073563515685
2904052;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;131,997685418145
2904052;1;2;1;50;52; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;52;131,997685418145
2904052;1;3;1;50;52; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;131,997685418145
2904052;1;5;1;50;52; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;131,997685418145
2904052;1;6;1;50;52; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;131,997685418145
2904052;1;7;1;50;52; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;131,997685418145
2904053;1;1;1;50;52; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;126,395495783639
2904053;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;126,395495783639
2904053;1;3;1;50;52;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;52;126,395495783639
2904053;1;4;1;50;52;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;52;126,395495783639
2904053;1;5;1;50;52; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;126,395495783639
2904053;1;6;1;50;52; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;126,395495783639
2904054;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;151,31685225477
2904054;1;2;1;50;52; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;151,31685225477
2904054;1;3;1;50;52; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;151,31685225477
2904054;1;5;1;50;52; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;151,31685225477
2904055;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;119,69523864967
2904055;1;2;1;50;52; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;119,69523864967
2904055;1;3;1;50;52; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;119,69523864967
2904056;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;86,1837508157457
2904056;1;2;1;50;52; ; ;1;6;DESCANZAR POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;86,1837508157457
2904056;1;3;1;50;52; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;86,1837508157457
2904056;1;4;1;50;52; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;86,1837508157457
2904057;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;635,926639844741
2904057;1;2;1;50;68; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;68;635,926639844741
2904058;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;563,489406374992
2904058;1;2;1;50;68; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;68;563,489406374992
2904059;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;483,631494348029
2904059;1;2;1;50;68; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;483,631494348029
2904060;1;1;1;50;68; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;68;443,263832065259
2904060;1;2;1;50;68; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;443,263832065259
2904061;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;382,16531874001
2904061;1;2;1;50;68; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;382,16531874001
2904061;1;3;1;50;68; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;382,16531874001
2904061;1;4;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;382,16531874001
2904062;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;483,631494348029
2904062;1;2;1;50;68; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;483,631494348029
2904063;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;367,955369771508
2904063;1;2;1;50;68; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;03;1;68;367,955369771508
2904064;1;1;1;50;68; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;389,1448642663
2904064;1;2;1;50;68; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;68;389,1448642663
2904064;2;1;2;50;68;4; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;68;389,1448642663
2904064;2;2;2;50;68; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;68;389,1448642663
2904065;1;1;1;50;23; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;23;121,66585071404
2904065;1;2;1;50;23; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;23;121,66585071404
2904065;1;3;1;50;23; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;23;121,66585071404
