DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OFICIO,RAMA2D,RAMA2DP8,OCI,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
834998,1,6,1,60,2,2,,,,,,,,,,72,,1,,60000,2,,,1,120000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,200000,100000,2,1,1,2,,,,,,,,,,,12,40,,.,40,,,1,7,12,1,14,17,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,18,4,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,3,3,,62,1,,1,8,,121,,180000,13,215.368.277.530.293
835001,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,350000,1,4200000,3,,12,48,,.,48,,,2,,,,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,54,5,,1,4,,501,,350000,13,195.676.202.070.572
835001,1,2,1,60,2,2,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1500000,3,,12,56,,.,56,,,1,6,14,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,41,55,,1,4,,5521,,150000,13,195.676.202.070.572
835001,1,5,1,60,2,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,.,48,,,1,6,14,2,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,53,55,,1,6,,5521,,,13,195.676.202.070.572
835003,1,1,1,60,2,2,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,1,7200000,3,,12,28,2,,28,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,41,55,,1,4,,5529,,600000,13,138.618.124.759.912
835003,1,2,1,60,2,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,450000,1,5400000,3,,12,42,,.,42,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,3,2,3,2,2,2,3,3,,41,52,,1,4,,5223,,450000,13,138.618.124.759.912
835006,1,1,1,60,2,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,3500000,3,,2,40,,.,40,,,1,9,16,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,16,74,,1,4,,7494,,300000,13,195.718.739.955.221
835007,1,1,1,60,2,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2000000,3,,12,50,,.,50,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,61,1,,1,4,,117,,200000,13,169.604.318.247.488
835007,1,3,1,60,2,2,,,,,,,,,,3,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,3,48,,.,48,,,2,,,,,,,,,4,8,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,9,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,8,,64,5,,1,1,,501,,300000,13,169.604.318.247.488
835007,1,5,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,120000,1,1440000,3,,12,50,,.,50,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,45,92,,1,4,,9242,,120000,13,169.604.318.247.488
835009,1,2,1,60,2,2,,,,,,,,,,120,,1,,200000,2,,,1,100000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,2,,,,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,2,2,2,2,2,2,2,3,3,8,,54,95,,1,3,,9500,,300000,13,131.991.163.743.832
835009,1,3,1,60,2,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,60000,1,400000,3,,10,50,,.,50,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,2,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,2,2,2,2,2,2,2,3,3,3,,41,36,,1,4,,3699,,60000,13,131.991.163.743.832
835059,1,1,1,60,2,1,2,1,,1,1,,1,1,1,360,,1,,1750000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,1000000,750000,2,1,1,2,,,,,,,,,,,10,20,2,,20,,,1,7,13,2,,,,,,7,7,,1,1,1,30,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,,13,80,,1,2,,8021,,1750000,13,145.652.594.013.908
835059,1,2,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,200000,1,3600000,3,,12,54,,.,54,,,2,,,,,,,,,1,4,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,98,60,,1,4,,6031,,200000,13,145.652.594.013.908
835060,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,150000,1,500000,2,,8,70,,.,70,,,1,5,6,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,10,2,2,2,,,,,,,,,,,,,,,3,3,2,3,3,2,2,1,3,3,,61,1,,1,4,,115,,150000,13,10.531.477.696.408
835060,1,4,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,280000,1,800000,3,,12,45,,.,45,,,1,7,7,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,110,4,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,2,3,3,2,2,3,3,3,,95,45,,1,4,,4521,,280000,13,10.531.477.696.408
835066,1,1,1,60,2,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,150000,3,,9,40,,.,40,,,1,8,5,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,6,4,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,4,3,2,2,1,2,3,,61,1,,1,4,,115,,100000,13,212.209.497.033.676
835071,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,60000,1,500000,2,,6,35,1,,35,,,1,7,12,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,9,,61,1,,1,4,,115,,60000,13,10.672.351.311.536
835071,1,4,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,30000,1,2000000,2,,10,35,1,,35,,,1,7,12,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,2,2,1,2,2,2,,2,2,,3,2,2,3,3,3,2,1,3,2,,61,1,,1,4,,115,,30000,13,10.672.351.311.536
835073,1,3,1,60,2,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,950000,3,,10,84,,.,84,,,1,6,8,2,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,2,2,1,2,2,,2,2,,2,2,2,2,3,2,2,1,3,8,,98,60,,1,4,,6031,,100000,13,10.531.477.696.408
835078,1,1,1,60,2,2,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,20000,1,60000,1,,3,16,1,,16,,,1,9,11,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,,95,26,,1,4,,2693,,20000,13,10.531.477.696.408
835078,1,2,1,60,2,1,2,1,,1,1,,1,1,1,120,,5,,938000,2,,,2,,2,,2,,2,,,,36000,,2,,2,2,1,37500,2,1,2,,,,1,,938000,450000,,2,1,2,2,,,,,,,,,,,12,25,2,,25,,,1,7,12,2,,,,,,6,7,,1,1,1,10,1,1,,,,,,,,,2,1,4,3,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,8,,13,80,,1,2,,8045,,938000,13,10.531.477.696.408
835081,1,3,1,60,2,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,70000,1,500000,1,,6,70,,.,70,,,2,,,,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,1,62,4,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,4,4,2,2,1,3,9,,98,60,,1,4,,6031,,70000,13,176.970.902.323.614
835082,1,1,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,70000,1,350000,1,,5,45,,.,48,,,2,,,,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,60,4,,1,4,4,,30000,1,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,1,2,1,2,2,,2,1,,3,2,2,3,3,2,2,1,3,3,,95,45,,1,4,,4521,,100000,13,174.021.653.812.833
835084,1,1,1,60,2,2,,,,,,,,,,120,,1,,35000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,3,40,,.,0,7,NO HABIA TRABAJO,1,7,12,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,12,8,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,10,2,1,1,1,1,1,2,1,1,2,1,2,2,,2,2,,2,2,2,2,4,2,2,2,3,3,,62,1,,1,8,,115,,35000,13,166.337.292.556.974
835086,1,2,1,60,2,2,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,100000,1,1100000,3,,12,50,,.,70,,,1,5,8,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,4,4,2,2,1,3,3,,41,52,,1,4,,5221,,100000,13,168.798.480.500.372
835086,1,3,1,60,2,2,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,70000,1,840000,1,,6,50,,.,0,7,NO SE PODIA PESCAR  POR EL TIEMPO,1,6,3,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,3,3,2,1,3,8,,64,5,,1,4,,501,,70000,13,168.798.480.500.372
835099,1,3,1,60,2,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,40000,1,480000,3,,12,16,1,,16,,,2,,,,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,4,9,,45,52,,1,4,,5261,,40000,13,179.852.241.701.674
835099,1,4,1,60,2,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0,1,250000,3,,6,30,1,,30,,,1,7,12,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,4,4,4,2,1,3,8,,61,1,,1,4,,115,,0,13,179.852.241.701.674
835102,1,1,1,60,2,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100000,1,1200000,3,,12,20,1,,20,,,2,,,,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,1,30,2,1,1,1,1,1,2,2,2,1,2,2,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,45,52,,1,4,,5261,,100000,13,262.712.375.797.551
835102,1,2,1,60,2,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,280000,1,3360000,3,,12,63,,.,63,,,1,7,4,2,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,2,3,3,3,,98,60,,1,4,,6031,,280000,13,262.712.375.797.551
835102,1,5,1,60,2,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,80000,1,1440000,3,,12,45,,.,45,,,1,7,4,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,2,3,3,9,,80,52,,1,4,,5271,,80000,13,262.712.375.797.551
835102,1,6,1,60,2,2,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,1200000,3,,12,35,1,,35,,,1,7,12,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,2,2,1,3,9,,61,1,,1,4,,115,,300000,13,262.712.375.797.551
835104,1,2,1,60,2,2,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,3600000,3,,12,30,1,,20,6,,2,,,,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,4,3,,95,45,,1,4,,4521,,300000,13,174.051.925.566.038
835104,1,3,1,60,2,2,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,180000,1,2160000,3,,12,70,,.,70,,,1,4,3,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,9,,64,5,,1,4,,501,,180000,13,174.051.925.566.038
835104,1,4,1,60,2,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,250000,1,1200000,3,,6,30,1,,40,,,2,,,,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,4,1,3,4,2,2,3,3,3,,95,45,,1,4,,4521,,250000,13,174.051.925.566.038
835106,1,1,1,60,2,2,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,150000,1,1200000,3,,5,30,1,,30,,,2,,,,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,240,4,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,4,2,2,2,1,4,9,,61,1,,1,4,,115,,150000,13,145.652.594.013.908
835107,1,1,1,60,2,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0,1,0,1,,12,45,,.,45,,,2,,,,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,300,4,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,4,2,2,1,3,8,,61,1,,1,4,,115,,0,13,156.308.977.149.221
835110,1,1,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,350000,1,420000,3,,12,70,,.,70,,,2,,,,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,2,4,2,3,4,9,,41,52,,1,4,,5211,,350000,13,170.179.473.184.904
835110,1,2,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,,.,70,,,2,,,,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,1,2,2,2,3,3,9,,45,52,,1,6,,5211,,,13,170.179.473.184.904
835116,1,1,1,60,2,2,,,,,,,,,,48,,1,,240000,2,,,1,40000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,36,4,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,3,3,3,3,2,3,3,3,,62,1,,1,1,,121,,280000,13,380.097.086.256.875
835119,1,1,1,60,2,2,,,,,,,,,,6,,1,,200000,2,,,2,,1,50000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,6,36,2,,36,,,2,,,,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,1,150,4,,1,20,4,,100000,8,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,62,1,,1,1,,121,,350000,13,198.548.532.983.829
835121,1,1,1,60,2,2,,,,,,,,,,36,,2,,400000,2,,,1,140000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,200000,150000,2,1,1,2,,,,,,,,,,,12,54,,.,54,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,36,4,,2,,,,,4,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,62,1,,1,8,,121,,540000,13,254.895.154.403.195
835123,1,1,1,60,2,2,,,,,,,,,,29,,1,,260000,2,,,1,60000,1,30000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,12,1,14,17,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,60,4,,2,,,,,4,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,3,3,,61,1,,1,1,,121,,350000,13,174.021.653.812.833
835125,1,1,1,60,2,2,,,,,,,,,,1,,1,,260000,2,,,1,30000,1,30000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,8,56,,.,56,,,1,4,3,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,2,3,3,9,,62,1,,1,8,,121,,320000,13,208.264.946.625.085
835128,1,1,1,60,2,2,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1800000,3,,12,48,,.,48,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,3,3,2,2,3,3,3,,61,1,,1,4,,140,,150000,13,211.600.013.780.053
835128,1,2,1,60,2,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1800000,3,,12,48,,.,48,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,3,3,2,2,3,3,3,,61,1,,1,4,,140,,150000,13,211.600.013.780.053
835128,1,3,1,60,2,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1800000,3,,12,48,,.,48,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,1,1,2,2,,2,1,,3,2,1,3,3,2,2,3,3,5,,61,1,,1,4,,140,,150000,13,211.600.013.780.053
835130,1,1,1,60,2,2,,,,,,,,,,34,,2,,280000,2,,,1,120000,1,20000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,150000,,2,1,2,2,,,,,,,,,,,12,56,,.,56,,,1,6,12,1,14,16,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,24,4,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,3,3,,62,1,,1,1,,121,,420000,13,208.264.946.625.085
835132,1,1,1,60,2,2,,,,,,,,,,1,,1,,220000,2,,,2,,1,60000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,10,55,,.,55,,,2,,,,,,,,,3,8,,2,,,,1,,,,,,1,,,,2,1,12,8,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,4,3,2,2,3,3,9,,62,1,,1,1,,121,,280000,13,226.917.592.782.755
835134,1,1,1,60,2,2,,,,,,,,,,12,,1,,200000,2,,,2,,1,50000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,1,3,8,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,4,3,2,2,3,3,5,,62,1,,1,8,,121,,250000,13,145.652.594.013.908
835135,1,4,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,3000000,3,,12,56,,.,56,,,1,5,3,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,9,,64,5,,1,4,,501,,300000,13,171.390.443.348.277
