Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Area;Mes;Dpto;Fex_c_2011
3310576;1;1;1;95;1; ;2;1; ;1900000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;188,055295473917
3310576;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;188,055295473917
3310576;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;188,055295473917
3310576;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;188,055295473917
3310577;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1140000; ;2;2;2; ;2; ; ;1;1140000; ; ; ;17;10;17;202,285747750444
3310577;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;202,285747750444
3310578;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;168,609424050447
3310578;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;168,609424050447
3310578;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;168,609424050447
3310578;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;168,609424050447
3310578;1;5;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;10;17;168,609424050447
3310579;1;1;1;95;1; ;1;2; ; ;200000;2;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;10;17;184,074993976875
3310580;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,618711658389
3310580;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,618711658389
3310580;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;780000;1; ; ; ; ; ; ; ;17;10;17;184,618711658389
3310580;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,618711658389
3310581;1;1;1;95;1; ;1;2; ; ;150000;2;1;2;2; ; ; ; ;900000;2;1;2; ;2; ; ; ; ; ; ; ;17;10;17;212,10528266115
3310581;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;212,10528266115
3310582;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;720000; ;2;2;2; ;2; ; ;1;720000; ; ; ;17;10;17;159,167311324612
3310582;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;159,167311324612
3310582;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;159,167311324612
3310582;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;159,167311324612
3310583;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,048635249073
3310584;1;1;1;95;1; ;2;1; ;589500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;185,305642329958
3310584;1;2;1;95;1; ;2;1; ;589500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;185,305642329958
3310585;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;169,269995994214
3310585;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;360000; ;2;2;2; ;2; ; ;1;360000; ; ; ;17;10;17;169,269995994214
3310585;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;169,269995994214
3310586;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;183,904457030177
3310587;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1920000;2;1;2; ;2; ; ; ; ; ; ; ;17;10;17;165,833412178686
3310587;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;165,833412178686
3310587;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;165,833412178686
3310589;1;1;1;95;1; ;2;1; ;589500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,074993976875
3310590;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;164,665652383688
3310590;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;164,665652383688
3310590;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;164,665652383688
3310591;1;1;1;95;1; ;2;1; ;884250; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;195,781279887613
3310591;1;2;1;95;1; ;2;1; ;294750; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;195,781279887613
3310591;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1440000;2;1;2; ;2; ; ; ; ; ; ; ;17;10;17;195,781279887613
3310592;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;162,60389514014
3310592;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;162,60389514014
3310592;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;162,60389514014
3310592;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;162,60389514014
3310593;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;196,612388778078
3310594;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;165,922659464573
3310594;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;165,922659464573
3310594;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;165,922659464573
3310594;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;165,922659464573
3310595;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;157,999551529614
3310595;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;157,999551529614
3310595;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;157,999551529614
3310595;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;157,999551529614
3310596;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;400000; ; ; ;2;2;2;800000;1; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;8;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310596;1;9;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;10;17;172,037066561972
3310596;1;10;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;172,037066561972
3310597;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;10;17;205,061759622205
3310597;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;205,061759622205
3310597;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;205,061759622205
3310597;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;205,061759622205
3310598;1;1;1;95;1; ;2;1; ;294750; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;143,907842946323
3310598;1;2;1;95;1; ;2;1; ;294750; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;143,907842946323
3310598;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;143,907842946323
3310598;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;143,907842946323
3310600;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;368,097270498147
3310601;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;500000; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;17;10;17;184,074993976875
3310602;1;1;1;95;1; ;2;1; ;1666667; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;187,902166991611
3310602;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;187,902166991611
3310602;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;187,902166991611
3310602;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;187,902166991611
3310602;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;187,902166991611
3310603;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,048635249073
3310604;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;373,640355648032
3310604;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1200000; ;2;2;2; ;2; ; ;1;1200000; ; ; ;17;10;17;373,640355648032
3310604;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;373,640355648032
3310604;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;373,640355648032
3310604;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;373,640355648032
3310604;1;8;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;373,640355648032
3310606;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;179,834880837755
3310606;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;17;10;17;179,834880837755
3310606;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;179,834880837755
3310606;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;7200000;2;1;2; ;2; ; ; ; ; ; ; ;17;10;17;179,834880837755
3310606;1;5;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1400000;1; ; ; ; ; ; ; ;17;10;17;179,834880837755
3310607;1;1;1;95;1; ;2;1; ;1660000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;173,989945618428
3310607;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;173,989945618428
3310607;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;173,989945618428
3310607;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2; ; ; ; ; ; ; ;17;10;17;173,989945618428
3310608;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,048635249073
3310609;1;1;1;95;1; ;2;1; ;1473000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;217,832398389382
3310609;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;217,832398389382
3310609;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;217,832398389382
3310610;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;10;17;184,074993976875
3310611;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;73;10;73;260,471493043568
3310612;1;1;1;95;1; ;2;1; ;589500; ;2;1;2;2; ; ; ; ;7000000;2;1;2; ;2; ; ; ; ; ; ; ;73;10;73;295,220402741222
3310612;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;295,220402741222
3310612;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ;400000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;73;10;73;295,220402741222
3310612;1;4;1;95;2; ; ; ; ; ; ; ;1;2;1; ;140000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;10;73;295,220402741222
3310613;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;268,808892744213
3310613;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;268,808892744213
3310613;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;268,808892744213
3310614;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;288,074604839834
3310615;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;260,471493043568
3310617;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;264,421198876379
3310617;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;240000;425000;2;1;2; ;2; ; ;1;240000; ; ; ;73;10;73;264,421198876379
3310618;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;3000000;2;1;2; ;2; ; ; ; ; ; ; ;73;10;73;285,908739681936
3310618;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;285,908739681936
3310618;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;285,908739681936
3310621;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;150000; ;2;2;2; ;2; ; ;1;150000; ; ; ;73;10;73;261,314886402669
3310621;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;261,314886402669
3310621;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;261,314886402669
3310621;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;261,314886402669
3310622;1;1;1;95;1; ;1;2; ; ;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;160,045460164272
3310622;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;160,045460164272
3310622;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;160,045460164272
3310622;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;160,045460164272
3310624;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;214,113468837869
3310624;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;214,113468837869
3310624;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;214,113468837869
3310625;1;1;1;95;1; ;2;1; ;589500; ;2;1;2;2; ; ; ; ;100000;2;1;2; ;2; ; ; ; ; ; ; ;73;10;73;159,856032966549
3310625;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;159,856032966549
3310625;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;159,856032966549
3310626;1;1;1;95;1; ;1;1; ;1400000;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;295,466090198895
3310626;2;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;295,466090198895
3310626;2;2;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;295,466090198895
3310629;1;1;1;95;1; ;2;1; ;589500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;263,480751560567
3310629;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;263,480751560567
3310633;1;1;1;95;1; ;2;2;395000; ; ;1;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;10;73;208,100418829643
3310634;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;213,173021522058
3310634;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;213,173021522058
3310634;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;213,173021522058
3310636;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;10;73;288,074604839834
3310667;1;1;1;95;1; ;1;1; ;750000;700000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1006,1155139149
3310667;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1006,1155139149
3310667;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1006,1155139149
3310667;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1006,1155139149
3310668;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1144,76394020398
3310668;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1144,76394020398
3310671;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1188,15093618559
3310671;1;3;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;76;10;76;1188,15093618559
3310678;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1231,10398058596
3310678;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1231,10398058596
3310678;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;1231,10398058596
3310679;1;1;1;95;1; ;1;2; ; ;98;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;810,652328051641
3310679;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;810,652328051641
3310679;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;810,652328051641
3310683;1;1;1;95;1; ;2;1; ;5000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;734,807724215884
3310683;1;2;1;95;2; ; ; ; ; ; ; ;1;2;1; ;400000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;10;76;734,807724215884
3310684;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;988,67420063862
3310684;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;988,67420063862
3310684;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;988,67420063862
3310684;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;988,67420063862
3310688;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;2500000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;10;76;981,995478098075
3310688;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;981,995478098075
3310689;1;1;1;95;1; ;1;2; ; ;1450000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;638,579132623877
3310689;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;638,579132623877
3310689;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;638,579132623877
3310689;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;638,579132623877
3310690;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2;3500000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;10;76;815,856580959724
3310700;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;780,703673767791
3310700;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;780,703673767791
3310700;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;780,703673767791
3310700;1;4;1;95;1; ;2;1; ;520000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;780,703673767791
3310701;1;1;1;95;1; ;2;2;250000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;10;76;981,43477076413
