DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4953526;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2661,97381905167
4953526;1;3;1;50; ;1; ; ;3;6;INCAPACITADA TEMPORALMENTE POR DIABETES;2;2;2;2;1;11; ; ; ; ; ; ;07;1;68;2661,97381905167
4953526;1;4;1;50; ;1; ; ;3;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2661,97381905167
4953526;1;5;1;50; ;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2661,97381905167
4953527;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2489,12762079674
4953527;1;4;1;50; ;1;1; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;2489,12762079674
4953527;1;5;1;50; ;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2489,12762079674
4953527;1;8;1;50; ;1; ; ;8;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;68;2489,12762079674
4953528;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1672,05972300437
4953528;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1672,05972300437
4953530;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2111,55306295079
4953530;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2111,55306295079
4953530;1;3;1;50; ;1; ; ;1;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2111,55306295079
4953531;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2166,07505627354
4953531;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2166,07505627354
4953533;1;1;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1897,23227589485
4953533;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1897,23227589485
4953534;1;1;1;50; ;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2109,94969823635
4953534;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2109,94969823635
4953535;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2445,87514360657
4953537;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2424,65017046661
4953537;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;2424,65017046661
4953537;1;3;1;50; ;1;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;2424,65017046661
4953537;1;4;1;50; ;1; ; ;3;6;VIAJE FAMILIAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2424,65017046661
4953549;1;1;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;1243,74943313846
4953549;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1243,74943313846
4953549;1;3;1;50; ;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1243,74943313846
4953549;1;4;1;50; ;1; ; ;4;4; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;68;1243,74943313846
4953550;1;1;1;50; ;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;1863,70020341258
4953550;1;2;1;50; ;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;1863,70020341258
4953550;1;3;1;50; ;1; ; ;1;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;1863,70020341258
4953551;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2535,6678206617
4953551;1;2;1;50; ;1;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;2535,6678206617
4953552;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2211,93274812511
4953552;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2211,93274812511
4953552;1;3;1;50; ;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2211,93274812511
4953552;1;4;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2211,93274812511
4953553;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2345,66998210697
4953553;1;2;1;50; ;1; ; ;1;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2345,66998210697
4953557;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;1550,88316069128
4953557;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;1550,88316069128
4953557;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1550,88316069128
4953557;1;4;1;50; ;1; ; ;3;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;1550,88316069128
4953558;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1032,04600319239
4953558;1;2;1;50; ;1; ; ;2;6;INCAPACITADA TEMPORALMENTE LESION EN  BRAZO;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;1032,04600319239
4953558;1;3;1;50; ;1; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;68;1032,04600319239
4953558;1;4;1;50; ;1; ; ;3;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;1032,04600319239
4953559;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2649,82272335709
4953559;1;2;1;50; ;1; ; ;2;6;VIAJE FAMILIAR;2;1; ; ; ; ; ; ; ; ; ; ;07;1;68;2649,82272335709
4953559;1;3;1;50; ;1; ; ;2;6;DILIGENCIAS PARA COMENZAR SUS ESTUDIOS UNIVERSITARIOS;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2649,82272335709
4953559;1;4;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2649,82272335709
4953560;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;68;2379,33730112492
4953560;1;2;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;1;12; ; ; ; ; ; ;07;1;68;2379,33730112492
4953560;1;3;1;50; ;1; ; ;1;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2379,33730112492
4953561;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2512,66495913259
4953561;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;5; ;1;1; ;8;1;07;1;68;2512,66495913259
4953562;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2614,51276248566
4953562;1;2;1;50; ;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2614,51276248566
4953563;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2512,66495913259
4953563;1;2;1;50; ;1; ; ;2;6;INCAPACITADA POR FRACTURA EN TOBILLO;2;1; ; ; ; ; ; ; ; ; ; ;07;1;68;2512,66495913259
4953564;1;1;1;50; ;1; ; ;1;6;DESCANSANDO POR VEJEZ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;1310,4040021288
4953564;1;2;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1310,4040021288
4953564;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1310,4040021288
4953565;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1819,72594106997
4953565;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;1819,72594106997
4953565;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1819,72594106997
4953565;1;5;1;50; ;1; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1819,72594106997
4953566;1;1;1;50; ;1; ; ;1;6;CUIDADO DE MENORES;2;2;2;2;1;7; ;2; ;2; ; ;07;1;68;1807,53556823635
4953566;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1807,53556823635
4953566;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;1807,53556823635
4953567;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2341,0463539508
4953567;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;68;2341,0463539508
4953567;1;4;1;50; ;1; ; ;3;6;DESCANSANDO POR VEJEZ;2;2;2;2;1;9; ; ; ; ; ; ;07;1;68;2341,0463539508
4953568;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;07;1;68;1571,68003783005
4953569;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2109,94969823635
4953569;1;2;1;50; ;1; ; ;1;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2109,94969823635
4953570;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2108,30705638288
4953571;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2210,15485973595
4953573;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2266,82504028301
4953573;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2266,82504028301
4953590;1;1;1;50; ;1;1; ;1;6;LEER;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2075,59694398262
4953590;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2075,59694398262
4953590;1;3;1;50; ;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2075,59694398262
4953590;1;4;1;50; ;1;2; ;4;6;CUIDANDO A LA SOBRINA;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2075,59694398262
4953590;1;5;1;50; ;1;2; ;5;6;EN UN CURSO DE INGLES;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2075,59694398262
4953590;1;6;1;50; ;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;2075,59694398262
4953591;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;3105,70709513476
4953591;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;3105,70709513476
4953592;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1521,22234716936
4953592;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1521,22234716936
4953595;1;1;1;50; ;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2260,89775013494
4953596;1;1;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1910,4839315882
4953597;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2802,58677044673
4953597;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;13;QUIERE ENTRAR A ESTUDIAR; ; ; ; ; ;07;1;76;2802,58677044673
4953599;1;1;1;50; ;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2498,26990059168
4953599;1;2;1;50; ;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2498,26990059168
4953599;1;3;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;2498,26990059168
4953599;1;4;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;2498,26990059168
4953600;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1910,4839315882
4953601;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2260,89775013494
4953602;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1743,33301361753
4953602;1;2;1;50; ;1; ; ;2;6;CUIDANDO SU HIJO;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;1743,33301361753
4953602;1;4;1;50; ;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1743,33301361753
4953603;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3384,90569605829
4953603;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3384,90569605829
4953604;1;1;1;50; ;1; ; ;1;6;CUIDANDO A SU ESPOSA EN EL HOSPITAL;2;1; ; ; ; ; ; ; ; ; ; ;07;1;76;2981,76198997096
4953604;1;2;1;50; ;1; ; ;2;6;HOSPITALIZADA;2;2;2;2;1;13;ESTA RECIEN DADA A LUZ; ; ; ; ; ;07;1;76;2981,76198997096
4953605;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2891,8895319453
4953605;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2891,8895319453
4953606;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1735,03991035882
4953606;1;2;1;50; ;1; ; ;2;6;DELIGENCIAS PERSONALES;2;1; ; ; ; ; ; ; ; ; ; ;07;1;76;1735,03991035882
4953607;1;1;1;50; ;1; ; ;1;6;DELIGENCIAA PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;2260,89775013494
4953608;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2502,62794752647
4953608;1;2;1;50; ;1; ; ;2;6;REPOSO;2;1; ; ; ; ; ; ; ; ; ; ;07;1;76;2502,62794752647
4953608;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;2502,62794752647
4953610;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3379,97795259642
4953610;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3379,97795259642
4953610;1;3;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;3379,97795259642
4953611;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3276,22337290227
4953611;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;3276,22337290227
4953612;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;4;1;50; ;1; ; ;1;6;OCIO;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;5;1;50; ;1; ; ;1;6;HACER DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;6;1;50; ;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;7;1;50; ;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953612;1;8;1;50; ;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;3972,87448223484
4953613;1;1;1;50; ;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;76;2240,7072246653
4953613;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;2240,7072246653
4953616;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;76;1735,03991035882
4953616;1;2;1;50; ;1; ; ;2;6;DILIGENCIAS MEDICAS;2;2;2;2;2; ; ; ; ; ; ; ;07;1;76;1735,03991035882
4953629;1;1;1;50;05;1; ; ;1;6;PASEANDO;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953629;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953629;1;3;1;50;05;1; ; ;3;6;INCAPACITACDO POR OPERACION DE COLUMNA;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953630;1;1;1;50;05;1; ; ;1;6;DILIGENCIAS PERSONALES;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953630;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953630;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953631;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1155,64792071538
4953631;1;2;1;50;05;1; ; ;2;6;HACER VUELTAS MEDICAS DE LOS PADRES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1155,64792071538
4953631;1;3;1;50;05;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1155,64792071538
4953632;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1402,25822383092
4953632;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1402,25822383092
4953633;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1106,54152424537
4953634;1;1;1;50;05;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1160,80113324136
4953635;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;05;1420,87823851371
4953635;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1420,87823851371
4953635;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1420,87823851371
4953636;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;951,271537999463
4953636;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;951,271537999463
4953636;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;951,271537999463
4953637;1;1;1;50;05;1; ; ;1;6;PINTAR EN OLEO;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1201,98823190387
4953637;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1201,98823190387
4953638;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1038,84586162477
4953638;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1038,84586162477
4953639;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;914,202402999117
4953639;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;914,202402999117
4953639;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;914,202402999117
4953640;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1097,44124242246
4953640;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1097,44124242246
4953640;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1097,44124242246
4953640;1;4;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1097,44124242246
4953641;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1037,58721530285
4953641;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1037,58721530285
4953641;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1037,58721530285
4953642;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1060,20121305689
4953642;1;2;1;50;05;1; ; ;2;6;DE PASEO;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1060,20121305689
4953643;1;1;1;50;05;1; ; ;1;6;CAMINAR;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1157,46605259007
4953644;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;2;1;50;05;1; ; ;2;6;HACER DEPORTE;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;7;1;50;05;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953644;1;8;1;50;05;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1085,00897030608
4953645;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1157,46605259007
4953646;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953646;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953646;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1138,45744671974
4953648;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;999,958594749735
4953648;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;999,958594749735
4953648;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;999,958594749735
4953648;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;999,958594749735
4953649;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;982,845783060603
4953649;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;982,845783060603
4953649;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;982,845783060603
4953649;1;5;1;50;05;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;982,845783060603
4953649;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;982,845783060603
4953649;1;7;1;50;05;1; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;982,845783060603
