DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
526217;1;2;11;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;11;2591,10262202319
526219;1;1;11;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;11;2669,83840615249
526221;1;1;11;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;11;2582,69709310188
526223;1;5;13;80;1;1;7; ;2; ;2; ;1;2000000; ; ; ;9;2;1;13;249,866377960715
526224;1;2;13;80;1;1;4; ;3; ;2; ;1;900000; ; ; ;10;2;1;13;267,084958232249
526224;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;267,084958232249
526225;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;267,359613605021
526226;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;238,825115627909
526227;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ;NO LO CONSIDERA NECESARIO;12;2;1;13;470,448441643909
526230;1;1;13;80;1;2;8;TRASLADO DE EL ESPOSO;2; ;2; ;1;1500000; ; ; ;2;2;1;13;443,863941716702
526235;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;264,13269272629
526235;1;6;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;264,13269272629
526238;1;1;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;211,354501794047
526238;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;211,354501794047
526243;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;260,079750338675
526244;1;3;13;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;223,93995359324
526245;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;260,079750338675
526246;1;1;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;298,299441351048
526247;1;4;13;80;1;2;1; ;2; ;2; ;2; ; ; ; ;9;2;1;13;286,452794632101
526248;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;262,554941094243
526250;1;1;13;80;1;3;5; ;2; ;2; ;2; ; ; ; ;9;2;1;13;272,827715088186
526252;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;228,485131170265
526252;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526253;1;3;13;80;2; ; ; ;2; ;2; ;2; ;1;3; ;4; ;1;13;208,104564279342
526254;1;2;13;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;13;228,485131170265
526254;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526254;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526257;1;1;13;80;1;4;4; ;2; ;2; ;2; ; ; ; ;10;2;1;13;250,804919919759
526257;1;2;13;80;1;4;4; ;2; ;2; ;2; ; ; ; ;10;2;1;13;250,804919919759
526257;1;3;13;80;1;4;4; ;2; ;2; ;2; ; ; ; ;10;2;1;13;250,804919919759
526260;1;1;13;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;233,299938588611
526260;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;233,299938588611
526261;1;1;13;80;1;2;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;221,931970858351
526261;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;221,931970858351
526262;1;1;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;236,921116212294
526263;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;237,861148589595
526265;1;2;13;80;1;3;3; ;2; ;2; ;2; ; ; ; ;9;2;1;13;498,765359804383
526267;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;257,019629147378
526269;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;206,253293316087
526269;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;206,253293316087
526271;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;262,751706521982
526272;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;240,010835082973
526272;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;240,010835082973
526272;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;240,010835082973
526272;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;240,010835082973
526273;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;256,153420030744
526275;1;2;13;80;1;4;1; ;2; ;1;600000;1;5000000; ; ; ;2;2;1;13;534,719227210043
526275;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;534,719227210043
526277;1;1;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;209,407202924731
526281;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;224,396348278674
526281;1;4;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;224,396348278674
526283;1;1;13;80;1;2;2; ;2; ;2; ;1;11000000; ; ; ;9;2;1;13;478,085390889095
526286;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;257,019629147378
526287;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,615831318271
526289;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;283,473006302402
526289;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;283,473006302402
526290;1;3;13;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;13;485,377432859653
526290;1;4;13;80;1;1;1; ;2; ;2; ;1;200008; ; ; ;2;2;1;13;485,377432859653
526291;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;931,391564027805
526293;1;1;13;80;1;4;4; ;3; ;2; ;1;98; ; ; ;8;2;1;13;985,009375038663
526295;1;7;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;455,89994910972
526297;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,284285154657
526298;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;206,721373321706
526298;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;206,721373321706
526299;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,879832401943
526299;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,879832401943
526299;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,879832401943
526301;1;1;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;259,815059068928
526301;1;7;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;259,815059068928
526302;1;1;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;273,96355404614
526302;1;3;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;273,96355404614
526304;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;216,463869375187
526308;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;245,595855756462
526308;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;245,595855756462
526309;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;291,572130820998
526309;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;291,572130820998
526309;1;5;13;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;291,572130820998
526310;1;3;13;80;1;1;2; ;2; ;2; ;1;480000; ; ; ;9;2;1;13;277,413671740762
526311;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;272,324208949643
526312;1;1;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;255,665531945107
526312;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;255,665531945107
526312;1;6;13;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;255,665531945107
526313;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;277,653890165667
526313;1;6;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;277,653890165667
526313;1;7;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;277,653890165667
526314;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;240,829368455826
526314;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;240,829368455826
526317;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;456,970262340531
526317;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;456,970262340531
526317;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;456,970262340531
526318;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;857,306688360114
526319;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;1021,76934051687
526319;1;2;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;1021,76934051687
526320;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;838,757027522282
526321;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;885,713858879236
526324;1;2;13;80;1;1;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;261,995495441131
526325;1;2;13;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;242,917567195596
526326;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,530257349589
526327;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;199,116074553383
526327;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;199,116074553383
526327;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;199,116074553383
526332;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;242,688716429826
526332;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;242,688716429826
526333;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;206,721373321706
526333;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;206,721373321706
526335;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;214,326672090028
526336;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;272,324208949643
526338;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;252,697648386242
526338;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;252,697648386242
526338;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;252,697648386242
526339;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,009629781885
526339;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,009629781885
526340;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;238,539189306005
526341;1;1;13;80;1;2;3; ;2; ;2; ;2; ; ; ;SE ACCIDENTO;12;2;1;13;234,7877912932
526341;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,7877912932
526342;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,7877912932
526346;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;553,820331204439
526346;1;8;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;553,820331204439
526347;1;3;13;80;1;2;3; ;2; ;2; ;2; ; ; ; ;9;2;1;13;506,402309049569
526348;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;428,653344180057
526349;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;1058,40309092763
526349;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;1058,40309092763
526349;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;1058,40309092763
526350;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;925,7495867049
526352;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;300,019483522162
526352;1;7;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;300,019483522162
526352;1;8;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;300,019483522162
526352;1;9;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;300,019483522162
526353;1;2;13;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;266,525054965251
526353;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;266,525054965251
526354;1;1;13;80;1;3;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;236,703536395656
526354;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,703536395656
526354;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,703536395656
526354;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,703536395656
526355;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;239,042695444548
526356;1;1;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;13;251,623860506624
526356;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;251,623860506624
526357;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;251,898515879396
526358;1;1;13;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;261,995495441131
526358;1;2;13;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;261,995495441131
526358;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;261,995495441131
526359;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;245,595855756462
526361;1;2;13;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;263,255212660525
526363;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;223,832097907902
526363;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;223,832097907902
526364;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;221,428464719809
526365;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;254,229137797401
526365;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;254,229137797401
526365;1;4;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;254,229137797401
526367;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,090429938588
526369;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;491,407422883599
526369;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;491,407422883599
526370;1;1;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;13;434,146206932381
526370;1;2;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;13;434,146206932381
526370;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;434,146206932381
526370;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;434,146206932381
526371;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;512,306840061488
526372;1;1;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;230,332055029747
526373;1;1;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;168,412411153199
526373;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;168,412411153199
526373;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;168,412411153199
526373;1;9;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;168,412411153199
526373;1;10;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;168,412411153199
526376;1;1;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;238,223754857683
526377;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;279,913572004011
526377;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;279,913572004011
526378;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;234,763636109407
526378;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,763636109407
526378;1;4;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;234,763636109407
526378;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,763636109407
526378;1;7;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;234,763636109407
526379;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;228,485131170265
526379;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526379;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526380;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;213,823165951486
526380;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;213,823165951486
526381;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;221,428464719809
526381;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;221,428464719809
526382;1;2;13;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;228,530257349589
526382;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,530257349589
526383;1;2;13;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;246,144488074328
526385;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;205,418734676317
526387;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;284,195682818446
526387;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;284,195682818446
526387;1;4;13;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;284,195682818446
526387;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;284,195682818446
526390;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;268,597654298433
526390;2;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;268,597654298433
526391;1;3;13;80;1;1;1; ;2; ;2; ;1;200000; ; ; ;2;2;1;13;193,397472881239
526391;1;4;13;80;2; ; ; ;2; ;2; ;2; ;1;1; ;2; ;1;13;193,397472881239
526392;2;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;268,864090201368
526392;3;1;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;268,864090201368
526393;1;1;13;80;1;1;8;CAMBIO   DE CIUDAD;2; ;2; ;1;1500000; ; ; ;9;2;1;13;261,952574015136
526395;1;3;13;80;2; ; ; ;2; ;2; ;2; ;1;1; ;2; ;1;13;427,71718416882
526396;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;241,614928550208
526396;1;2;13;80;1;4;6; ;3; ;2; ;2; ; ; ; ;9;2;1;13;241,614928550208
526396;1;3;13;80;2; ; ; ;2; ;2; ;2; ;1;4; ;7; ;1;13;241,614928550208
526397;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;239,526393503071
526398;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;13;214,383069218484
526398;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;214,383069218484
526398;1;4;13;80;2; ; ; ;2; ;2; ;2; ;1;1; ;5; ;1;13;214,383069218484
526399;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ;4; ;5;1;1;13;248,563739315327
526399;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;248,563739315327
526399;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;248,563739315327
526400;1;1;13;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;13;222,590203494743
526400;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;222,590203494743
526403;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,090429938588
526404;1;3;13;80;1;1;7; ;2; ;2; ;1;340000; ; ; ;2;2;1;13;471,173847600092
526406;1;2;13;80;1;3;2; ;2; ;2; ;2; ; ;1; ;1;1;1;13;442,856929439618
526406;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;442,856929439618
526407;1;1;13;80;1;4;2; ;2; ;2; ;2; ; ;4; ;9;1;1;13;220,12582607442
526407;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,12582607442
526408;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;267,404739784345
526409;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;270,311879110981
526411;1;2;13;80;1;4;8;TRASLADO  DE   CIUDAD;2; ;2; ;2; ; ; ; ;9;2;1;13;228,485131170265
526411;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526411;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;228,485131170265
526412;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,090429938588
526414;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;214,326672090028
526417;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;222,529459262514
526418;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;506,402309049569
526419;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;225,60907087278
526420;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;214,326672090028
526420;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;214,326672090028
526421;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;245,652252884918
526421;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;245,652252884918
526421;2;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;245,652252884918
526422;1;2;13;80;1;4;6; ;2; ;2; ;2; ; ; ; ;9;2;1;13;253,309010210122
526422;1;3;13;80;2; ; ; ;2; ;2; ;2; ;1;1; ;5; ;1;13;253,309010210122
526423;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;220,60517702917
526423;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,60517702917
526423;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,60517702917
526423;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;220,60517702917
526424;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;214,326672090028
526425;1;1;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;254,998364460572
526425;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;254,998364460572
526425;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;254,998364460572
526425;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;254,998364460572
526425;1;7;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;254,998364460572
526426;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;258,322267792766
526429;1;3;13;80;1;1;1; ;2; ;2; ;1;120000; ; ; ;2;2;1;13;192,893966742697
526429;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;192,893966742697
526430;1;1;13;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;13;247,470143355689
526430;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;247,470143355689
526430;1;3;13;80;1;3;4; ;3; ;2; ;2; ; ; ; ;9;2;1;13;247,470143355689
526431;1;2;13;80;1;4;5; ;2; ;2; ;2; ; ; ; ;8;2;1;13;510,884670258434
526432;1;5;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;511,828575001799
526434;1;2;13;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;13;229,033763488132
526435;1;2;13;80;1;1;7; ;2; ;2; ;2; ; ;1; ;1;1;1;13;291,572130820998
526435;1;6;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;291,572130820998
526435;1;7;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;291,572130820998
526436;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;238,051301220368
526436;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;238,051301220368
526436;1;7;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;238,051301220368
526437;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;236,090429938588
526438;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;250,294015198149
526439;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;252,926499152012
526440;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;246,144488074328
526441;1;2;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;250,294015198149
526441;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;250,294015198149
526442;1;3;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;242,688716429826
526442;1;4;13;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;13;242,688716429826
526654;1;2;17;80;1;2;6; ;2; ;2; ;2; ; ;1; ;5;1;1;17;149,078169295968
526655;1;1;17;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;136,644540224672
526655;1;2;17;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;136,644540224672
