DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5259148;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;41;1377,50803218195
5259155;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;2;41;895,594585319126
5259156;1;2;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;41;872,793126090314
5259157;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;40;877000;2;1;10;4;41;1197,37033986574
5259165;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;1,1;41;416,429038971758
5259170;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;16;200000;2;1;10;1,1;41;762,624948942833
5259170;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ;1;3;100000;2;1;10;1,1;41;762,624948942833
5259171;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;41;373,532379382959
5259173;1;2;1;80;2;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;10; ;41;741,006252747181
5259173;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;1,1;41;741,006252747181
5259173;1;4;1;80;2;1;3; ;2; ; ;9; ; ; ;2; ; ; ; ; ;1;10;1,1;41;741,006252747181
5259174;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;1,1;41;628,756781835732
5259174;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;41;628,756781835732
5259770;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;1;10; ;70;978,323559516702
5259771;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;70;1790,43434000263
5259773;1;2;1;80;2;1;9;POR LA PANDEMIA;2; ; ;1; ;2; ;2; ;1;40;500000;2;1;10;1,4;70;746,885671583248
5259773;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;70;746,885671583248
5259773;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;70;746,885671583248
5259773;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;70;746,885671583248
5259810;1;3;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;70;2479,92344390966
5259811;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;70;1687,66785251665
5260084;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;50;1118,80130099269
5260084;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;800000;2;1;10; ;50;1118,80130099269
5260086;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;48;870000;2;1;10;4;50;534,963304358766
5260088;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;48;970000;2;1;10;1,4;50;999,436977360952
5260088;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;1;10; ;50;999,436977360952
5260088;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;50;999,436977360952
5260088;1;6;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;50;999,436977360952
5260090;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;50;1304,19800928353
5260091;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;50;1241,86955562513
5260113;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;50;1281,10102090092
5260116;1;1;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;3;50;545,001611668959
5260117;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;50;809,908523703437
5260119;1;2;1;80;2;1;3; ;2; ; ;9; ;1;2;2; ; ; ; ;1;1;10;4;50;505,698047944908
5260119;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;50;505,698047944908
5260480;1;3;1;80;2;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;1;10;1,2;05;1899,00276971886
5260481;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;40;98;2;1;10;4;05;3146,20776797052
5260486;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;3379,14216986517
5260487;1;1;1;80;2;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;10;4;05;2847,64566651508
5260487;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;05;2847,64566651508
5260488;1;4;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ;1;48;98;2;1;10;3;05;3272,46640745931
5260490;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ;2; ;98; ;1;10; ;05;4757,89823942909
5260490;1;5;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ;1;40;98;2;1;10;4;05;4757,89823942909
5260491;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;3935,57033682946
5260494;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;30;98;2;1;10; ;05;3337,91803247625
5260498;1;1;1;80;2;1;5; ;2; ; ;3; ;3; ;2; ; ; ; ;3;1;10;4;05;2875,31856843229
5260498;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;30;98;2;1;10; ;05;2875,31856843229
5260500;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;2589,77960100623
5260502;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;5504,80434340017
5260503;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;2734,8819077902
5260503;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;2734,8819077902
5260503;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;2734,8819077902
5260505;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;3656,62387497201
5260505;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;3656,62387497201
5260508;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1703,38510681053
5260508;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;3;05;1703,38510681053
5260508;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1703,38510681053
5260508;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1703,38510681053
5260508;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1703,38510681053
5260508;1;8;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1703,38510681053
5260509;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3259,47603594499
5260509;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3259,47603594499
5260510;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3335,95859083581
5260510;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3335,95859083581
5260510;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3335,95859083581
5260511;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;4769,4802089006
5260513;1;1;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;05;4185,3791400191
5260515;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;3025,1779098675
5260515;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3025,1779098675
5260515;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3025,1779098675
5260517;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;05;3451,41872970238
5260519;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;2734,8819077902
5260519;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;2734,8819077902
5260519;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;2734,8819077902
5260524;1;2;1;80;2;1;9;POR COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;1;10;1,4;05;4185,3791400191
5260530;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;3771,25568682798
5260531;1;2;1;80;2;1;3; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;3;05;2516,09463912621
5260531;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;2516,09463912621
