DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5399051;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399051;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399051;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399051;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;665,213708923992
5399053;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;665,213708923992
5399053;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399055;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399057;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;665,213708923992
5399057;1;4;1;80;2;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;2;15;665,213708923992
5399058;1;1;1;80;2;1;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399059;1;1;1;80;2;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;3;15;665,213708923992
5399059;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399059;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399060;1;1;1;80;2;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;03;4;15;665,213708923992
5399060;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399063;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399063;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399063;1;4;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;2; ;908526;2;1;03;1,3;15;665,213708923992
5399064;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399065;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399065;1;5;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399066;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;3;15;2727,37620658837
5399066;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;2727,37620658837
5399067;1;1;1;80;2;1;7; ;1; ;2;1; ;2; ;2; ;1;40;908526;2;1;03;2;15;2709,71964977055
5399067;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;2709,71964977055
5399067;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;2709,71964977055
5399071;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;665,213708923992
5399072;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;2338,116926994
5399072;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;2338,116926994
5399073;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399073;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;665,213708923992
5399074;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;665,213708923992
5399074;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399075;1;2;1;80;2;1;4; ;2; ; ;12;PERDIDA DE VISION;2; ;2; ; ; ; ;2;1;03;4;15;1738,51601571483
5399075;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;1738,51601571483
5399075;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;1738,51601571483
5399075;1;5;1;80;2;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;4;15;1738,51601571483
5399077;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;2727,37620658837
5399077;1;7;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;2727,37620658837
5399078;1;2;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;1,4;15;665,213708923992
5399081;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399082;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;665,213708923992
5399082;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399083;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;665,213708923992
5399085;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;40;908600;2;1;03;3;15;2727,37620658837
5399090;1;1;1;80;2;1;9;MIEDO AL CONTAGIO POR COVID 19;2; ; ;1; ;2; ;2; ;1;40;908526;2;1;03;1,3;15;665,213708923992
5399090;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399090;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;908526;2;1;03; ;15;665,213708923992
5399090;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399091;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;1; ;2; ;2; ;1;40;908526;2;1;03;2;15;1308,47013034347
5399091;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;1308,47013034347
5399092;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399093;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399094;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399095;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ;1;40;908526;2;1;03;1,2;15;665,213708923992
5399095;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399098;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399098;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399099;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399100;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399100;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399100;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399101;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399102;1;1;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399102;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399103;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;15;665,213708923992
5399103;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;665,213708923992
5399104;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399104;1;2;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;665,213708923992
5399105;1;2;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ; ; ; ;2;1;03;1,4;15;1597,17908863714
5399105;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;1597,17908863714
5402337;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;889,267416509904
5402337;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;889,267416509904
5402337;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;889,267416509904
5402339;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;23;1931,64224823957
5402339;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1931,64224823957
5402339;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1931,64224823957
5402339;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1931,64224823957
5402341;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;954,648316403044
5402342;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;23;1598,64359735647
5402342;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1598,64359735647
5402342;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1598,64359735647
5402343;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;3194,94705940004
5402343;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;3194,94705940004
5402343;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;3194,94705940004
5402344;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1002,20517178082
5402344;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1002,20517178082
5402345;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1782,56532509122
5402346;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;832,012248624807
5402346;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;832,012248624807
5402346;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;832,012248624807
5402347;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1325,4273480884
5402348;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;68;715,107681086318
5402349;1;1;1;80;2;1;9;POR LA EDAD;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;68;715,107681086318
5402351;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;68;1716,97458881649
5402354;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;68;2931,9414924539
5402355;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;68;715,107681086318
5402357;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;68;2931,9414924539
5402358;1;1;1;80;2;1;4; ;1; ;4;4; ;2; ;2; ;2; ;400000;2;1;03;4;68;715,107681086318
5402358;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;68;715,107681086318
5402358;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;03;1,2;68;715,107681086318
5402360;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;68;715,107681086318
5404108;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;480,352602944391
5404108;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;70;480,352602944391
5404109;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;443,405162438782
5404110;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;70;1599,07343645497
5404110;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;1599,07343645497
5404111;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;1471,48429252364
5404112;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;508,761730979618
5404113;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;2; ;300000;2;1;03;1,4;70;1095,31135324777
5404114;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;40;908526;2;1;03;4;70;534,10625591746
5404114;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;534,10625591746
5404116;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;829,723514848585
5404116;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;829,723514848585
5404117;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;03;4;70;994,488325891264
5404117;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;994,488325891264
5404117;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;994,488325891264
5404117;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;03; ;70;994,488325891264
5404118;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;1,4;70;877,839067530476
5404118;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;877,839067530476
5404118;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;877,839067530476
5404118;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;877,839067530476
5404119;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;70;734,770518208661
5404120;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;1580,40326143734
5404120;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;1580,40326143734
5404121;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;625,958025926875
5404121;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;625,958025926875
5404122;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;500000;2;1;03; ;70;443,405162438782
5404122;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;908526;2;1;03; ;70;443,405162438782
5404122;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;20;450000;2;1;03; ;70;443,405162438782
5404124;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;508,761730979618
5404126;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;1435,0763210828
5404126;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;3;70;1435,0763210828
5404127;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;443,405162438782
5404127;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;70;443,405162438782
5404127;1;4;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;350000;2;1;03;2;70;443,405162438782
5404128;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;1025,44751942033
5404128;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;1025,44751942033
5404128;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;1025,44751942033
5404128;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;1025,44751942033
5404129;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;1482,38566170003
5404129;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;70;1482,38566170003
5404130;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;700000;2;1;03; ;70;687,969697783751
5404130;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;20;400000;2;1;03; ;70;687,969697783751
5404132;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;1,3;70;662,625172845909
5404132;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;70;662,625172845909
5404153;1;2;1;80;2;1;6; ;2; ; ;9; ;2; ;2; ;2; ;99;2;1;03;4;76;4593,50322437368
5404154;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;76;3156,25065466738
5404154;1;2;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;76;3156,25065466738
5404162;1;1;1;80;2;1;4; ;1; ;4;1; ;2; ;2; ;2; ;99;2;1;03;4;76;2143,6112431677
5404162;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;76;2143,6112431677
5404531;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1209,66473248049
5404533;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1145,55863416949
5404533;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1145,55863416949
5404535;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1039,82078185055
5404535;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1039,82078185055
5404536;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;48;908526;2;1;03;4;23;1039,82078185055
5404537;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;03;2;23;3089,92690923457
5404538;3;5;3;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1473,99881413028
5404538;3;6;3;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1473,99881413028
5404539;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;23;1974,16644552366
5404539;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1974,16644552366
5404539;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1974,16644552366
5404539;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1974,16644552366
5404540;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;1039,82078185055
5404541;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;200000;2;1;03;2;23;2682,50185023195
5404541;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;2682,50185023195
5404541;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;23;2682,50185023195
