DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5332781;1;2;1;80;63;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;63;79,940424114874
5332781;1;3;1;80;63;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;63;79,940424114874
5332784;1;2;1;80;68;1;1;8; ;2; ; ;9; ;1;1;2; ; ; ; ;1;1;01;1,2;68;419,268750141252
5332785;1;3;1;80;68;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;68;740,642592375762
5332785;1;4;1;80;68;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;2;68;740,642592375762
5332786;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;655,70021548814
5332787;1;2;1;80;68;1;1;7; ;2; ; ;9; ;3; ;2; ;2; ;800000;3;1;01;1,4;68;366,809016035234
5332787;2;1;2;80;68;1;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;2;68;366,809016035234
5332794;1;1;1;80;50;1;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;50;208,072240903004
5332795;1;1;1;80;50;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;50;243,101864943183
5332795;1;3;1;80;50;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;243,101864943183
5332796;1;2;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,3;50;410,422257603088
5332797;1;2;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;50;367,371701481918
5332803;1;1;1;80;50;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;50;277,632189417553
5332804;1;2;1;80;50;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;186,907559545824
5332805;1;1;1;80;50;1;1;3; ;2; ; ;12;POR LA PANDEMIA;2; ;2; ; ; ; ;2;1;01;2;50;292,172422184435
5332805;1;4;1;80;50;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;292,172422184435
5332806;1;1;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;3;50;307,576210982075
5332808;1;2;1;80;50;1;1;8; ;2; ; ;9; ;2; ;2; ;1;48;800000;2;1;01;1,2;50;318,829124451182
5332809;1;3;1;80;50;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;361,879680572352
5332810;1;3;1;80;50;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;145,34567474771
5332810;1;4;1;80;50;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;50;145,34567474771
5332810;1;5;1;80;50;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;145,34567474771
5332811;1;1;1;80;63;1;1;7; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;01;2;63;211,720131002339
5332811;1;2;1;80;63;1;1;2; ;2; ; ;8; ;2; ;2; ;1;40;900000;2;1;01;2;63;211,720131002339
5332811;1;7;1;80;63;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;63;211,720131002339
5332814;1;2;1;80;63;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;63;114,896883100489
5332817;1;4;1;80;63;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;63;138,263853743936
5332818;1;1;1;80;63;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;63;210,411969979557
5332818;1;3;1;80;63;1;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;1,4;63;210,411969979557
5332820;1;1;1;80;63;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;63;123,821396496541
5332820;1;2;1;80;63;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;1,2;63;123,821396496541
5332842;1;1;1;80;54;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;54;343,56265745386
5332842;1;2;1;80;54;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;01;2;54;343,56265745386
5332843;1;2;1;80;54;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;54;419,965690421424
5332847;1;1;1;80;76;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;76;932,221919012983
5332848;1;2;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;76;946,790455308104
5332849;1;1;1;80;76;1;1;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;4;76;809,302885860188
5332849;1;2;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;76;809,302885860188
5332850;1;1;1;80;76;1;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;76;1307,23180222038
5332850;1;4;1;80;76;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;76;1307,23180222038
5332850;1;5;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;76;1307,23180222038
5332851;1;1;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;76;919,745575915215
5332852;1;2;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;76;1104,80166321647
5332853;1;1;1;80;76;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;3;76;943,658142991854
5332855;1;1;1;80;76;1;1;1; ;2; ; ;4; ;2; ;2; ;2; ;1000000;2;1;01;1,2;76;966,477152399326
5332855;1;2;1;80;76;1;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;76;966,477152399326
5332855;1;5;1;80;76;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;76;966,477152399326
5332855;1;7;1;80;76;1;1;7; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;01;4;76;966,477152399326
5332855;1;8;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;76;966,477152399326
5332856;1;2;1;80;19;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;19;70,1430529319355
5332856;1;4;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;19;70,1430529319355
5332857;1;3;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;19;139,866814263028
5332857;1;4;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;19;139,866814263028
5332858;1;1;1;80;19;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;19;82,3850687063031
5332858;1;2;1;80;19;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;19;82,3850687063031
5332858;1;4;1;80;19;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ;2000000;2;1;01;2;19;82,3850687063031
5332859;1;1;1;80;19;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;4;19;156,418283314993
5332859;1;2;1;80;19;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ;1500000;2;1;01;1,1;19;156,418283314993
5332859;1;3;1;80;19;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;19;156,418283314993
5332860;1;2;1;80;19;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;19;141,156420349761
5332861;1;1;1;80;19;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;19;126,059186135146
5332862;1;1;1;80;19;1;1;7; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;2;19;102,34463453782
5332862;1;2;1;80;19;1;1;3; ;2; ; ;9; ;1;2;2; ; ; ; ;1;1;01;3;19;102,34463453782
5332862;1;3;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;19;102,34463453782
5332864;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;877803;2;1;01; ;05;1226,71291717634
5332864;1;3;1;80;05;1;1;8; ;1; ;1;9; ;2; ;2; ; ; ;1100000;2;1;01;1,3;05;1226,71291717634
5332871;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;17;201,379887099304
5332875;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;201,869025294108
5332875;1;4;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;201,869025294108
5332876;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;245,150747472213
5332876;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;245,150747472213
5332879;1;5;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;3;15;178,075016868696
5332881;1;1;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;94,1284624729228
5332881;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;94,1284624729228
5332882;1;3;1;80;15;1;2; ; ; ;1;2;1; ;2; ;2; ; ; ; ;2;1;01; ;15;169,906595592913
5332882;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;169,906595592913
5332883;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;135,643318487149
5332883;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;135,643318487149
5332884;1;1;1;80;15;1;1;5; ;1; ;2;1; ;3; ;2; ; ; ; ;3;1;01;3;15;145,967871320806
5332884;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;145,967871320806
5332885;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;118,791132419171
5332885;1;3;1;80;15;1;2; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;1;01; ;15;118,791132419171
5332885;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;118,791132419171
5332888;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;15;104,149380904562
5332888;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ;1;40;877803;2;1;01;3;15;104,149380904562
5332897;1;1;1;80;05;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;05;1188,37856320462
5332898;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;4;05;1325,64498530406
5332898;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;05;1325,64498530406
5332900;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;4;05;1278,45358326375
5332911;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;05;1106,35857982022
5332911;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;05;1106,35857982022
5332912;1;1;1;80;05;1;1;4; ;2; ; ;4; ;1;2;2; ; ; ; ;1;1;01;3;05;1271,44053351686
5332912;1;2;1;80;05;1;1;9;CAMBIO DE PAIS;2; ; ;11; ;2; ;1;4000000; ; ; ;2;1;01;1,2;05;1271,44053351686
5332913;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;05;831,02372422748
5332913;1;4;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;05;831,02372422748
5332914;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;05;1495,05005385848
5332914;1;6;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;05;1495,05005385848
5332914;1;8;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;05;1495,05005385848
5332922;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;80,9282390060883
5332923;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;1,2;15;96,1831984860004
5332923;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;96,1831984860004
5332924;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;120,13409203551
5332925;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;97,7804250740667
5332926;1;1;1;80;15;1;1;9;PANDEMIA;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;1,4;15;110,113173603871
5332926;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;15;110,113173603871
5332927;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;118,142520126656
5332928;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;80,9282390060883
5332930;1;1;1;80;15;1;1;1; ;2; ; ;1; ;1;1;2; ;1;40;877803;1;1;01;1,4;15;86,8288676011739
5332930;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;86,8288676011739
5332930;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;86,8288676011739
5332932;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;118,142520126656
5332933;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;2;15;151,628029618097
5332934;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;118,142520126656
5332935;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;145,967871320806
5332936;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;134,109256003307
5332937;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;2;15;118,079356022432
5332938;1;2;1;80;63;1;1;9;CONTINGENCIA NACIONAL;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;63;136,871201018404
5332939;1;1;1;80;63;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;4;63;136,871201018404
5332939;1;2;1;80;63;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;63;136,871201018404
5332940;1;1;1;80;63;1;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;63;136,871201018404
5332942;1;3;1;80;63;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;63;156,595502274102
5332949;1;3;1;80;52;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;52;255,379718428194
5332951;1;2;1;80;52;1;1;6; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;3;52;101,767397799958
5332953;1;1;1;80;52;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;52;181,190627437347
5332959;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;3;17;216,22327024885
5332960;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;200,680583900388
5332961;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;228,750255637575
5332961;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;228,750255637575
5332961;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;228,750255637575
5332962;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;3;17;186,811065985566
5332962;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;186,811065985566
5332963;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;201,34155909795
5332965;1;3;1;80;63;1;2; ; ; ;2; ; ;.;2; ;2; ;1;30;600000;2;1;01; ;63;90,0611967369059
5332965;1;4;1;80;63;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;63;90,0611967369059
5332965;1;6;1;80;63;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;63;90,0611967369059
5332966;1;1;1;80;63;1;1;8; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;01;2;63;205,096218534198
5332966;1;2;1;80;63;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;63;205,096218534198
5332966;1;4;1;80;63;1;1;8; ;2; ; ;9; ;2; ;2; ;1;48;900000;2;1;01;2;63;205,096218534198
5332967;1;1;1;80;63;1;1;6; ;1; ;3;1; ;2; ;2; ; ; ; ;2;1;01;4;63;74,4452587560938
5332967;1;3;1;80;63;1;1;8; ;2; ; ;2; ;2; ;2; ;1;24;500000;2;1;01;1,3;63;74,4452587560938
5332971;1;1;1;80;63;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;63;166,363868069558
5332975;1;1;1;80;50;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;190,177128132385
5332976;1;1;1;80;50;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;2;50;403,780058301576
5332976;1;2;1;80;50;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;403,780058301576
5332977;1;3;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;50;236,210015858766
5332978;1;1;1;80;50;1;1;1; ;2; ; ;4; ;2; ;1;900000;2; ;900000;2;1;01;1,1;50;291,394792191015
5332979;1;1;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ;1;40;800000;2;1;01;4;50;242,852215160279
5332981;1;1;1;80;50;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;970000;2;1;01;2;50;269,526668138239
5332982;1;2;1;80;50;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;201,201487213959
5332982;1;4;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;50;201,201487213959
5332985;1;1;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;533,263636017223
5332987;1;3;1;80;47;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;47;213,77009738533
5332988;1;3;1;80;47;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;47;256,551025771463
5332989;1;2;1;80;47;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;47;131,23675871079
5332990;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;68;443,799336248695
5332991;1;2;1;80;68;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;559,915894312244
5332991;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;559,915894312244
5332992;1;2;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;523,664093224712
5332992;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;523,664093224712
5332992;1;4;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;523,664093224712
5332993;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;900000;2;1;01;2;68;297,555174342776
5332995;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;68;468,297424461573
5332995;1;2;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;2;68;468,297424461573
5332996;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;454,141933169521
5332996;1;4;1;80;68;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;454,141933169521
5332996;1;6;1;80;68;1;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;2;68;454,141933169521
5332996;1;7;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;3;68;454,141933169521
5332997;1;1;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;629,047957193119
5332998;1;1;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;476,772368479387
5332998;1;2;1;80;68;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;1000000;2;1;01;2;68;476,772368479387
5332999;1;1;1;80;68;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;541,738580035037
5332999;1;2;1;80;68;1;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;541,738580035037
5333000;1;1;1;80;68;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;68;637,522901210933
5333000;1;2;1;80;68;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;68;637,522901210933
5333001;1;4;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;300,6355500617
5333002;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;1,4;68;533,263636017223
5333004;1;1;1;80;68;1;2; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;01; ;68;533,263636017223
5333015;1;4;1;80;47;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;2;47;206,812520507466
5333016;1;3;1;80;47;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;47;145,151965476481
5333016;1;5;1;80;47;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;47;145,151965476481
5333020;1;1;1;80;41;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;41;82,8039131871818
5333020;1;2;1;80;41;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;41;82,8039131871818
5333022;1;1;1;80;41;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;41;154,841154229811
5333022;1;2;1;80;41;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;154,841154229811
5333023;1;1;1;80;41;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;41;110,599994543451
5333023;1;2;1;80;41;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;41;110,599994543451
5333027;1;1;1;80;63;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;63;119,397850461034
5333029;1;1;1;80;63;1;1;9;PANDEMIA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,4;63;91,9597406086573
5333029;1;2;1;80;63;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;63;91,9597406086573
5333031;1;3;1;80;63;1;1;8; ;2; ; ;2; ;2; ;2; ;1;48;500000;2;1;01;1,4;63;137,466800367919
5333032;1;2;1;80;63;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;63;175,479518781581
5333032;1;4;1;80;63;1;1;9;PANDEMIA;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;01;1,4;63;175,479518781581
5333033;1;1;1;80;63;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;1,3;63;166,363868069558
5333034;1;3;1;80;63;1;1;8; ;2; ; ;2; ;2; ;2; ;1;48;900000;2;1;01;2;63;122,864566485685
