DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5246975;1;3;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;152,330895248956
5246975;1;4;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;152,330895248956
5246975;1;6;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;152,330895248956
5246976;1;3;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;186,962486397746
5246979;1;3;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;76;2507,21577087378
5246980;1;2;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;76;1591,87376611586
5246984;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;1253,2307461699
5246984;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1253,2307461699
5246993;1;1;1;80;23;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;23;136,206403575499
5246993;1;2;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;136,206403575499
5246994;1;2;1;80;23;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;204,87876919008
5246997;1;1;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;17;169,467975778231
5246997;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;17;169,467975778231
5246998;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;3;17;229,438950724403
5246998;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;440000;2;1;10;4;17;229,438950724403
5246999;1;1;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;17;192,418122318395
5246999;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;192,418122318395
5247000;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;291,605505813358
5247001;1;1;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;17;150,320836888128
5247007;1;3;1;80;17;1;1;9;PORQUE SE FUE DEL PAIS;2; ; ;1; ;2; ;2; ;1;48;900000;2;1;10;4;17;249,748466070367
5247008;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;17;183,301826866942
5247008;1;3;1;80;17;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;10;2;17;183,301826866942
5247008;1;6;1;80;17;1;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;10;4;17;183,301826866942
5247009;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;193,989029809967
5247011;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;17;150,320836888128
5247011;1;2;1;80;17;1;1;1; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;3;17;150,320836888128
5247012;1;1;1;80;17;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;10;4;17;172,108606972431
5247012;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;172,108606972431
5247017;1;1;1;80;23;1;1;5; ;1; ;1;12;POR TEMOR AL CONTAGIO;3; ;2; ;2; ;1200000;3;1;10;3;23;207,668990228791
5247018;1;1;1;80;23;1;1;9;POR TEMOR AL CONTAGIO;2; ; ;12;POR TEMOR AL CONTAGIO;2; ;2; ;2; ;800000;2;1;10;1,4;23;164,062491678074
5247018;1;2;1;80;23;1;1;8; ;2; ; ;7; ;2; ;2; ;1;40;600000;2;1;10;1,2;23;164,062491678074
5247021;1;1;1;80;23;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;23;154,963977124006
5247021;1;2;1;80;23;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;23;154,963977124006
5247022;1;3;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;194,828674538953
5247023;1;1;1;80;23;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;23;177,803495116704
5247024;1;2;1;80;23;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;204,87876919008
5247026;1;2;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;1,4;68;534,573261465913
5247027;1;1;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;877803;2;1;10;4;68;568,866324529186
5247027;1;2;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;568,866324529186
5247027;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;568,866324529186
5247027;1;4;1;80;68;1;1;9;POR EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;568,866324529186
5247028;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;535,990506673462
5247028;1;2;1;80;68;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;68;535,990506673462
5247030;1;1;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;430000;2;1;10;4;68;623,166938990314
5247030;1;4;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;623,166938990314
5247030;1;5;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;623,166938990314
5247031;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;534,522744963587
5247032;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;540,748076473235
5247033;1;1;1;80;76;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;4;76;892,618640058047
5247035;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;520,182490821327
5247035;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;520,182490821327
5247035;1;3;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;520,182490821327
5247036;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;538,472736420794
5247036;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;538,472736420794
5247037;1;1;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;68;503,376402629979
5247038;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;3;68;418,479648225666
5247039;1;1;1;80;68;1;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;4;68;518,714729111452
5247041;1;1;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;540,748076473235
5247042;1;1;1;80;15;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;15;106,520605785207
5247042;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;15;106,520605785207
5247043;1;1;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ;1;48;1500000;2;1;10;4;15;129,431105656941
5247044;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;15;124,893027036379
5247045;1;4;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;2;52;154,482627566291
5247047;1;1;1;80;52;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;52;180,57921314596
5247050;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;648,669644164204
5247050;1;4;1;80;68;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;648,669644164204
5247052;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;1158,43729559922
5247053;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;915,797738803585
5247054;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;870000;2;1;10; ;05;1064,77574967805
5247060;1;1;1;80;76;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;10;4;76;875,510081177464
5247060;1;2;1;80;76;1;1;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;10;4;76;875,510081177464
5247062;1;2;1;80;52;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;52;324,983363394071
5247069;1;1;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;76;1711,26184213508
5247070;1;1;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;76;1668,31438072377
5247072;1;1;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;3;76;2283,03617635291
5247074;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;2237,15853952502
5247075;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;989,795315020944
5247075;1;3;1;80;05;1;2; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;10; ;05;989,795315020944
5247079;1;1;1;80;52;1;1;7; ;2; ; ;7; ;1;2;2; ;1;48;890000;1;1;10;4;52;180,57921314596
5247080;1;3;1;80;52;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;52;299,355271842721
5247081;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;15;124,893027036379
5247082;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;15;124,893027036379
5247085;1;1;1;80;52;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;52;119,726070413566
5247086;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;896,551047634799
5247086;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;896,551047634799
5247086;1;5;1;80;05;1;1;2; ;1; ;1;2; ;1; ;2; ; ; ; ;2;1;10;2;05;896,551047634799
5247086;1;6;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;896,551047634799
5247087;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1200,16820991446
5247089;1;1;1;80;05;1;1;9;POR LA PANDEMIA;2; ; ;12;POR LA PANDEMIA;2; ;2; ;2; ;1500000;2;1;10;1,4;05;1171,37232384613
5247091;1;1;1;80;05;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;4;05;1144,85174496117
5247094;1;2;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;76;754,78632317826
5247095;1;2;1;80;76;1;1;6; ;2; ; ;4; ;2; ;2; ;2; ;240000;2;1;10;3;76;975,441632401606
5247097;1;2;1;80;76;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;76;782,534032647603
5247097;1;3;1;80;76;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;76;782,534032647603
5247099;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1800000;2;1;10;1,4;15;117,412583968713
5247099;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;117,412583968713
5247100;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;15;124,893027036379
5247101;1;2;1;80;15;1;1;1; ;2; ; ;5; ;2; ;2; ; ; ; ;2;1;10;4;15;138,505063992989
5247101;1;5;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;138,505063992989
5247104;1;2;1;80;15;1;1;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;10;4;15;120,735759265372
5247106;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;2;15;91,5279709812255
5247106;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;91,5279709812255
5247106;1;5;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;91,5279709812255
5247106;1;6;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;15;91,5279709812255
5247107;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;126,829259370626
5247109;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;521,599736028876
5247109;1;2;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;521,599736028876
5247109;1;3;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;521,599736028876
5247110;1;1;1;80;68;1;1;9;POR EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;491,400949532155
5247110;1;2;1;80;68;1;1;9;POR EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;491,400949532155
5247110;1;5;1;80;68;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;491,400949532155
5247111;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247111;1;2;1;80;68;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;534,573261465913
5247112;1;2;1;80;68;1;1;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247113;1;3;1;80;68;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;430,712023954475
5247116;1;1;1;80;68;1;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;534,573261465913
5247116;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;534,573261465913
5247117;1;1;1;80;68;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247117;1;2;1;80;68;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247119;1;2;1;80;68;1;1;7; ;2; ; ;9; ;2; ;2; ;1;48;900000;2;1;10;4;68;551,798522525598
5247120;1;2;1;80;68;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;3;68;487,517870275518
5247122;1;2;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;552,929935699718
5247122;1;3;1;80;68;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;552,929935699718
5247124;1;3;1;80;68;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;546,755120692396
5247124;1;4;1;80;68;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;546,755120692396
5247126;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ;1;50;600000;2;1;10; ;27;174,111927144543
5247127;1;1;1;80;27;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;700000;2;1;10;1,4;27;32,2429494712116
5247127;1;4;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247127;1;7;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247127;1;8;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;27;32,2429494712116
5247129;1;1;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;10;1,4;27;32,2429494712116
5247129;1;5;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247130;1;1;1;80;27;1;1;2; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;3;27;32,2429494712116
5247131;1;1;1;80;41;1;2; ; ; ;2; ; ;.;2; ;2; ;1;25;700000;2;1;10; ;41;167,268534227314
5247135;1;1;1;80;27;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;27;32,2429494712116
5247136;1;1;1;80;27;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;27;44,075685195105
5247136;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;44,075685195105
5247137;1;1;1;80;27;1;1;1; ;2; ; ;1; ;1; ;2; ; ; ; ;2;1;10;1,4;27;32,2429494712116
5247137;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247137;1;4;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247137;1;5;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247138;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247138;1;3;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247140;1;1;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;27;174,111927144543
5247140;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;174,111927144543
5247141;1;1;1;80;27;1;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;10;1,4;27;174,111927144543
5247141;1;2;1;80;27;1;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;10;3;27;174,111927144543
5247143;1;1;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;27;32,2429494712116
5247143;1;2;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;27;32,2429494712116
5247146;1;1;1;80;23;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;23;137,202089997391
5247146;1;2;1;80;23;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;137,202089997391
5247147;1;2;1;80;23;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;23;198,849558226938
5247147;1;4;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,849558226938
5247147;1;5;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,849558226938
5247149;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;115,53285915543
5247150;1;1;1;80;15;1;1;6; ;2; ; ;1; ;1;2;2; ; ; ; ;1;1;10;2;15;66,3122472481653
5247150;1;2;1;80;15;1;1;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;15;66,3122472481653
5247151;1;2;1;80;15;1;1;8; ;2; ; ;2; ;2; ;2; ;1;20;877803;2;1;10;1,3;15;115,790824463142
5247151;1;3;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;1,4;15;115,790824463142
5247151;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;15;115,790824463142
5247152;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;15;117,906031125396
5247152;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;15;117,906031125396
5247153;1;3;1;80;15;1;2; ; ; ;1;2;2; ;2; ;2; ; ; ; ;2;1;10; ;15;140,896446054856
5247155;1;1;1;80;41;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;41;120,271469332747
5247155;1;2;1;80;41;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;41;120,271469332747
5247156;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;15;145,492059903972
5247157;1;2;1;80;15;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;1; ;1;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ; ; ;877803;2;1;10;1,4;15;104,788847767858
5247158;1;1;1;80;15;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;700000;2;1;10;1,4;15;101,924991936091
5247158;1;2;1;80;15;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;800000;2;1;10;1,4;15;101,924991936091
5247159;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247159;1;3;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247160;1;1;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;27;32,2429494712116
5247160;1;4;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247163;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247163;1;4;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247163;1;5;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247166;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;27;32,2429494712116
5247166;1;3;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;27;32,2429494712116
5247167;1;2;1;80;27;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;1,4;27;32,2429494712116
5247167;1;3;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;27;32,2429494712116
5247169;1;1;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;3;27;32,2429494712116
5247169;1;2;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;27;32,2429494712116
5247170;1;1;1;80;23;1;1;4; ;2; ; ;8; ;2; ;2; ;1;40;600000;2;1;10;3;23;110,638805034652
5247170;1;2;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;110,638805034652
5247170;1;5;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;110,638805034652
5247171;1;5;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;146,361081278433
5247172;1;2;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,008267470765
5247172;1;3;1;80;23;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,008267470765
5247174;1;1;1;80;23;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;23;147,097788982799
5247174;1;2;1;80;23;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;23;147,097788982799
5247174;1;3;1;80;23;1;1;3; ;2; ; ;8; ;2; ;2; ;1;40;300000;2;1;10;4;23;147,097788982799
5247178;1;1;1;80;52;1;1;8; ;2; ; ;8; ;2; ;2; ;1;40;500000;2;1;10;2;52;154,823269923359
5247178;1;2;1;80;52;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;52;154,823269923359
5247178;1;5;1;80;52;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;10; ;52;154,823269923359
