DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5249157;1;3;1;10;2;1;1;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;41;884,643121070124
5249157;1;4;1;10;2;1;2;2020;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;884,643121070124
5249158;1;1;1;10;1;1;3;1963;57;1;6; ;2;3; ;3; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;753,155296448741
5249158;1;2;1;10;2;2;7;1971;49;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;753,155296448741
5249158;1;3;1;10;1;1;5;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;753,155296448741
5249158;1;4;1;10;2;1;10;2010;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;753,155296448741
5249656;1;1;1;10;1;1;12;1997;22;1;1;999_01;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;41;1676,56240484946
5249656;1;2;1;10;1;2;10;2001;18;2;1;999_01;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1676,56240484946
5249656;1;3;1;10;1;1;2;2019;1;3;1;999_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1676,56240484946
5249658;1;1;1;10;1;2;4;1947;73;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;768,890004031891
5249658;1;2;1;10;2;1;3;1970;50;3;6; ;2;3; ;1;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;768,890004031891
5249658;1;3;1;10;3;2;5;1971;49;5;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;768,890004031891
5249658;1;4;1;10;2;1;3;2008;12;4;6; ;6;1;2;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;41;768,890004031891
5249658;1;5;1;10;2;2;6;2009;11;4;6; ;6;1;2;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;41;768,890004031891
5249659;1;1;1;10;1;2;7;1972;48;1;6; ;1;3; ;3; ;1;2; ; ;1; ;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;950,62945003179
5249659;1;2;1;10;1;1;7;1995;25;2;6; ;1;2; ;2; ;1;1; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;3; ; ;1;1;2; ;5;11;2; ;2;11;10;41;950,62945003179
5249663;1;1;1;10;2;1;6;1997;23;1;6; ;2;2; ;2; ;1;2; ; ;1; ;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;41;1412,05623042009
5249663;1;2;1;10;2;2;5;1995;25;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1412,05623042009
5249663;1;3;1;10;2;2;6;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;2;0; ; ;2;0;10;41;1412,05623042009
5249663;1;4;1;10;2;1;6;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;1412,05623042009
5249663;1;5;1;10;2;2;6;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;41;1412,05623042009
5249665;1;1;1;10;2;1;1;1939;81;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;634,837482649805
5249665;1;2;1;10;2;2;12;1996;23;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;634,837482649805
5249666;1;1;1;10;2;1;12;1975;44;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;689,926469888935
5249666;1;2;1;10;2;2;5;1980;40;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ;CITAS MEDICAS PARA TRATAMIENTO; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;689,926469888935
5249666;1;3;1;10;2;1;9;2001;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;41;689,926469888935
5249667;1;1;1;10;1;1;2;1952;68;1;6; ;5;3; ;3; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;14;10;41;754,497507086714
5249667;1;2;1;10;2;1;11;1980;39;3;6; ;3;1;1;3; ;2; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1;7; ; ; ;1;1;2; ;6;2;3; ;2;13;10;41;754,497507086714
5249667;1;3;1;10;2;2;6;2009;11;4;6; ;6;1;2;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;41;754,497507086714
5249672;1;1;1;10;2;1;12;1972;47;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;41;689,926469888935
5249672;1;2;1;10;2;2;8;1968;52;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;2;1;178542;2;1;2; ;6;5;4; ;2;16;10;41;689,926469888935
5249672;1;3;1;10;2;1;7;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;41;689,926469888935
5249673;1;1;1;10;1;2;6;1994;26;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;591,885141647677
5249673;1;2;1;10;1;1;3;2016;4;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;591,885141647677
5249674;1;1;1;10;4;1;4;1967;53;1;6; ;2;3; ;3; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;41;373,532379382959
5249674;1;2;1;10;2;2;10;1973;46;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;373,532379382959
5249674;1;3;1;10;3;2;2;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;41;373,532379382959
5249674;1;4;1;10;4;2;9;1992;28;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;4;3; ;2;15;10;41;373,532379382959
5249674;1;5;1;10;4;2;12;2008;11;4;6; ;6;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;373,532379382959
5249676;1;1;1;10;1;1;9;1977;43;1;6; ;3;2; ;2; ;1;2; ; ;1;1; ; ; ;1; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;1197,37033986574
5249676;1;2;1;10;2;2;11;1989;30;2;5; ;3;2; ;2; ;1;1; ;1; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;41;1197,37033986574
5249676;1;3;1;10;2;1;6;2007;13;3;5; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;41;1197,37033986574
5249676;1;4;1;10;2;1;3;2012;8;3;5; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;41;1197,37033986574
5249676;1;5;1;10;2;2;2;2015;5;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;2;0; ; ;2;0;10;41;1197,37033986574
5249677;1;1;1;10;1;2;12;1946;73;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;624,455302092331
5249677;1;2;1;10;1;1;9;1946;74;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;624,455302092331
5249678;1;1;1;10;1;1;12;1974;45;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;809,586494325844
5249678;1;2;1;10;1;1; ; ;38;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;41;809,586494325844
5249678;1;3;1;10;1;2;5;1988;32;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;41;809,586494325844
5249678;1;4;1;10;1;1;3;2010;10;5;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;41;809,586494325844
5249679;1;1;1;10;1;1;11;1939;80;1;6; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;41;415,837754425463
5249679;1;2;1;10;2;2;10;1961;58;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;41;415,837754425463
5249679;1;3;1;10;2;1;3;1989;31;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;415,837754425463
5249679;1;4;1;10;2;2;7;1991;29;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;41;415,837754425463
5250893;1;1;1;10;1;1;11;1969;50;1;6; ;2;2; ;2; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;44;4686,27146535166
5250893;1;2;1;10;2;2;9;1978;42;2;1;720_01;2;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;44;4686,27146535166
5250893;1;3;1;10;3;2;11;2009;10;3;1;720_01;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;44;4686,27146535166
5250893;1;4;1;10;2;2;7;2017;3;3;1;720_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;44;4686,27146535166
5250895;1;1;1;10;1;1;1;1995;25;1;1;720_01;2;2; ;2; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1;1;2; ;4;9; ; ;2;9;10;44;5036,73061125496
5250895;1;2;1;10;2;2;1;1998;22;2;1;720_01;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;44;5036,73061125496
5250895;1;3;1;10;2;2;1;2020;0;3;1;720_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;10;44;5036,73061125496
5250904;1;1;1;10;1;1;7;1964;56;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;44;2904,38655402925
5250905;1;1;1;10;1;1;6;1993;27;1;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;44;4073,99881387858
5250906;1;1;1;10;1;1;7;1952;68;1;6; ;4;3; ;3; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;44;2904,38655402925
5250907;1;1;1;10;1;1;7;1984;36;1;6; ;2;2; ;2; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;44;4073,99881387858
5250908;1;1;1;10;1;1;9;1965;55;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;44;2904,38655402925
5253342;1;1;1;10;1;1;8;1954;66;1;5; ;2;3; ;3; ;1;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ;1;2;100000;2;1;2; ;4;9; ; ;2;9;10;27;2077,59803847491
5253342;1;2;1;10;2;2;12;1964;55;2;5; ;2;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;27;2077,59803847491
5253343;1;1;1;10;1;1;5;1969;51;1;5; ;2;3; ;3; ;1;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;27;2834,55788198409
5253343;1;2;1;10;2;2;10;1962;57;2;5; ;2;3; ;3; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;27;2834,55788198409
5253344;1;1;1;10;1;2;3;1997;23;1;5; ;2;2; ;2; ;1;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;27;5492,4528676189
5253344;1;2;1;10;2;1;6;1990;30;2;5; ;2;2; ;2; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;27;5492,4528676189
5253344;1;3;1;10;1;2;3;2018;2;3;5; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;27;5492,4528676189
5253345;1;1;1;10;1;2;12;1961;58;1;5; ;4;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;27;3554,13352211396
5253345;1;2;1;10;2;1;1;2003;17;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;27;3554,13352211396
5253345;1;3;1;10;3;2;11;2005;14;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;27;3554,13352211396
5253397;1;1;1;10;1;1;2;1955;65;1;5; ;2;3; ;3; ;1;2; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;27;2221,76876004115
5253397;1;2;1;10;2;2;8;1966;54;2;5; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;27;2221,76876004115
5253397;1;3;1;10;3;2;9;2002;18;3;5; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;27;2221,76876004115
5253397;1;4;1;10;3;2;7;2019;1;4;5; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;27;2221,76876004115
5253398;1;1;1;10;1;1;7;1939;81;1;5; ;4;3; ;3; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1;2;78000;2;1;2; ;3;5; ; ;2;5;10;27;3953,78376466181
5253399;1;1;1;10;1;2;9;1995;25;1;5; ;6;2; ;2; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;27;3137,53756829105
5253399;1;2;1;10;1;1;2;2017;3;3;5; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;27;3137,53756829105
5253400;1;1;1;10;1;2;3;1958;62;1;5; ;5;3; ;3; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;27;2003,79769095915
5255800;1;1;1;10;1;1;5;1941;79;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;44;2904,38655402925
5255801;1;1;1;10;1;2;11;1954;65;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;44;6106,16271584761
5255801;1;2;1;10;2;1;10;2009;11;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;44;6106,16271584761
5255802;1;1;1;10;1;1;11;1963;56;1;5; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;2;2; ; ; ; ;2;1;2; ;3;2; ; ;2;2;10;44;2904,38655402925
5255803;1;1;1;10;1;1;6;1952;68;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;44;2904,38655402925
5255804;1;1;1;10;1;1;5;1979;41;1;6; ;2;2; ;3; ;2; ; ;1;1; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;44;4073,99881387858
5255805;1;1;1;10;1;1;1;1981;39;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2;2; ; ; ; ;2;2;2; ;1;0; ; ;2;0;10;44;3987,77194701971
5255805;1;2;1;10;2;1;4;1982;38;9;1;720_02;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;2; ; ; ; ;2;2;2; ;1;0; ; ;2;0;10;44;3987,77194701971
5255806;1;1;1;10;1;1;10;1969;51;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;1;2;1;24; ; ; ;2;2;2; ;1;0; ; ;2;0;10;44;3723,53966797528
5255806;1;2;1;10;2;2;10;1973;47;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1;12; ; ; ;2;1;2; ;4;6; ; ;2;6;10;44;3723,53966797528
5255807;1;1;1;10;1;1;10;1957;62;1;6; ;2;3; ;3; ;2; ; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;0;10;44;2080,11284036872
5255807;1;2;1;10;1;1;5;1952;68;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;44;2080,11284036872
5255808;1;1;1;10;1;1;5;1986;34;1;1;720_02;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;9; ; ; ; ; ;2;1;2; ;3;4; ; ;2;4;10;44;4073,99881387858
5255809;1;1;1;10;1;1;8;1991;29;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;2;1;96; ; ; ;2;1;2; ;3;4; ; ;2;4;10;44;3358,9494908108
5255809;1;2;1;10;2;2;9;1992;28;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;44;3358,9494908108
5255809;1;3;1;10;2;1;11;2017;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;44;3358,9494908108
5255813;1;1;1;10;1;2;2;1980;40;1;5; ;1;2; ;2; ;1;2; ;1;1;1;1; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;44;4185,32659331826
5255813;1;2;1;10;1;1;5;1990;30;2;1;720_01;1;2; ;2; ;1;1; ; ; ;1; ; ; ; ;1; ; ; ; ;2;2; ; ; ; ;1;1;2; ;3;4; ; ;2;4;10;44;4185,32659331826
5255813;1;3;1;10;3;1;1;2007;13;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;44;4185,32659331826
5255814;1;1;1;10;1;1;2;1979;41;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;1;2;2; ; ; ; ;1;2;2; ;1;0; ; ;2;0;10;44;4436,27222356986
5255814;1;2;1;10;2;2;2;1994;26;2;1;720_01;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;2;2; ; ; ; ;1;1;2; ;4;9; ; ;2;9;10;44;4436,27222356986
