DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5105632;1;2;1;70;19;1;2;40;1; ;2;3;1; ;9;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;1500000;2; ;84;08;08;1;1;01;8413;19;112,762026026621
5105633;1;3;1;70;19;1;4;45;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;85;13;13;1;1;01;8544;19;96,3782944830043
5105634;1;3;1;70;19;1;16;45;1; ;2;50;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;88;11;32;1;2;01;8890;19;130,988958489855
5105636;1;2;1;70;19;1;24;48;1; ;2;24;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;15;15;1;2;01;4741;19;90,7158442187938
5105641;1;1;1;70;19;1;24;40;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;64;33;33;1;2;01;6412;19;150,69858350104
5105642;1;3;1;70;19;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;97;1;2;01;4711;19;126,327140332893
5105647;1;2;1;70;19;1;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;03; ;1;1;01;.;19;105,458456921558
5105652;1;3;1;70;19;1;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;85;13;13;1;2;01;8530;19;148,241760149987
5105652;1;5;1;70;19;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ; ;33; ;1;2;01;.;19;148,241760149987
5105656;1;3;1;70;19;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;13; ;1;1;01;.;19;98,3202004446552
5105659;1;2;1;70;19;1;16;45;1; ;2;16;1; ;3;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;56;53;53;1;2;01;5611;19;127,222049786419
5105660;1;1;1;70;19;1;24;48;1; ;2;24;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;85;13;13;1;2;01;8530;19;109,074338672761
5105674;1;3;1;70;19;1;48;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;03; ;1;2;01;.;19;91,9990652690087
5105675;1;3;1;70;19;1;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;2;01;.;19;126,327140332893
5105679;1;2;1;70;19;1;4;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;02; ;1;1;01;.;19;105,175867978592
5105681;1;1;1;70;19;1;3;50;1; ;2;3;1; ;6;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1000000;2; ;41;95;95;1;1;01;4111;19;139,786531985442
5105688;1;1;1;70;19;1;54;30;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;53;53;1;2;01;5611;19;113,973441474179
5105690;1;2;1;70;19;1;2;40;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;872000;2; ;46;33;03;1;1;01;4653;19;110,956488246335
5105696;1;2;1;70;20;1;12;48;1; ;2;14;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;1;01;4111;20;146,337047340764
5105696;1;3;1;70;20;1;8;48;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;69;12;39;1;1;01;6910;20;146,337047340764
5105700;1;1;1;70;20;1;32;70;8; ;2;32;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;01;60;60;1;2;01;0141;20;185,299583410621
5105708;1;2;1;70;20;1;12;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828200;2; ;47;32;45;1;1;01;4792;20;167,654284487038
5105713;1;2;1;70;20;1;1;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;860000;2; ;11;97;97;1;1;01;1101;20;146,337047340764
5105731;1;1;1;70;20;1;2;48;1; ;2;2;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;56;77;53;1;1;01;5611;20;251,789505741989
5105731;1;4;1;70;20;1;12;48;1; ;2;12;4; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;1;01;5619;20;251,789505741989
5105735;2;7;2;70;23;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;84;59;59;1;1;01;8430;23;112,45010267222
5105738;1;2;1;70;23;1;2;48;5; ;2;3;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;1200000;2; ;41;95;95;1;1;01;4111;23;186,443153078766
5105742;1;4;1;70;23;1;1;50;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;49;98;98;1;1;01;4921;23;236,204405272234
5105745;1;3;1;70;23;1;14;48;1; ;2;14;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;86;59;59;1;2;01;8610;23;139,513316787965
5105748;1;2;1;70;23;1;20;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;41;95;95;1;2;01;4111;23;86,08669022379
5105753;1;3;1;70;23;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ; ;45; ;1;1;01;.;23;164,848978923686
5105757;1;2;1;70;23;1;28;48;1; ;2;28;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;33;33;1;2;01;8523;23;181,894564508953
5105763;1;4;1;70;27;1;36;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;11; ;1;2;01;.;27;34,85800700414
5105766;1;1;1;70;27;1;8;40;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;1;01;5611;27;34,85800700414
5105766;1;2;1;70;27;1;106;40;1; ;2;106;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;2;01;4773;27;34,85800700414
5105770;1;1;1;70;27;1;53;24;3; ;2;191;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;54;54;1;2;01;9700;27;160,346832219044
5105770;1;2;1;70;27;1;4;48;5; ;2;4;5; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;41;95;95;1;1;01;4112;27;160,346832219044
5105772;1;3;1;70;27;1;4;30;1; ;2;5;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;85;12;18;1;1;01;8551;27;34,85800700414
5105776;1;4;1;70;27;1;1;48;2; ;2;4;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;85;13;13;1;1;01;8530;27;34,85800700414
5105779;1;2;1;70;27;1;12;48;4; ;2;12;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;86;19;19;1;1;01;8692;27;34,85800700414
5105782;1;1;1;70;27;1;36;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;830000; ; ; ;13; ;1;2;01;.;27;34,85800700414
5105783;1;1;1;70;27;1;106;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;37; ;1;2;01;.;27;90,9529623359817
5105786;1;6;1;70;27;1;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;47;45;45;1;1;01;4771;27;160,346832219044
5105787;1;1;1;70;27;1;40;40;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;2;01;4723;27;160,346832219044
5105789;1;1;1;70;27;1;20;40;2; ;2;18;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;85;13;13;1;2;01;8530;27;34,85800700414
5105793;1;1;1;70;27;1;36;40;1; ;2;240;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;830000;2; ;56;57;53;1;2;01;5619;27;34,85800700414
5105799;1;2;1;70;27;1;36;40;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;830000;2; ;46;45;45;1;2;01;4631;27;34,85800700414
5105808;1;8;1;70;41;1;24;40;1; ;2;24;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;56;53;53;1;2;01;5611;41;157,28003349618
5105814;1;2;1;70;41;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;41;95;95;1;1;01;4111;41;197,280543588735
5105814;1;3;1;70;41;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;47;95;45;1;1;01;4781;41;197,280543588735
5105815;1;1;1;70;41;1;24;49;1; ;2;104;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;84;12;12;1;2;01;8422;41;139,006650599419
5105816;1;2;1;70;41;1;20;45;1; ;2;6;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;47;45;45;1;2;01;4771;41;173,571943615967
5105817;1;1;1;70;44;1;2;40;1; ;2;5;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828900;2; ;85;13;13;1;1;01;8530;44;114,818478443962
5105822;1;1;1;70;44;1;96;48;1; ;2;96;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;86;05;05;1;2;01;8610;44;102,014106017875
5105823;1;1;1;70;44;1;96;48;1; ;2;48;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;49;97;98;1;2;01;4921;44;51,220447284347
5105827;1;2;1;70;44;1;16;48;1; ;2;96;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;33;45;1;2;01;4711;44;204,573813396042
5105830;1;2;1;70;44;1;8;48;4; ;2;8;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;41;95;95;1;1;01;4111;44;409,763578274776
5105835;1;2;1;70;44;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ; ;45; ;1;1;01;.;44;150,91283950034
5105855;1;2;1;70;47;1;99;48;1; ;2;500;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;86;59;59;1;2;01;8610;47;106,137757859003
5105859;1;2;1;70;47;1;30;24;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;39;33;1;2;01;5914;47;179,204677863038
5105867;1;1;1;70;50;1;108;48;4; ;2;108;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;900000;3; ;84;41;58;1;2;01;8422;50;272,27423994115
5105871;1;3;1;70;50;1;108;50;1; ;2;108;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;2;01;5611;50;210,404726372165
5105873;1;1;1;70;50;1;16;48;1; ;2;16;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;84;18;18;1;2;01;8413;50;303,502230281654
5105882;1;3;1;70;50;1;16;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;98;98;1;2;01;4921;50;306,430425835585
5105884;1;2;1;70;50;1;24;48;1; ;2;24;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;53;45;1;2;01;4711;50;275,743707620736
5105885;1;2;1;70;50;1;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;47;45;45;1;2;01;4761;50;327,981578430157
5105886;1;5;1;70;50;1;52;48;8; ;2;52;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;01;62;62;1;2;01;0141;50;261,646399467467
5105887;1;2;1;70;50;1;12;48;1; ;2;36;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;10;21;45;1;1;01;1051;50;290,988566880537
5105902;1;1;1;70;50;1;21;48;1; ;2;21;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;93;95;58;1;2;01;9329;50;266,755454403261
5105902;1;2;1;70;50;1;16;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;2;01;5611;50;266,755454403261
5105902;1;3;1;70;50;1;8;48;1; ;2;8;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;84;39;58;1;1;01;8422;50;266,755454403261
5105902;1;4;1;70;50;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;828000;2; ;43;58;95;1;1;01;4330;50;266,755454403261
5105906;1;3;1;70;50;1;52;48;1; ;2;4;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;52;45;97;1;2;01;5224;50;210,404726372165
5105913;1;2;1;70;52;1;2;44;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;310000;900000;2; ;41;95;95;1;1;01;4111;52;210,585168277986
5105917;1;2;1;70;52;1;4;20;1; ;2;5;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;85;13;13;1;1;01;8512;52;236,188412463728
5105920;1;3;1;70;52;1;12;40;1; ;2;156;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;47;53;45;1;1;01;4782;52;315,006504194747
5105922;1;2;1;70;52;1;1;40;4; ;2;1;4; ;9;2;3; ; ; ; ;1; ; ; ; ; ; ;1;1800000;1800000;2; ;84;30;30;1;1;01;8413;52;145,365275625332
5105927;1;3;1;70;52;1;4;48;1; ;2;48;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;45;45;1;1;01;4724;52;282,81844410479
5105929;1;2;1;70;52;1;2;40;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;88;13;13;1;1;01;8890;52;263,651306632269
5105935;1;1;1;70;52;1;4;40;2; ;2;4;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1450000;1500000;2; ;85;13;13;1;1;01;8544;52;257,918052868934
5105938;1;2;1;70;52;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;73;16;16;1;1;01;7310;52;228,262308320701
5105942;1;3;1;70;52;1;8;48;1; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;84;84;1;1;01;4542;52;280,343683951402
5105944;1;1;1;70;52;1;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;18;95;92;1;1;01;1811;52;299,134574230017
5105955;1;1;1;70;54;1;1;60;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;800000;2; ;82;97;97;1;1;01;8292;54;477,967253591312
5105959;1;2;1;70;54;1;4;48;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;96;57;57;1;1;01;9602;54;291,753579392232
5105961;1;1;1;70;54;1;6;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;13;13;1;1;01;8530;54;336,910346401181
5105963;1;2;1;70;54;1;3;48;4; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;140000;800000;2; ;47;55;45;1;1;01;4719;54;444,701134411018
5105964;1;1;1;70;54;1;4;60;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;15;80;80;1;1;01;1522;54;410,500164863712
5105969;1;1;1;70;54;1;3;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;800000;2; ;41;95;95;1;1;01;4111;54;382,170104534987
5105972;1;1;1;70;54;1;2;48;4; ;2;2;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1500000;1200000;2; ;41;95;95;1;1;01;4111;54;428,793134804515
5105972;1;3;1;70;54;1;8;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ; ;03; ;1;1;01;.;54;428,793134804515
5105978;1;2;1;70;54;1;3;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;15;98;99;1;1;01;1522;54;428,793134804515
5105984;1;2;1;70;54;1;5;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;15;80;80;1;1;01;1522;54;310,026751478205
5105985;1;2;1;70;54;1;4;40;1; ;2;6;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;15;13;21;1;1;01;1513;54;410,092116650287
5105987;1;1;1;70;54;1;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;41;95;95;1;1;01;4112;54;280,860540186484
5105987;1;2;1;70;54;1;1;48;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;828000;2; ;81;55;55;1;1;01;8121;54;280,860540186484
5105987;1;3;1;70;54;1;12;48;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;84;02;39;1;1;01;8415;54;280,860540186484
5105987;2;1;2;70;54;1;12;60;4; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;47;41;45;1;1;01;4723;54;280,860540186484
5105989;1;4;1;70;54;1;2;48;1; ;2;62;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;86;59;59;1;1;01;8621;54;492,896028574464
