DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;OFICIO;RAMA2D;OCI;P6430;P6420S1;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;DPTO;fex_c_2011
1045384;1;6;1;60;2;1;1; ; ;1;1; ;2;2;2;1; ;1; ;150000;2; ; ;1;240000;1;60000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;48; ;.;48; ; ;1;6;12;1;14;16;2; ; ;4;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;4;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;7; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;2;3;9; ;62;01;1;8; ;0113; ; ;450000;23;1139,34522101287
1045388;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;168; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;120000;1;1200000;3; ;12;48; ;.;48; ; ;1;6;12;1;14;16;2; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;36;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2;2;1; ;3;2;2;3;2;2;2;3;3;9; ;61;01;1;4; ;0113; ; ;120000;23;1093,58509197382
1045388;1;3;1;60;2;2; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;50000;1;150000;3; ;12;21;2; ;21; ; ;1;6;8;1;11;12;2; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ;1; ;ESTUDIANDO;2;1;36;6; ;1;12;6; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;1;1;1;2;1;1;2;2;2;2;2;1; ;3;2;2;3;2;2;2;2;3;3; ;61;01;1;4; ;0123; ; ;50000;23;1093,58509197382
1045390;1;1;1;60;2;1;1; ; ;1;1; ;2;2;2;0; ;1; ;110000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;48; ;.;48; ; ;1;7;12;1;14;17;2; ; ;3;8; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;12;4; ;1;0;4; ;90000;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2;2;1; ;3;2;2;3;2;2;2;3;3;3; ;62;01;1;8; ;0113; ; ;200000;23;1435,6959727815
1045390;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;24000;1;280000;3; ;12;8;1; ;8; ; ;1;8;10;1;15;17;2; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;20;2;1;1;1;2;1;2;2;1;2;2;2;2;2;1; ;3;3;2;3;2;2;2;3;3;3; ;77;15;1;4; ;1551; ; ;24000;23;1435,6959727815
1045390;1;3;1;60;2;1;1; ; ;1;2; ;2;2;2;0; ;1; ;40000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;8;48; ;.;32;6; ;1;7;12;1;13;16;2; ; ;3;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;5;4; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;1;10;1;1;1;1;1;1;2;1;2;1;1;1;2;2;1; ;3;3;2;3;3;2;2;2;3;3; ;62;01;1;8; ;0113; ; ;40000;23;1435,6959727815
1045392;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;2000000;1;20000000;3; ;12;36;2; ;36; ; ;1;6;12;2; ; ; ; ; ;3;8; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;1;60;4; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;3; ;1;2009;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;61;01;1;5; ;0121; ; ;2000000;23;785,969810056984
1045392;1;4;1;60;2;1;1; ; ;1;1; ;2;2;2;120; ;1; ;250000;2; ; ;1;240000;1;30000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;48; ;.;48; ; ;1;6;12;1;14;16;2; ; ;3;8; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;12;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;2;3; ;62;01;1;8; ;0121; ; ;520000;23;785,969810056984
1045394;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;400000;1;4800000;3; ;12;36;2; ;36; ; ;1;6;12;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;1;60;8; ;1;12;4; ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;3; ;61;01;1;5; ;0121; ; ;400000;23;2092,99845423865
1045394;1;7;1;60;2;1;1; ; ;1;1; ;2;2;2;12; ;1; ;200000;2; ; ;1;240000;1;60000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;48; ;.;48; ; ;1;6;12;1;14;16;2; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;24;8; ;2; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;9; ;62;01;1;8; ;0121; ; ;500000;23;2092,99845423865
1045398;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;500000;1;5000000;3; ;12;48; ;.;32;6; ;1;8;12;1;13;17;2; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;24;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;2;3;9; ;63;02;1;5; ;0201; ; ;500000;23;1694,14941558793
1045401;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;150000;1;1400000;3; ;12;48; ;.;48; ; ;1;6;12;1;14;16;2; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;240;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2;2;1; ;3;2;2;3;2;2;2;3;3;9; ;62;01;1;4; ;0113; ; ;150000;23;1725,79004755868
1045401;1;3;1;60;2;2; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;36;2; ;36; ; ;1;6;12;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2;2;1; ;3;2;3;3;2;2;2;3;3;3; ;62;01;1;6; ;0113; ; ; ;23;1725,79004755868
1045404;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;150000;1;1500000;3; ;12;30;2; ;30; ; ;1;6;11;2; ; ; ; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;60;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;3; ;61;01;1;4; ;0113; ; ;150000;23;1484,34015802246
1045404;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;32000;1;384000;3; ;12;4;2; ;0;1; ;1;12;16;2; ; ; ; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2;3;2;2;2;3;3;3; ;77;15;1;4; ;1551; ; ;32000;23;1484,34015802246
1045405;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;300000;1;3600000;3; ;12;42; ;.;42; ; ;1;7;13;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;3; ;61;01;1;5; ;0118; ; ;300000;23;1581,15860871828
1045405;1;4;1;60;2;2; ; ; ; ; ; ; ; ; ;9; ;1; ;210000;2; ; ;1;210000;1;30000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;9;42; ;.;42; ; ;1;7;13;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;72;8; ;2; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;3;3; ;62;01;1;8; ;0118; ; ;450000;23;1581,15860871828
1045408;1;1;1;60;2;1;1; ; ;1;2; ;2;2;2;3; ;1; ;430000;2; ; ;1;90000;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;63; ;.;63; ; ;1;5;8;1;9;12;1;13;16;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;36;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;4; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;8; ;62;01;1;8; ;0121; ; ;520000;23;1694,14941558793
1045412;1;1;1;60;2;1;1; ; ;1;1; ;1;1;2;30; ;1; ;460000;2; ; ;1;210000;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ;230000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;56; ;.;56; ; ;1;6;8;1;9;12;1;14;17;2;8; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;1;18;8; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;3;2; ;62;01;1;8; ;0121; ; ;670000;23;1754,46791008387
1045412;1;6;1;60;2;1;1; ; ;1;1; ;2;2;2;12; ;1; ;300000;2; ; ;2; ;1;30000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;35;1; ;35; ; ;1;7;12;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;24;8; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;5; ; ; ;1;21;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1; ;3;3;2;3;3;3;2;2;3;5; ;62;01;1;8; ;0121; ; ;330000;23;1754,46791008387
1045415;1;1;1;60;2;1;1; ; ;1;1; ;1;1;2;144; ;1; ;500000;2; ; ;1;210000;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ;250000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;48; ;.;48; ; ;1;7;13;1;14;16;2; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;216;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;9; ;62;01;1;8; ;0121; ; ;710000;23;1316,5104434262
1045443;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;150000;1;1800000;3; ;12;42; ;.;42; ; ;1;7;14;2; ; ; ; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;62;01;1;4; ;0118; ; ;150000;23;1457,10817475113
1045445;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;300000;1;3600000;3; ;12;49; ;.;49; ; ;1;7;14;2; ; ; ; ; ;1;4; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;96;8; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;98;60;1;4; ;6031; ; ;300000;23;1212,77062132913
1045445;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;100000;1;380000;3; ;12;36;2; ;36; ; ;1;6;12;2; ; ; ; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;96;3; ;2; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;79;18;1;4; ;1810; ; ;100000;23;1212,77062132913
1045445;1;3;1;60;2;2; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;1;0;0;1; ;0;12;1; ;12; ; ;1;7;9;2; ; ; ; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;36;1;1;1;1;2;1;2;2;2;2;2;2;2;1;1; ;3;3;2;3;3;3;2;2;3;3; ;97;14;1;4; ;1411; ; ;1;23;1212,77062132913
1045445;1;4;1;60;2;2; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;80000;1;960000;3; ;12;36;2; ;36; ; ;1;8;12;1;14;16;2; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2;1;1; ;3;3;2;3;3;3;2;2;3;3; ;57;93;1;4; ;9302; ; ;80000;23;1212,77062132913
1045448;1;2;1;60;2;1;2;1; ;1;1; ;1;1;1;48; ;1; ;497600;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;1; ;248800;248800; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;70; ;.;70; ; ;1;8;14;1;16;20;2; ; ;9;7; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;1; ;45;92;1;1; ;9242; ; ;497600;23;1429,60989293512
1045450;1;3;1;60;2;1;2;1; ;1;1; ;1;1;1;36; ;1; ;497600;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;1; ;248800;248800; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;42; ;.;42; ; ;1;14;21;2; ; ; ; ; ;9;7; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;48;1; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;1; ;33;92;1;1; ;9242; ; ;497600;23;1614,74297038067
1045453;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;400000;1;4800000;3; ;12;42; ;.;42; ; ;1;5;12;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;1;312;8; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ;1;2008;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;61;01;1;5; ;0113; ; ;400000;23;1581,15860871828
1045453;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;100000;1;800000;3; ;12;35;1; ;35; ; ;1;5;10;2; ; ; ; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;62;01;1;4; ;0122; ; ;100000;23;1581,15860871828
1045453;1;3;1;60;2;1;1; ; ;1;1; ;2;2;2;48; ;1; ;200000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;42; ;.;42; ; ;1;5;12;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;144;8; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;62;01;1;8; ;0113; ; ;200000;23;1581,15860871828
1045455;1;3;1;60;2;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;100000;1;300000;3; ;3;42; ;.;42; ; ;1;7;13;2; ; ; ; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;120;4; ;2; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;61;01;1;4; ;0140; ; ;100000;23;1357,26139242007
1045457;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;250000;1;3000000;3; ;12;42; ;.;42; ; ;1;5;12;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ;1;2008;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;2; ;61;01;1;5; ;0113; ; ;250000;23;1292,09096349387
1045458;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;120000;1;1440000;3; ;12;42; ;.;42; ; ;1;6;13;2; ; ; ; ; ;1;8; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;1;120;8; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;61;01;1;4; ;0115; ; ;120000;23;1628,91703215592
1045461;1;2;1;60;2;1;1; ; ;1;1; ;2;2;2;96; ;1; ;100000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;42; ;.;42; ; ;1;6;13;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;62;01;1;8; ;0113; ; ;100000;23;1861,00726533837
