DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5228367;1;3;1;70;2;8;40;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;09;0161;41;749,477351664101
5228595;1;1;1;70;2;3;35;4; ;2;60;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;62;33;1;1;09;5611;41;1273,98817297345
5230152;1;1;1;70;2;7;48;1; ;2;7;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;05;71;71;1;1;09;0510;44;860,315672400341
5230176;1;2;1;70;2;52;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;450000; ; ; ;45; ;1;2;09;.;44;906,3471308538
5230178;1;2;1;70;2;12;36;3; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;97;54;54;1;1;09;9700;44;1034,97776887737
5230290;1;2;1;70;2;3;40;1; ;2;52;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;85;53;53;1;1;09;8512;18;1046,98147745411
5230575;1;4;1;70;2;24;48;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;09;9700;23;1761,12158731518
5230582;1;3;1;70;2;20;48;3; ;2;96;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;09;9700;23;2443,36078116376
5230583;1;3;1;70;2;96;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;13;39;1;2;09;8412;23;2070,13773336887
5230628;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;2;09;.;23;2073,0982540762
5230630;2;1;2;70;2;32;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;86;59;59;1;2;09;8610;23;2078,34988392538
5230826;1;3;1;70;2;24;50;8; ;2;24;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;2;09;0141;23;2439,58670450794
5231168;1;2;1;70;2;12;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;47;38;33;1;1;09;4711;05;1046,98147745411
5231295;1;1;1;70;2;20;60;1; ;2;20;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;878000;1;1;49;98;98;1;2;09;4921;05;3342,37673384854
5231296;1;3;1;70;2;32;48;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;47;45;45;1;2;09;4771;05;5120,81311775943
5231296;1;8;1;70;2;16;48;1; ;2;16;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;47;45;45;1;2;09;4711;05;5120,81311775943
5231298;1;1;1;70;2;3;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;95;95;1;1;09;9700;05;4377,77740690544
5231306;1;4;1;70;2;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;42;95;95;1;1;09;4210;05;2709,02658256663
5231344;1;3;1;70;2;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;47;41;41;1;1;09;4771;05;3387,93561263787
5231491;1;1;1;70;2;5;48;1; ;2;5;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;10;53;97;1;1;09;1072;15;3316,58625737815
5231641;1;2;1;70;2;8;40;1; ;2;36;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;1;09;5611;18;769,371665073331
5231643;1;2;1;70;2;2;40;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;41;95;95;1;1;09;4111;18;2377,93518792972
5231643;1;4;1;70;2;24;40;3; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;09;9700;18;2377,93518792972
5231644;1;2;1;70;2;12;6;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;890000;2; ;85;55;55;1;1;09;8521;18;750,527033617124
5231808;1;1;1;70;2;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;61;61;1;1;09;0111;15;1261,09634656072
5231990;1;1;1;70;2;16;48;1; ;2;30;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;85;32;39;1;2;09;8512;27;837,441304729082
5232010;1;2;1;70;2;28;50;4; ;2;30;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;2;09;4111;27;3119,09368184589
5232156;1;1;1;70;2;16;40;1; ;2;16;1; ;3;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1200000;2; ;49;98;98;1;2;09;4921;15;829,146564344538
5232160;1;2;1;70;2;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;01;62;62;1;1;09;0161;15;1711,96018355259
5232161;1;2;1;70;2;8;48;1; ;2;32;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;47;45;45;1;1;09;4752;15;829,146564344538
5233555;1;1;1;70;2;17;48;1; ;2;34;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;39;39;1;2;09;8621;44;726,177852677901
5233558;1;1;1;70;2;30;50;3; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;2;09;9700;44;1136,86729378196
5233890;1;1;1;70;2;6;48;1; ;2;7;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;877803;2; ;01;95;62;1;1;09;0141;15;3897,73570203299
5234012;1;3;1;70;2;40;40;1; ;2;36;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;32;08;1;2;09;8414;15;1261,09634656072
5234530;1;5;1;70;2;28;40;4; ;2;28;4; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877000;2; ;56;77;77;1;2;09;5619;41;1228,4927978071
5234530;1;6;1;70;2;28;48;4; ;2;28;4; ;1;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;877000;2; ;01;61;61;1;2;09;0123;41;1228,4927978071
5235086;1;5;1;70;2;2;40;4; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;45;59;1;1;09;7990;41;816,800370585401
5235412;1;4;1;70;2;10;50;8; ;2;11;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;1;09;0141;50;383,861377655076
5235413;1;3;1;70;2;22;48;8; ;2;23;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;2;09;0126;50;383,861377655076
5235414;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;878000; ; ; ;59; ;1;2;09;.;50;1535,4455106203
5235600;1;1;1;70;2;3;40;3; ;2;16;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;1;09;9700;17;832,8831495823
5235608;1;2;1;70;2;10;50;1; ;2;6;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;97;53;1;1;09;5619;17;968,424948637873
5235611;1;2;1;70;2;12;24;8; ;2;12;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;680000;2; ;01;62;62;1;1;09;0123;17;1754,29702580136
5235616;1;1;1;70;2;5;55;8; ;2;5;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;1;09;0123;17;1314,28814825373
5235632;1;1;1;70;2;24;50;1; ;2;22;4; ;5;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;700000;2; ;49;98;98;1;2;09;4921;17;1314,28814825373
5235638;1;2;1;70;2;2;48;3; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;800000;2; ;56;54;53;1;1;09;5611;17;877,721674923589
5235845;1;2;1;70;2;3;48;8; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;01;62;62;1;1;09;0112;73;1998,08829420865
5235866;1;3;1;70;2;48;48;1; ;2;2;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1600000;1200000;2; ;84;58;59;1;2;09;8412;73;3104,15463864662
5235881;1;2;1;70;2;1;50;8; ;2;104;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;09;0150;73;2132,54682784098
5235882;1;3;1;70;2;6;48;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;09;0145;73;3765,50734409705
5235882;1;6;1;70;2;8;48;8; ;2;8;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;1;09;0112;73;3765,50734409705
5235882;1;7;1;70;2;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;2;09;4111;73;3765,50734409705
5235885;1;2;1;70;2;48;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;39; ;1;2;09;.;73;3410,19775681336
5236284;1;1;1;70;2;9;40;2; ;2;9;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;86;08;08;1;1;09;8610;44;716,68431124205
5236287;1;1;1;70;2;12;12;1; ;2;32;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;33;1;1;09;4711;44;770,530595064232
5236398;1;3;1;70;2;24;48;1; ;2;25;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;42;03;03;1;2;09;4210;44;1073,13383560628
5236399;1;2;1;70;2;28;48;4; ;2;29;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;41;41;1;2;09;4724;44;1060,47235598862
5236628;1;3;1;70;2;4;48;1; ;2;25;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;55;21;39;1;1;09;5511;23;1198,11133781511
5236636;1;2;1;70;2;5;42;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;41;95;95;1;1;09;4111;23;1619,88097619281
5236714;1;2;1;70;2;25;40;4; ;2;49;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;01;61;61;1;2;09;0121;41;679,280843957168
5236723;1;3;1;70;2;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;400000;2; ;01;61;61;1;1;09;0161;41;759,693240098824
5236796;1;3;1;70;2;40;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;59; ;1;2;09;.;27;837,441304729082
5236833;1;2;1;70;2;30;40;1; ;2;101;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;970000;2; ;84;45;39;1;2;09;8412;27;837,441304729082
5236887;1;6;1;70;2;8;48;3; ;2;30;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;1;09;9700;23;1226,05176655793
5236948;1;5;1;70;2;104;48;1; ;2;52;6; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;55;62;1;2;09;0123;05;4107,33376243954
5236949;1;2;1;70;2;8;48;1; ;2;102;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;53;62;1;1;09;0125;05;6132,83788696472
5236950;1;1;1;70;2;12;48;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;53;53;1;1;09;5630;05;3127,46366056357
5236969;1;1;1;70;2;20;98;4; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;42;61;97;1;2;09;4210;05;4687,28460019202
5236982;1;1;1;70;2;32;40;8; ;2;32;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;62;1;2;09;0123;05;4399,29868052347
5237003;1;2;1;70;2;12;48;1; ;2;12;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;47;45;45;1;1;09;4761;41;2042,81504756035
5237049;1;5;1;70;2;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;1;09;5611;18;1076,28917632121
5237126;1;2;1;70;2;8;48;1; ;2;20;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;47;45;45;1;1;09;4711;20;1915,66627188474
5237300;1;2;1;70;2;104;40;4; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;95;03;03;1;2;09;9511;41;1426,53230357466
5237398;1;4;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;95; ;1;1;09;.;23;1733,69096316437
5237484;1;1;1;70;2;20;48;1; ;2;26;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;80;58;58;1;2;09;8010;17;1335,16124407662
5237484;1;2;1;70;2;15;48;1; ;2;26;1; ;8;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;46;11;11;1;2;09;4641;17;1335,16124407662
5237524;1;3;1;70;2;24;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;80;39;58;1;2;09;8010;17;661,419711221653
5237525;1;2;1;70;2;52;48;1; ;2;105;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;68;58;58;1;2;09;6820;17;799,002762763421
5237525;1;4;1;70;2;24;60;1; ;2;20;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;33;53;1;2;09;5613;17;799,002762763421
5237549;1;3;1;70;2;6;48;1; ;2;26;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;82;38;38;1;1;09;8220;17;842,860291712773
5237554;1;2;1;70;2;4;48;1; ;2;27;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;82;45;38;1;1;09;8220;17;948,920551146008
5237762;1;1;1;70;2;4;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ;1;C; ;2; ;600000;3; ;10;62;62;1;1;09;1072;76;678,215580155978
5237767;1;7;1;70;2;24;84;1; ;2;24;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;42;99;99;1;2;09;4210;76;2217,77969989902
5237771;1;2;1;70;2;1;48;4; ;2;4;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2200000;1;2;84;39;39;1;1;09;8412;76;1934,09919550351
5237774;1;1;1;70;2;13;48;1; ;2;13;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;85;59;59;1;1;09;8544;76;678,215580155978
5237795;1;2;1;70;2;12;48;1; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;85;32;39;1;1;09;8544;76;678,215580155978
5237800;1;3;1;70;2;12;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;900000;2; ;47;97;45;1;1;09;4724;76;678,215580155978
5237884;1;1;1;70;2;21;45;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;98;61;1;2;09;0161;19;2417,84768878364
5237908;1;2;1;70;2;24;20;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;61;61;1;2;09;0161;19;610,676831271242
5237910;1;2;1;70;2;24;20;4; ;2;936;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;61;54;1;2;09;9700;19;2442,70732508497
5237910;1;3;1;70;2;24;40;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;46;45;45;1;2;09;4631;19;2442,70732508497
5237925;1;1;1;70;2;16;70;3; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;54;61;1;2;09;0161;19;610,676831271242
5237935;1;2;1;70;2;12;40;1; ;2;208;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;45;61;1;1;09;0161;19;2442,70732508497
5237936;1;3;1;70;2;78;24;4; ;2;54;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;240000;2; ;01;61;61;1;2;09;0161;19;610,676831271242
5237936;1;4;1;70;2;26;40;1; ;2;26;1; ;2;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;45;84;84;1;2;09;4542;19;610,676831271242
5237938;1;2;1;70;2;52;40;4; ;2;14;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;55;62;1;2;09;0161;19;1820,494629876
5237939;1;2;1;70;2;37;48;1; ;2;37;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;53;53;1;2;09;5613;19;1367,07411027384
5237968;1;3;1;70;2;40;40;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;53;54;1;2;09;9700;19;988,852320260111
5238005;1;2;1;70;2;4;32;1; ;2;17;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;46;05;05;1;1;09;4620;19;1135,93042451554
5238236;1;2;1;70;2;40;48;1; ;2;144;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;85;33;55;1;2;09;8530;47;3678,96550155822
5238405;1;1;1;70;2;5;40;4; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;97;61;54;1;1;09;9700;23;1466,43798754357
5238416;1;1;1;70;2;3;48;1; ;2;105;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;45;54;1;1;09;9700;23;1679,50609382815
5238445;1;2;1;70;2;48;56;3; ;2;48;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877873;2; ;56;54;53;1;2;09;5629;23;2308,78224292978
5238445;1;4;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877873; ; ; ;97; ;1;2;09;.;23;2308,78224292978
5238454;1;2;1;70;2;46;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;21; ;1;2;09;.;23;1495,95282550365
5238550;1;4;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;1;09;.;17;1363,59530084421
5238630;1;3;1;70;2;24;50;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;2;09;0113;54;1401,96135597802
5238634;1;2;1;70;2;24;54;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;480000;2; ;01;61;61;1;2;09;0113;54;2894,66557967483
5238884;2;1;2;70;2;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;350000; ; ; ;45; ;1;2;09;.;54;1774,31873149723
5238888;1;1;1;70;2;8;48;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;61;61;1;1;09;0119;54;1467,78405489791
5238959;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;600000;2; ;56;53;53;1;1;09;5611;54;2176,53280245199
5238962;2;1;2;70;2;7;48;1; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;45;45;1;1;09;4772;54;581,063235145976
5239021;1;1;1;70;2;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;52;98;98;1;2;09;5224;17;2232,60969077729
5239155;1;3;1;70;2;24;30;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;14;75;75;1;2;09;1410;52;2046,31316721425
5239302;1;3;1;70;2;52;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;47;45;45;1;2;09;4773;23;1791,70402010731
5239676;1;1;1;70;2;33;48;3; ;2;33;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;54;55;1;2;09;8412;25;1758,4477227944
5239689;1;2;1;70;2;106;48;1; ;2;106;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;68;59;21;1;2;09;6820;25;1758,4477227944
5239695;1;3;1;70;2;6;48;1; ;2;10;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;73;33;33;1;1;09;7310;25;1758,4477227944
5239741;1;1;1;70;2;52;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;97;54;54;1;2;09;9700;25;1758,4477227944
5239743;1;3;1;70;2;30;48;3; ;2;30;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;54;54;1;2;09;9700;25;1758,4477227944
5239748;1;1;1;70;2;28;48;1; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;41;95;95;1;2;09;4111;25;1758,4477227944
5239749;1;2;1;70;2;30;48;3; ;2;30;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;54;54;1;2;09;9700;25;7033,79089117761
5239750;1;2;1;70;2;30;48;1; ;2;30;1; ;7;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;877803;2; ;22;39;39;1;2;09;2229;25;1758,4477227944
5239756;1;1;1;70;2;11;48;1; ;2;11;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;54;19;1;1;09;8412;25;7008,4520890742
5239758;1;3;1;70;2;75;48;1; ;2;75;2; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;1;84;21;32;1;2;09;8412;25;2527,553738409
5240243;1;4;1;70;2;4;48;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;84;84;1;1;09;4542;63;2735,57224101147
5240245;1;2;1;70;2;5;20;1; ;2;20;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;84;19;19;1;1;09;8412;63;1128,3132196285
5240249;1;3;1;70;2;5;48;1; ;2;24;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;55;53;99;1;1;09;5511;63;1193,51813290851
5240249;1;5;1;70;2;6;48;8; ;2;24;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;01;62;62;1;1;09;0141;63;1193,51813290851
5240315;1;2;1;70;2;18;48;1; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;69;11;11;1;2;09;6920;63;1742,22953959664
5240315;1;3;1;70;2;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;38; ;1;2;09;.;63;1742,22953959664
5240317;1;1;1;70;2;16;48;3; ;2;16;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877503;2; ;97;59;59;1;2;09;9700;63;3082,00039943881
5240384;1;2;1;70;2;2;48;4; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;56;53;53;1;1;09;5613;63;2384,37296177357
5240387;1;1;1;70;2;32;60;1; ;2;22;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;560000;2; ;56;45;77;1;2;09;5619;63;1425,11143497165
