DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5272824;1;1;1;70;17;1;48;48;1; ;2;48;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;74;02;16;1;2;11;7420;17;145,774814603465
5272837;1;1;1;70;76;1;96;48;2; ;2;97;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;2;85;13;13;1;2;11;8544;76;1181,85674485282
5272841;1;2;1;70;17;1;20;48;1; ;2;24;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3000000;1;1;85;19;19;1;2;11;8544;17;274,250257411759
5272843;1;2;1;70;17;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;58;15;15;1;1;11;5813;17;192,634835539004
5272847;1;3;1;70;17;1;28;48;1; ;2;28;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;96;57;57;1;2;11;9609;17;138,759231232395
5272849;1;1;1;70;17;1;6;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;81;55;55;1;1;11;8121;17;193,868506051117
5272867;1;1;1;70;15;1;24;40;1; ;2;24;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;93;03;03;1;2;11;9329;15;123,837222070305
5272870;1;2;1;70;05;1;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;82;45;38;1;2;11;8220;05;1302,88109617431
5272879;1;3;1;70;15;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;38; ;1;1;11;.;15;157,033207874057
5272881;1;1;1;70;15;1;13;40;1; ;2;13;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;85;12;13;1;1;11;8544;15;120,851988214847
5272886;1;3;1;70;68;1;100;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;15; ;1;2;11;.;68;527,620211711008
5272887;1;2;1;70;15;1;8;40;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;1;11;4711;15;138,650751198567
5272908;1;1;1;70;15;1;10;48;1; ;2;10;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;80;58;58;1;1;11;8010;15;123,837222070305
5272916;1;1;1;70;68;1;40;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;86;59;59;1;2;11;8610;68;752,692956094472
5272928;1;3;1;70;05;1;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;2;11;.;05;1381,90888308482
5272930;1;3;1;70;05;1;259;48;2; ;2;259;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;85;13;13;1;2;11;8530;05;901,33116004309
5272931;1;2;1;70;05;1;18;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;85;08;08;1;2;11;8544;05;1031,66705680309
5272936;1;2;1;70;52;1;26;24;3; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;56;54;53;1;2;11;5613;52;297,17955487799
5272938;1;2;1;70;52;1;21;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;88;13;54;1;2;11;8890;52;197,603975639157
5272940;1;2;1;70;54;1;28;48;1; ;2;27;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;45;1;2;11;4530;54;304,957727638224
5272942;1;2;1;70;68;1;30;48;1; ;2;30;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;14;79;79;1;2;11;1410;68;518,035455875796
5272944;1;2;1;70;68;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;03; ;1;2;11;.;68;491,868608710056
5272945;1;1;1;70;68;1;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;02; ;1;2;11;.;68;640,715139684895
5272953;1;1;1;70;68;1;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;59;59;1;1;11;8610;68;491,868608710056
5272954;1;2;1;70;50;1;8;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;77;45;1;1;11;4771;50;248,952451781651
5272955;1;3;1;70;50;1;15;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;39; ;1;2;11;.;50;137,418187294444
5272963;1;1;1;70;15;1;20;40;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;56;53;53;1;2;11;5611;15;151,499314231099
5272964;1;1;1;70;15;1;10;40;1; ;2;32;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;1;11;4772;15;171,429236133243
5272964;1;2;1;70;15;1;16;40;1; ;2;32;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;97;97;1;2;11;4759;15;171,429236133243
5272981;1;1;1;70;27;1;32;48;4; ;2;32;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;95;95;1;2;11;4112;27;102,966269272968
5272982;1;2;1;70;27;1;52;48;2; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;13;13;1;2;11;8530;27;111,485324661967
5272991;1;2;1;70;27;1;14;48;4; ;2;22;4; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1000000;2; ;41;95;95;1;2;11;4112;27;34,1181251457144
5272995;1;1;1;70;41;1;15;45;4; ;2;16;4; ;1;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;800000;2; ;81;55;55;1;2;11;8121;41;219,548050019376
5273002;1;1;1;70;27;1;48;40;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;47;45;45;1;2;11;4771;27;34,1181251457144
5273004;1;2;1;70;73;1;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;49;33;33;1;1;11;4921;73;343,213877050252
5273009;1;1;1;70;73;1;48;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;68;58;58;1;2;11;6820;73;434,126672428435
5273009;1;2;1;70;73;1;28;48;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;2;11;4111;73;434,126672428435
5273022;1;1;1;70;50;1;36;50;4; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;47;17;45;1;2;11;4781;50;157,76999189789
5273023;1;1;1;70;50;1;38;48;1; ;2;40;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;53;53;1;2;11;5611;50;294,636646417578
5273027;1;3;1;70;52;1;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980657; ; ; ;19; ;1;2;11;.;52;152,809224988019
5273030;1;1;1;70;52;1;28;48;3; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;54;41;1;2;11;4771;52;123,67548849742
5273048;1;3;1;70;17;1;32;48;1; ;2;32;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;85;13;13;1;2;11;8530;17;212,791864776205
5273049;1;3;1;70;17;1;80;48;1; ;2;80;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;86;12;12;1;2;11;8621;17;150,688671093217
5273062;1;2;1;70;27;1;104;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;02; ;1;2;11;.;27;43,0722631757489
5273066;1;2;1;70;52;1;50;40;1; ;2;24;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;2;11;4724;52;223,208004666922
5273071;1;1;1;70;05;1;4;48;1; ;2;30;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;14;33;39;1;1;11;1410;05;1060,25930507355
5273074;1;1;1;70;27;1;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;88;58;58;1;1;11;8890;27;102,966269272968
5273077;1;1;1;70;27;1;24;48;1; ;2;28;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;88;59;59;1;2;11;8890;27;34,1181251457144
5273084;1;4;1;70;63;1;2;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877052;2; ;81;33;55;1;1;11;8121;63;128,729177450506
5273090;1;3;1;70;63;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877052; ; ; ;45; ;1;1;11;.;63;164,070398804318
5273091;1;1;1;70;52;1;104;48;1; ;2;26;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;877803;1;4;47;45;45;1;2;11;4792;52;115,802827754142
5273093;1;1;1;70;63;1;4;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;900000;2; ;41;95;93;1;1;11;4111;63;303,064770789055
5273096;1;1;1;70;63;1;12;40;1; ;2;32;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;19;21;1;1;11;8412;63;77,2687064000563
5273111;1;2;1;70;54;1;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;52;97;97;1;1;11;5224;54;335,589987054168
5273113;1;1;1;70;54;1;36;50;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;77;45;1;2;11;4789;54;332,731178811276
5273113;1;2;1;70;54;1;36;50;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;77;53;1;2;11;5611;54;332,731178811276
5273119;1;2;1;70;41;1;54;50;3; ;2;55;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;05;55;1;2;11;9700;41;159,792246430142
5273119;1;3;1;70;41;1;34;48;1; ;2;33;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;47;45;45;1;2;11;4771;41;159,792246430142
5273121;1;1;1;70;19;1;10;40;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;81;55;55;1;1;11;8121;19;134,789868679394
5273122;1;1;1;70;19;1;5;48;4; ;2;36;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;56;55;53;1;1;11;5613;19;140,544824179604
5273122;1;3;1;70;19;1;36;48;4; ;2;36;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;47;41;41;1;2;11;4771;19;140,544824179604
5273130;1;1;1;70;52;1;8;20;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;1;11;9700;52;322,803887739768
5273135;1;2;1;70;63;1;8;54;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;1;11;5611;63;118,495707277809
5273153;1;2;1;70;73;1;30;48;1; ;2;30;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;73;16;16;1;2;11;7310;73;299,356968253259
5273162;1;2;1;70;54;1;20;48;4; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;86;55;55;1;2;11;8621;54;245,3586759201
5273171;1;2;1;70;54;1;43;48;1; ;2;40;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;73;08;08;1;2;11;7310;54;375,263199633686
5273173;1;2;1;70;54;1;3;36;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;82;79;97;1;1;11;8292;54;269,925095822019
5273178;1;1;1;70;05;1;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;62;32;32;1;2;11;6201;05;1209,65836523728
5273179;1;3;1;70;73;1;28;48;1; ;2;28;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;96;97;21;1;2;11;9602;73;267,94400971608
5273179;1;4;1;70;73;1;4;50;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;10;33;33;1;1;11;1081;73;267,94400971608
5273184;1;1;1;70;23;1;32;48;1; ;2;32;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;43;32;32;1;2;11;4390;23;150,826072620424
5273184;1;2;1;70;23;1;48;48;1; ;2;32;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;32;32;1;2;11;4759;23;150,826072620424
5273191;1;3;1;70;23;1;37;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;13; ;1;2;11;.;23;220,83239392579
5273193;1;2;1;70;23;1;76;48;1; ;2;87;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;2;11;4773;23;207,91263891251
5273204;1;3;1;70;18;1;20;40;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;11;9700;18;90,6439460702934
5273208;1;1;1;70;18;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;1;11;4111;18;78,2762955579649
5273208;1;2;1;70;18;1;15;48;1; ;2;15;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;47;45;45;1;2;11;4772;18;78,2762955579649
5273214;1;2;1;70;20;1;22;30;4; ;2;28;4; ;1;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2500000;2; ;47;41;41;1;2;11;4771;20;145,777387397929
5273217;1;1;1;70;47;1;8;48;1; ;2;28;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;49;59;21;1;1;11;4921;47;167,183403163416
5273217;1;2;1;70;47;1;4;48;1; ;2;28;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;69;11;11;1;1;11;6920;47;167,183403163416
5273220;1;3;1;70;73;1;32;48;1; ;2;32;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;47;45;45;1;2;11;4731;73;265,447503922634
5273222;1;3;1;70;73;1;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;94;03;03;1;2;11;9499;73;318,56021553704
5273227;1;2;1;70;63;1;3;50;8; ;2;3;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;500000;2; ;01;62;62;1;1;11;0123;63;105,332401997005
5273233;1;4;1;70;05;1;32;48;1; ;2;44;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;53;45;1;2;11;4741;05;1242,78058055971
5273241;1;2;1;70;68;1;24;24;1; ;2;52;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;56;39;53;1;2;11;5619;68;466,715258764624
5273244;1;2;1;70;68;1;4;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;450000; ; ; ;45; ;1;1;11;.;68;1466,78334568727
5273245;1;2;1;70;73;1;4;40;1; ;2;42;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;45;53;1;1;11;5611;73;344,658074809168
5273247;1;2;1;70;73;1;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;41;95;95;1;1;11;4111;73;257,223616142734
5273250;1;2;1;70;23;1;20;40;1; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;47;55;45;1;2;11;4792;23;159,264457110298
5273271;1;1;1;70;76;1;20;48;1; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;300000;877803;2; ;96;53;16;1;2;11;9609;76;1102,77252796709
5273272;1;1;1;70;76;1;1;72;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;54;54;1;1;11;5530;76;1228,79054958858
5273272;1;4;1;70;76;1;8;48;1; ;2;32;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;49;45;36;1;1;11;4921;76;1228,79054958858
5273272;1;5;1;70;76;1;4;48;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;170000;877803;2; ;56;37;58;1;1;11;5630;76;1228,79054958858
5273279;1;1;1;70;76;1;28;48;1; ;2;43;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877807;2; ;97;55;55;1;2;11;9700;76;1190,78839867289
5273279;1;3;1;70;76;1;26;48;1; ;2;29;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877807;2; ;47;33;33;1;2;11;4711;76;1190,78839867289
5273285;1;1;1;70;76;1;52;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877807;2; ;47;32;45;1;2;11;4724;76;823,037903967376
5273287;1;2;1;70;76;1;24;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877807;2; ;47;33;33;1;2;11;4711;76;1319,61511256663
5273288;1;2;1;70;76;1;30;48;1; ;2;30;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877807;2; ;46;45;45;1;2;11;4631;76;1216,77765402302
5273298;1;1;1;70;76;1;33;48;1; ;2;42;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;13;13;1;2;11;8530;76;738,29616231646
5273308;1;1;1;70;68;1;38;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;877803;2; ;41;95;95;1;2;11;4111;68;483,373274277274
5273324;1;3;1;70;68;1;3;48;1; ;2;1;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;82;19;38;1;1;11;8220;68;416,218080752746
5273326;1;1;1;70;17;1;240;48;1; ;2;240;1; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;70;98;34;1;2;11;7010;17;198,219787433142
5273338;1;1;1;70;17;1;33;50;4; ;2;33;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;3; ;49;98;98;1;2;11;4921;17;107,195612925349
5273340;1;2;1;70;17;1;72;48;1; ;2;72;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;56;97;53;1;2;11;5613;17;163,286220925926
5273340;1;3;1;70;17;1;20;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;35000;877802;2; ;25;53;97;1;2;11;2593;17;163,286220925926
5273342;1;2;1;70;15;1;24;40;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;96;57;57;1;2;11;9602;15;148,627005971645
5273344;1;1;1;70;15;1;12;20;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;20000;450000;2; ;97;54;54;1;1;11;9700;15;152,827604070913
5273347;1;1;1;70;17;1;30;48;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;81;62;62;1;2;11;8130;17;258,3885944686
5273347;1;2;1;70;17;1;12;48;1; ;2;30;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;85;55;53;1;1;11;8530;17;258,3885944686
5273355;1;1;1;70;50;1;32;48;1; ;2;32;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;880000;1;1;55;55;55;1;2;11;5511;50;480,279144828652
5273355;1;2;1;70;50;1;32;40;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;88;98;59;1;2;11;8810;50;480,279144828652
5273355;1;3;1;70;50;1;2;48;1; ;2;2;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;960000;880000;1;1;10;39;39;1;1;11;1011;50;480,279144828652
5273355;1;4;1;70;50;1;20;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;88;45;54;1;2;11;8890;50;480,279144828652
5273356;1;2;1;70;50;1;4;20;4; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;880000;2; ;86;59;59;1;1;11;8610;50;203,238534847905
5273359;1;2;1;70;50;1;40;48;1; ;2;45;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;1;47;45;45;1;2;11;4759;50;124,461364741916
5273359;1;3;1;70;50;1;32;48;1; ;2;9;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;56;45;53;1;2;11;5613;50;124,461364741916
5273360;1;2;1;70;50;1;8;50;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;95;95;1;1;11;4111;50;216,645247959086
5273365;1;1;1;70;05;1;16;48;1; ;2;16;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;40000;877803;2; ;56;53;53;1;2;11;5611;05;1269,62298874405
5273367;1;1;1;70;05;1;52;48;1; ;2;312;1; ;2;2;1; ; ; ; ; ; ; ; ;1;LA PENSION; ;2; ;1000000;3; ;49;45;36;1;2;11;4921;05;1162,00295356309
5273371;1;1;1;70;68;1;9;56;1; ;2;36;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;86;55;55;1;1;11;8621;68;654,595372427665
5273377;1;1;1;70;17;1;32;48;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;20;03;97;1;2;11;2023;17;226,143360625374
5273380;1;2;1;70;17;1;68;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877802; ; ; ;53; ;1;2;11;.;17;192,634835539004
5273383;1;3;1;70;68;1;2;48;1; ;2;2;4; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;2000000;2000000;2; ;84;97;97;1;1;11;8412;68;590,979689597172
5273386;1;1;1;70;50;1;32;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;877000;2; ;41;95;95;1;2;11;4111;50;260,089979052574
5273386;1;2;1;70;50;1;40;48;1; ;2;28;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;73;45;39;1;2;11;7320;50;260,089979052574
5273392;1;1;1;70;50;1;36;48;1; ;2;40;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;90;53;53;1;2;11;9008;50;520,179958105147
5273393;1;1;1;70;50;1;2;48;4; ;2;2;1; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;1;600000;1200000;1;1;94;41;55;1;1;11;9491;50;445,45270582516
5273414;1;2;1;70;05;1;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;41;95;95;1;2;11;4111;05;1446,53936575138
