DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4928954;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1198,88416090317
4928954;1;4;1;50;05;1;3; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1198,88416090317
4928955;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;920,54136409379
4928955;1;2;1;50;05;1;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;920,54136409379
4928955;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;920,54136409379
4928955;1;4;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;920,54136409379
4928956;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;925,486565103292
4928956;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;925,486565103292
4928956;1;3;1;50;05;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;925,486565103292
4928957;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1015,5318115055
4928957;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1015,5318115055
4928957;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1015,5318115055
4928957;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1015,5318115055
4928958;1;1;1;50;05;1; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928958;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928959;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1161,62080742733
4928959;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1161,62080742733
4928960;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;955,291224440193
4928960;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;955,291224440193
4928960;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;1;9; ; ; ; ; ; ;06;1;05;955,291224440193
4928960;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;955,291224440193
4928961;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1238,74475683676
4928961;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1238,74475683676
4928962;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1155,59071685012
4928962;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1155,59071685012
4928962;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1155,59071685012
4928962;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1155,59071685012
4928963;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1117,11224762915
4928963;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1117,11224762915
4928963;1;6;1;50;05;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1117,11224762915
4928965;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1117,06700712302
4928965;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1117,06700712302
4928965;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;05;1117,06700712302
4928965;1;4;1;50;05;1;2; ;4;6;HACER EJERCICIO;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1117,06700712302
4928966;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1115,31721719748
4928966;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1115,31721719748
4928966;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1115,31721719748
4928967;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4928968;1;1;1;50;05;1; ; ;1;6;DE PASEO;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;1073,81089966191
4928969;1;1;1;50;05;1; ; ;1;6;LEER Y ESCRIBIR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1221,26746269306
4928970;1;1;1;50;05;1; ; ;1;6;DORMIR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2425,09682460573
4928970;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2425,09682460573
4928971;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2425,09682460573
4928971;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2425,09682460573
4928972;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;1256,88940933169
4928972;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1256,88940933169
4928972;1;3;1;50;05;1;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1256,88940933169
4928972;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1256,88940933169
4928973;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1198,60600641052
4928973;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1198,60600641052
4928974;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1199,96905047087
4928974;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1199,96905047087
4928974;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1199,96905047087
4928975;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4928976;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928976;1;2;1;50;05;1; ; ;1;6;PASEANDO FUERA DEL PAIS;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928977;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1139,45030891292
4928978;1;1;1;50;05;1; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1316,53606459742
4928978;1;2;1;50;05;1; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1316,53606459742
4928978;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1316,53606459742
4928980;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2603,01753827474
4928980;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2603,01753827474
4928980;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2603,01753827474
4928980;1;5;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2603,01753827474
4928983;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928983;1;2;1;50;05;1; ; ;2;6;BORDANDO;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928984;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1012,20165119514
4928984;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1012,20165119514
4928984;1;3;1;50;05;1;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1012,20165119514
4928984;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1012,20165119514
4928984;1;5;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1012,20165119514
4928985;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1945,10771707407
4928985;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1945,10771707407
4928985;1;3;1;50;05;1;5; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1945,10771707407
4928986;1;1;1;50;05;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;1806,63213317776
4928986;1;2;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1806,63213317776
4928987;1;1;1;50;05;1; ; ;2;6;VER TELEVISION LEER;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928987;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928988;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1230,02570644656
4928988;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1230,02570644656
4928988;1;4;1;50;05;1; ; ;4;4; ;2;2;2;2;1;9; ; ; ; ; ; ;06;1;05;1230,02570644656
4928989;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928989;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4928990;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1242,35307163977
4928990;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1242,35307163977
4928990;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1242,35307163977
4928991;1;1;1;50;05;1; ; ;1;6;ENFERMO;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;1341,39552292482
4928991;1;2;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1341,39552292482
4928991;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1341,39552292482
4928991;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1341,39552292482
4928991;1;5;1;50;05;1;1; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1341,39552292482
4928992;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1118,15189669073
4928992;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1118,15189669073
4928992;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1118,15189669073
4928993;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2217,12152001662
4928994;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4928995;1;1;1;50;05;1; ; ;1;6;REUNIONES EN ALCOHOLICOS ANONIMOS;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2469,43782163455
4928995;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2469,43782163455
4928995;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2469,43782163455
4928996;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4928997;1;1;1;50;05;1; ; ;1;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1316,53606459742
4928997;1;2;1;50;05;1; ; ;2;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1316,53606459742
4928997;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1316,53606459742
4928998;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2266,84043667142
4928998;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2266,84043667142
4928998;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2266,84043667142
4928999;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;934,205615493489
4928999;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;934,205615493489
4929000;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1169,07950156627
4929000;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1169,07950156627
4929000;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1169,07950156627
4929001;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1331,03527398162
4929001;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1331,03527398162
4929001;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1331,03527398162
4929002;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2278,90966392378
4929002;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2278,90966392378
4929003;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1152,90175703713
4929003;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1152,90175703713
4929003;1;3;1;50;05;1; ; ;3;6;HACER TERAPIAS;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1152,90175703713
4929004;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4929005;1;1;1;50;05;1;2; ;1;6;ESTABA DE PASEO;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;516,752293233153
4929005;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;516,752293233153
4929005;1;4;1;50;05;1; ; ;4;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;516,752293233153
4929005;1;7;1;50;05;1; ; ;7;3; ;2;2;2;2;1;13;AFIRMA QUE NO SE LE DAN PORQUE SUFRE DE DISCAPACIDAD COGNITIVA; ; ; ; ; ;06;1;05;516,752293233153
4929006;1;1;1;50;05;1; ; ;1;6;CAMINAR;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1221,26746269306
4929007;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4929008;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;13;NO LA DEJAN LOS HIJOS; ; ; ; ; ;06;1;05;1883,25394608099
4929008;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1883,25394608099
4929008;1;3;1;50;05;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1883,25394608099
4929008;1;4;1;50;05;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1883,25394608099
4929008;1;5;1;50;05;1;2; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1883,25394608099
4929008;1;6;1;50;05;1;2; ;6;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1883,25394608099
4929009;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1221,26746269306
4929010;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1221,26746269306
4929011;1;1;1;50;05;1; ; ;1;6;ACTIVIDADES DE ESPARCIMIENTO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1130,73125852272
4929011;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1130,73125852272
4929012;1;1;1;50;05;1; ; ;1;6;DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2531,21691944377
4929012;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2531,21691944377
4929012;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2531,21691944377
4929013;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1095,98139817632
4929013;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1095,98139817632
4929014;1;1;1;50;05;1; ; ;1;6;ACTIVIDAD POLITICA REUNIONES CONFERENCIAS;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1021,62293853511
4929014;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1021,62293853511
4929014;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1021,62293853511
4929015;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1942,38162895336
4929015;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1942,38162895336
4929016;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1139,45030891292
4929017;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1130,73125852272
4929017;1;2;1;50;05;1;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1130,73125852272
4929018;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1221,26746269306
4929019;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1139,45030891292
4929020;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1033,50006341733
4929020;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1033,50006341733
4929020;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1033,50006341733
4929021;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1341,36936507096
4929021;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1341,36936507096
4929022;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1945,10771707407
4929022;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1945,10771707407
4929022;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1945,10771707407
4929023;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2346,2106951715
4929023;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2346,2106951715
4929024;1;1;1;50;05;1; ; ;1;6;EN LA CASA ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1108,56076000831
4929025;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;934,205615493489
4929025;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;934,205615493489
4929026;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1030,34198892531
4929026;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1030,34198892531
4929027;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1132,96659715951
4929027;1;3;1;50;05;1;4; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1132,96659715951
4929028;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;2531,21691944377
4929028;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2531,21691944377
4929028;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2531,21691944377
4929029;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1301,23061464472
4929029;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1301,23061464472
4929030;1;1;1;50;05;1; ; ;1;6;INCAPACITADO;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;1147,08446973541
4929031;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4929031;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1212,54841230287
4929032;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1030,34198892531
4929032;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1030,34198892531
4929034;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1125,61059082967
4929034;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1125,61059082967
4929034;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;05;1125,61059082967
4929034;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1125,61059082967
4929035;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1130,73125852272
4929035;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1130,73125852272
4929036;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;890,736704756889
4929036;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;890,736704756889
4929036;1;3;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;890,736704756889
