DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;AREA;fex_c_2011
1803116;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;68,48042259952
1803116;1;9;1;50;1; ; ;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;68,48042259952
1803117;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;70,8240607940596
1803117;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;70,8240607940596
1803117;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;70,8240607940596
1803118;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;79,7610506869969
1803118;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;44;44;79,7610506869969
1803119;1;1;1;50;1; ; ;1;6;DESCANSANDO;1; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,7043070602992
1803119;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;44;44;53,7043070602992
1803119;1;3;1;50;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,7043070602992
1803119;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,7043070602992
1803119;1;5;1;50;1; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;44;44;53,7043070602992
1803120;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,5598994573411
1803120;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;44;44;69,5598994573411
1803121;1;1;1;50;1; ; ;2;6;VIAJANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;75,9983764182733
1803121;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;75,9983764182733
1803121;2;1;2;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;75,9983764182733
1803122;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;63,6584990531068
1803122;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;13;POR LA EDAD; ; ; ; ; ;1;44;44;63,6584990531068
1803122;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;63,6584990531068
1803123;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;60,3000477757051
1803123;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;60,3000477757051
1803123;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;60,3000477757051
1803124;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,3990561383082
1803124;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,3990561383082
1803125;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;83,0233988794408
1803125;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;83,0233988794408
1803125;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;83,0233988794408
1803125;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;83,0233988794408
1803125;1;8;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;83,0233988794408
1803125;1;9;1;50;1; ; ;9;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;83,0233988794408
1803126;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;77,8960663033493
1803126;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;77,8960663033493
1803126;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;77,8960663033493
1803126;1;7;1;50;1; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;77,8960663033493
1803127;1;1;1;50;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;44;44;67,1181763344305
1803127;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;44;44;67,1181763344305
1803127;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;67,1181763344305
1803128;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;78,5050533219367
1803128;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;78,5050533219367
1803129;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,3371891888685
1803129;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;53,3371891888685
1803129;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;53,3371891888685
1803130;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;55,0800942509643
1803130;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;55,0800942509643
1803131;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;46,894561299296
1803131;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;46,894561299296
1803131;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;46,894561299296
1803131;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;46,894561299296
1803131;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;46,894561299296
1803133;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;51,4615587945576
1803133;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;51,4615587945576
1803133;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;51,4615587945576
1803133;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;51,4615587945576
1803133;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;51,4615587945576
1803134;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,8178991619073
1803134;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;71,8178991619073
1803135;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;69,1322175147667
1803135;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,1322175147667
1803135;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;69,1322175147667
1803135;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;69,1322175147667
1803135;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;69,1322175147667
1803136;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;49,8513790646771
1803136;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;49,8513790646771
1803136;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;49,8513790646771
1803136;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;49,8513790646771
1803136;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;49,8513790646771
1803137;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,0318888122077
1803137;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;44;44;81,0318888122077
1803138;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;54,0416292904352
1803138;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;44;44;54,0416292904352
1803138;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;54,0416292904352
1803138;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;54,0416292904352
1803139;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,5598994573411
1803139;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,5598994573411
1803140;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;44;44;71,8178991619073
1803140;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,8178991619073
1803141;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,1519628370822
1803141;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,1519628370822
1803141;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;71,1519628370822
1803141;1;4;1;50;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;71,1519628370822
1803142;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;68,9711159519848
1803142;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;68,9711159519848
1803142;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;68,9711159519848
1803142;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;68,9711159519848
1803143;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;95,2093805648225
1803143;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;95,2093805648225
1803144;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;95,2093805648225
1803144;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;44;44;95,2093805648225
1803145;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;73,8515349102042
1803145;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;73,8515349102042
1803145;1;5;1;50;1;1; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;44;44;73,8515349102042
1803145;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;73,8515349102042
1803146;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;165,029637896614
1803146;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;165,029637896614
1803147;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;107,797136182746
1803147;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;47;47;107,797136182746
1803147;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;107,797136182746
1803147;1;4;1;50;1;1; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;107,797136182746
1803147;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;107,797136182746
1803147;1;6;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;107,797136182746
1803148;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;136,484933466466
1803148;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;136,484933466466
1803148;1;3;1;50;1;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;136,484933466466
1803148;1;6;1;50;1; ; ;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;136,484933466466
1803149;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,387039005592
1803149;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,387039005592
1803150;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;153,899676039881
1803150;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;153,899676039881
1803150;1;3;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;153,899676039881
1803151;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,679376545655
1803151;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,679376545655
1803151;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,679376545655
1803152;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;131,895897767768
1803152;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;131,895897767768
1803152;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;131,895897767768
1803153;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,38269183432
1803153;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,38269183432
1803153;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,38269183432
1803153;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;149,38269183432
1803153;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,38269183432
1803153;1;6;1;50;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;149,38269183432
1803153;1;8;1;50;1;1; ;8;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;149,38269183432
1803154;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;134,659488584826
1803154;1;4;1;50;1; ; ;4;6;NADA;1; ; ; ; ; ; ; ; ; ; ; ;1;47;47;134,659488584826
1803155;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803155;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803155;1;3;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803155;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803155;1;5;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803155;1;7;1;50;1; ; ;7;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803155;1;8;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,925872891873
1803156;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,679376545655
1803156;1;2;1;50;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;47;47;140,679376545655
1803156;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;140,679376545655
1803157;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;144,517853994807
1803157;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;144,517853994807
1803157;1;5;1;50;1; ; ;5;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;47;47;144,517853994807
1803158;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;119,417034394302
1803158;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;119,417034394302
1803158;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;119,417034394302
1803159;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,110700586495
1803159;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;146,110700586495
1803159;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,110700586495
1803160;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;85,6381233195792
1803160;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;85,6381233195792
1803160;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;85,6381233195792
1803160;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;85,6381233195792
1803160;1;5;1;50;1; ; ;1;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;85,6381233195792
1803160;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;85,6381233195792
1803161;1;1;1;50;1; ; ;1;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;6;1;50;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;7;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803161;1;9;1;50;1; ; ;9;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;129,044825298922
1803162;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;8;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803162;1;9;1;50;1; ; ;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;128,203064443451
1803163;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;130,705724579743
1803163;1;2;1;50;1; ; ;2;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;130,705724579743
1803163;1;3;1;50;1; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;47;47;130,705724579743
1803163;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;130,705724579743
1803163;1;5;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;130,705724579743
1803164;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;169,618673595312
1803164;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;169,618673595312
1803164;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;169,618673595312
1803165;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;165,029637896614
1803165;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;165,029637896614
1803166;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;72,4326012812041
1803166;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;47;47;72,4326012812041
1803166;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;72,4326012812041
1803166;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;72,4326012812041
1803166;1;5;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;72,4326012812041
1803166;1;6;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;72,4326012812041
1803167;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;80,9132160705388
1803167;1;2;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;80,9132160705388
1803167;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;80,9132160705388
1803167;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;80,9132160705388
1803167;1;7;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;80,9132160705388
1803167;1;8;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;80,9132160705388
1803168;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,963214493473
1803168;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,963214493473
1803168;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,963214493473
1803168;1;4;1;50;1;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;154,963214493473
1803168;1;6;1;50;1; ; ;6;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,963214493473
1803169;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;126,938793557378
1803169;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;126,938793557378
1803169;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;126,938793557378
1803169;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;126,938793557378
1803169;1;7;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;126,938793557378
1803170;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,367151044763
1803171;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;127,81674124451
1803172;1;1;1;50;1; ; ;1;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;103,35119333762
1803172;1;2;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;103,35119333762
1803172;1;3;1;50;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;103,35119333762
1803172;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;103,35119333762
1803172;1;5;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;103,35119333762
1803173;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;78,5572775977338
1803173;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;78,5572775977338
1803173;1;3;1;50;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;78,5572775977338
1803173;1;5;1;50;1;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;47;47;78,5572775977338
1803173;1;6;1;50;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;78,5572775977338
1803174;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,771565636425
1803174;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;47;47;146,771565636425
1803174;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,771565636425
1803175;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;171,238910111424
1803175;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;171,238910111424
1803175;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;171,238910111424
1803175;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;171,238910111424
1803175;1;6;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;171,238910111424
1803176;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;173,073726758654
1803176;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;173,073726758654
1803177;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;153,03539867221
1803177;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;47;47;153,03539867221
1803177;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;47;47;153,03539867221
1803178;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;169,051682327634
