DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4929059;1;8;1;70;1;2;60;1; ;2;6;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;828116;2; ;84;84;50;1;1;06;5020;05;1558,27838009712;05
4929063;1;4;1;70;1;2;48;1; ;2;2;4; ;1;2;9;POR COBERTURA UN MES; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;98;98;60;1;1;06;6022;05;1087,26687083509;05
4929072;1;1;1;70;1;32;48;1; ;2;32;1; ;2;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;1;4;55;55;70;1;2;06;7010;05;560,701427637825;05
4929072;1;2;1;70;1;5;48;1; ;2;24;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;45;52;1;1;06;5239;05;560,701427637825;05
4929075;1;3;1;70;1;52;48;1; ;2;52;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;53;55;1;2;06;5521;05;1202,04223539519;05
4929075;1;4;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;37; ; ;1;2;06; ;05;1202,04223539519;05
4929077;1;1;1;70;1;12;48;1; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;828116;2; ;55;54;95;1;1;06;9500;05;1185,39537618702;05
4929077;1;5;1;70;1;4;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;98;60;1;1;06;6031;05;1185,39537618702;05
4929081;1;3;1;70;1;36;48;1; ;2;32;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;34;03;80;1;2;06;8043;05;1213,42049859509;05
4929081;1;5;1;70;1;2;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1065000;1000000;2; ;34;97;15;1;1;06;1551;05;1213,42049859509;05
4929085;1;2;1;70;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;06;4521;05;1198,60600641052;05
4929086;1;1;1;70;1;10;48;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;54;74;1;1;06;7493;05;1073,81089966191;05
4929088;1;3;1;70;1;28;48;1; ;2;28;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;45;1;2;06;4521;05;1264,52357015418;05
4929088;1;4;1;70;1;6;48;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;03;03;45;1;1;06;4542;05;1264,52357015418;05
4929092;1;1;1;70;1;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;55000;828116;2; ;54;54;74;1;1;06;7493;05;890,736704756889;05
4929093;1;2;1;70;1;104;48;5; ;2;104;5; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;51;98;60;1;2;06;6031;05;972,553858537035;05
4929104;1;1;1;70;1;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;19;11;92;1;2;06;9242;05;1095,98139817632;05
4929123;1;5;1;70;1;3;60;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;98;77;15;1;1;06;1511;05;1356,18385725553;05
4929127;1;2;1;70;1;6;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;77;77;55;1;1;06;5529;05;1206,69378840921;05
4929130;1;2;1;70;1;4;48;1; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;45;52;1;1;06;5262;05;562,893028756609;05
4929139;1;3;1;70;1;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;06;5521;05;1060,14664826221;05
4929142;1;4;1;70;1;20;48;1; ;2;30;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;97;52;1;2;06;5211;05;793,292706376015;05
4929142;1;5;1;70;1;16;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;828116;2; ;95;95;45;1;2;06;4521;05;793,292706376015;05
4929142;1;7;1;70;1;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;79; ; ;1;1;06; ;05;793,292706376015;05
4929154;1;4;1;70;1;2;24;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;414000;2; ;45;97;15;1;1;06;1551;05;1198,88416090317;05
4929155;1;5;1;70;1;12;48;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;03;03;15;1;1;06;1594;05;1250,85931875448;05
4929158;1;2;1;70;1;20;60;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;79;79;18;1;2;06;1810;05;1228,41066574742;05
4929159;1;1;1;70;1;52;48;1; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;81;81;45;1;2;06;4551;05;1066,45941638104;05
4929159;1;2;1;70;1;52;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;54;95;1;2;06;9500;05;1066,45941638104;05
4929159;1;3;1;70;1;52;48;1; ;2;624;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;21;64;1;2;06;6422;05;1066,45941638104;05
4929173;1;6;1;70;1;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;1200000;2; ;95;95;45;1;1;06;4521;05;1228,23857992909;05
4929196;1;1;1;70;1;12;48;1; ;2;12;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;85;85;45;1;1;06;4542;05;1139,45030891292;05
4929197;1;1;1;70;1;52;48;4; ;2;104;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;2;16;01;74;1;2;06;7494;05;1095,98139817632;05
4929205;1;3;1;70;1;20;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;45;1;2;06;4552;05;1046,69951490276;05
4929220;1;3;1;70;1;18;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ;12; ; ;1;2;06; ;05;1234,71891081728;05
4929225;1;1;1;70;1;24;48;1; ;2;24;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;2;06;4530;05;1169,07950156627;05
4929237;1;3;1;70;1;4;48;1; ;2;20;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;39;85;1;1;06;8513;08;483,240230474732;08
4929238;1;5;1;70;1;76;40;1; ;2;76;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;02;38;74;1;2;06;7499;08;545,029050328945;08
4929245;1;2;1;70;1;8;48;1; ;2;144;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;08;08;52;1;1;06;5235;08;521,059848135226;08
4929262;1;2;1;70;1;52;48;1; ;2;52;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;07;07;11;1;2;06;1110;08;616,724404131051;08
4929277;2;2;2;70;1;2;48;1; ;2;2;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;45;45;52;1;1;06;5231;08;517,871169944577;08
4929282;1;4;1;70;1;4;48;1; ;2;46;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;06;5233;08;514,620021110059;08
4929284;1;2;1;70;1;30;24;4; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;54;95;1;2;06;9500;08;635,854405028064;08
4929285;1;2;1;70;1;40;40;1; ;2;108;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;39;15;1;2;06;1541;08;547,930636620961;08
4929300;1;4;1;70;1;4;48;3; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;500000;2; ;54;97;15;1;1;06;1551;08;612,929429441203;08
4929315;1;4;1;70;1;52;40;1; ;2;2;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;1200000;2; ;33;33;52;1;2;06;5241;08;547,797896959479;08
4929326;1;3;1;70;1;28;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;39;39;65;1;2;06;6512;08;455,990786297371;08
4929330;1;7;1;70;1;8;48;1; ;2;12;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;93;45;1;1;06;4521;08;614,392222815363;08
4929331;1;3;1;70;1;4;40;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1300000;1500000;2; ;02;70;74;1;1;06;7412;08;404,381292433979;08
4929340;1;4;1;70;1;9;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;55;39;60;1;1;06;6041;08;526,754804104931;08
4929345;1;4;1;70;1;18;48;1; ;2;20;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;79;79;18;1;2;06;1810;08;515,406248967407;08
4929351;1;5;1;70;1;24;48;1; ;2;24;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;11;74;1;2;06;7412;08;590,548279709671;08
4929356;1;3;1;70;1;12;48;1; ;2;30;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;825000;2; ;45;54;95;1;1;06;9500;08;584,619848037613;08
4929360;1;4;1;70;1;20;48;1; ;2;9;4; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;07;07;85;1;2;06;8511;08;475,5406187545;08
4929364;1;2;1;70;1;8;60;1; ;2;144;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;1;06;8511;08;571,645292841189;08
4929365;1;5;1;70;1;3;60;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1300000;1300000;2; ;58;58;74;1;1;06;7492;08;633,302381278551;08
4929390;1;3;1;70;1;24;48;1; ;2;52;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;95;45;1;2;06;4521;08;1311,55686431234;08
4929395;1;1;1;70;1;4;4;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;44;44;85;1;1;06;8512;08;280,578790088177;08
4929401;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;33;33;63;1;2;06;6339;08;972,100505947509;08
4929415;1;2;1;70;1;8;48;1; ;2;108;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;55;40;52;1;1;06;5233;08;575,502738174905;08
4929437;1;6;1;70;1;6;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;39;39;15;1;1;06;1551;08;1173,96932929216;08
4929469;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;390000;828116;2; ;39;38;74;1;1;06;7499;11;2993,30611263584;11
4929475;1;5;1;70;1;6;48;1; ;2;24;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;828116;1;1;98;93;50;1;1;06;5020;11;2202,36967558512;11
4929476;1;1;1;70;1;5;48;1; ;2;6;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;21;21;51;1;1;06;5126;11;2569,32348696699;11
4929490;1;2;1;70;1;20;40;5; ;2;20;4; ;9;2;5; ; ;1; ; ; ; ; ; ; ; ;1;2000000;98;1;1;02;02;45;1;2;06;4530;11;2914,89978441926;11
4929491;1;3;1;70;1;2;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;38; ; ;1;1;06; ;11;3092,73971901154;11
4929500;1;2;1;70;1;12;40;1; ;2;102;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;06;5233;11;2628,48215942781;11
4929503;1;3;1;70;1;40;48;1; ;2;40;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;39;44;74;1;2;06;7430;11;2547,46865127627;11
4929503;1;5;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;06; ;11;2547,46865127627;11
4929505;1;2;1;70;1;4;30;1; ;2;4;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;15;1;1;06;1551;11;2779,24941790007;11
4929510;1;2;1;70;1;3;48;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;828116;2; ;53;53;55;1;1;06;5521;11;3065,66704289152;11
4929512;1;2;1;70;1;8;48;1; ;2;19;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;33;45;52;1;1;06;5244;11;2404,9464093754;11
4929516;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;828116;2; ;55;55;50;1;1;06;5011;11;3102,08338958448;11
4929519;1;1;1;70;1;4;48;4; ;2;16;1; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;55;74;1;1;06;7491;11;2479,92095176476;11
4929520;1;4;1;70;1;24;48;1; ;2;24;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;34;85;1;2;06;8532;11;2939,97798710913;11
4929528;1;3;1;70;1;32;48;1; ;2;32;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;45;45;52;1;2;06;5235;11;2790,11024014203;11
4929530;1;2;1;70;1;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;06;5521;11;2914,89978441926;11
4929548;1;3;1;70;1;12;48;1; ;2;2;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;59;45;52;1;1;06;5233;11;2486,57905623047;11
4929560;1;2;1;70;1;12;48;1; ;2;20;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;43;84;50;1;1;06;5011;11;2796,29102284662;11
4929563;1;4;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;33; ; ;1;2;06; ;11;3507,85599586857;11
4929567;1;1;1;70;1;20;40;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;99;99;51;1;2;06;5155;11;2423,91095220738;11
4929567;1;3;1;70;1;4;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;960000;2; ;95;95;45;1;1;06;4521;11;2423,91095220738;11
4929567;1;4;1;70;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;38; ; ;1;1;06; ;11;2423,91095220738;11
4929568;1;2;1;70;1;23;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;828116;2; ;97;45;51;1;2;06;5155;11;1581,99109883057;11
4929568;1;3;1;70;1;23;48;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;45;51;1;2;06;5155;11;1581,99109883057;11
4929590;1;1;1;70;1;4;40;1; ;2;2;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;1;120000;840000;2; ;33;79;19;1;1;06;1931;11;3438,94978358691;11
4929590;1;7;1;70;1;4;48;1; ;2;54;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;03;93;1;1;06;9309;11;3438,94978358691;11
4929593;1;1;1;70;1;4;50;4; ;2;8;5; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;95;95;45;1;1;06;4521;11;2955,97976214779;11
4929603;1;1;1;70;1;4;48;4; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;828116;2; ;37;84;52;1;1;06;5271;11;2666,07521931202;11
4929603;1;2;1;70;1;24;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;38;38;74;1;2;06;7499;11;2666,07521931202;11
4929607;1;2;1;70;1;104;40;3; ;2;104;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;54;54;95;1;2;06;9500;11;2291,77221078735;11
4929607;1;3;1;70;1;4;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;33;74;1;1;06;7411;11;2291,77221078735;11
4929622;1;3;1;70;1;4;40;1; ;2;176;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;52;1;1;06;5211;11;2442,53946925961;11
4929623;1;2;1;70;1;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;33; ; ;1;1;06; ;11;2494,34894457763;11
4929624;1;1;1;70;1;77;48;1; ;2;77;1; ;9;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;1000000;2; ;97;97;45;1;2;06;4530;11;2791,89410120721;11
4929624;1;3;1;70;1;8;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;02;59;11;1;1;06;1120;11;2791,89410120721;11
4929627;1;1;1;70;1;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;76;19;1;2;06;1910;11;2628,48215942781;11
4929627;1;2;1;70;1;3;48;1; ;2;3;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;828116;828116;2; ;55;79;18;1;1;06;1810;11;2628,48215942781;11
4929655;1;2;1;70;1;52;48;1; ;2;110;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;36;60;1;2;06;6021;11;3067,18419456054;11
4929657;1;1;1;70;1;28;48;1; ;2;28;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;79;79;18;1;2;06;1810;11;2720,09074543925;11
4929661;1;3;1;70;1;16;40;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;02;70;25;1;2;06;2529;11;3082,70864783807;11
4929665;1;2;1;70;1;24;48;1; ;2;96;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828118;2; ;98;98;60;1;2;06;6041;11;2381,17474598958;11
4929717;1;9;1;70;1;24;40;1; ;2;32;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;03;03;23;1;2;06;2321;13;233,225591238804;13
4929721;1;4;1;70;1;1;48;1; ;2;2;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;828116;828116;1;1;97;97;35;1;1;06;3591;13;167,789280046783;13
4929729;1;3;1;70;1;6;40;1; ;2;6;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;19;19;45;1;1;06;4530;13;349,168520681242;13
4929741;1;3;1;70;1;52;48;1; ;2;52;1; ;9;2;8; ; ; ; ; ; ; ;1; ; ; ;2; ;828116;2; ;32;32;65;1;2;06;6512;13;373,628295496575;13
4929742;1;3;1;70;1;4;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;59;28;1;1;06;2892;13;316,315967933531;13
4929745;1;3;1;70;1;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;09; ; ;1;2;06; ;13;355,712410470588;13
4929759;1;1;1;70;1;52;48;1; ;2;52;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;39;39;92;1;2;06;9241;13;403,776152785695;13
4929768;1;3;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;06; ;13;292,382402973968;13
4929775;1;3;1;70;1;26;48;1; ;2;26;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;32;32;55;1;2;06;5511;13;322,96864153984;13
4929778;1;3;1;70;1;20;48;1; ;2;20;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;2;06;8512;13;373,628295496575;13
4929794;1;2;1;70;1;60;48;1; ;2;60;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;19;19;80;1;2;06;8042;13;133,514019895745;13
4929818;1;3;1;70;1;24;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;33;33;24;1;2;06;2413;13;413,663186547581;13
4929825;1;2;1;70;1;12;48;1; ;2;12;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;19;19;45;1;1;06;4521;13;325,941174606586;13
4929831;1;3;1;70;1;20;48;1; ;2;22;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;55;90;1;2;06;9000;13;442,466376437844;13
4929839;1;1;1;70;1;2;48;1; ;2;24;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;33;74;1;1;06;7430;13;373,587867139661;13
4929877;1;6;1;70;1;8;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;52;1;1;06;5233;13;295,542150674024;13
4929879;1;3;1;70;1;6;48;1; ;2;6;1; ;4;9;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;97;74;1;1;06;7499;13;343,868393722515;13
4929895;1;3;1;70;1;8;48;1; ;2;8;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;02;02;45;1;1;06;4530;13;414,576912856674;13
4929914;1;1;1;70;1;20;48;1; ;2;24;1; ;6;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;828116;2; ;32;33;74;1;2;06;7411;15;103,645895963668;15
4929920;1;2;1;70;1;48;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;02; ; ;1;2;06; ;15;126,60196067933;15
