DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
644741;1;4;73;70;12;16;1;;2;12;1;;3;4;;;;;;;;;;1;;2;;2;1;45;53;5530;55;73;159.373.335.486.242
644743;1;2;73;70;26;25;1;;2;520;1;;6;2;;;;;;;;;;1;;2;;2;1;57;39;5511;55;73;22.188.295.102.063
644747;1;1;73;70;12;24;1;;2;156;1;;9;2;;;;;;;;;;1;;2;;2;1;45;45;5237;52;73;178.601.892.823.453
644749;1;1;73;70;4;25;1;;2;468;1;;2;2;;;;;;;;;;1;;2;;2;1;45;32;8512;85;73;19.656.581.150.295
644751;1;1;73;70;52;48;4;;2;208;4;;1;1;;;;;;;;;;1;;2;;2;1;56;56;9301;93;73;16.015.607.673.237
644757;1;1;73;70;2;25;3;;2;2;3;;1;8;;;;;;;;;;1;;1;80000;2;1;54;54;9500;95;73;152.245.387.830.827
644759;1;1;73;70;4;48;2;;2;30;4;;9;1;;;;;;;;;;1;;2;;2;1;12;30;7512;75;73;240.939.618.158.939
644765;1;2;73;70;4;63;1;;2;8;1;;2;2;;;;;;;;;;1;;1;312000;2;1;45;53;5521;55;73;160.021.321.757.845
644766;2;2;73;70;8;48;1;;2;8;1;;2;4;;;;;;;;;;1;;1;200000;2;1;79;79;1810;18;73;220.604.906.025.718
644767;1;2;73;70;52;48;1;;2;32;3;;1;1;;;;;;;;;;1;;2;;2;1;55;54;9500;95;73;222.161.992.636.682
644771;1;2;73;70;24;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;73;24.749.068.901.358
644785;1;2;73;70;1;5;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;73;128.321.360.605.306
644788;1;3;73;70;8;48;3;;2;104;1;;2;3;;;;;;;;;;1;;2;;2;1;54;45;5233;52;73;245.794.806.218.191
644791;1;2;73;70;4;48;1;;2;2;1;;9;1;;;;;;;;;;1;;1;520000;2;1;45;45;1581;15;73;134.917.283.394.972
644792;1;4;73;70;24;40;1;;2;24;1;;2;2;;;;;;;;;;1;;2;;2;1;37;38;6421;64;73;203.240.080.472.898
644794;1;3;73;70;156;48;1;;2;312;1;;9;1;;;;;;;;;;1;;2;;2;1;45;62;123;1;73;194.831.447.461.611
644796;1;2;73;70;24;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;97;;;;73;221.353.673.025.395
644797;1;2;73;70;52;48;1;;2;4;1;;2;2;;;;;;;;;;1;;1;40000;2;1;77;77;1551;15;73;221.525.563.224.297
644798;1;2;73;70;52;48;1;;2;52;3;;1;4;;;;;;;;;;1;;2;;2;1;45;54;9500;95;73;227.006.521.229.248
644810;1;1;73;70;1;48;1;;2;2;1;;2;4;;;;;;;;;;1;;1;180000;2;1;53;53;5521;55;73;228.183.785.496.087
644813;1;2;73;70;52;48;1;;2;500;1;;4;2;;;;;;;;;;1;;2;;2;1;45;45;5153;51;73;247.121.744.358.028
644817;1;1;73;70;12;40;3;;2;13;3;;1;4;;;;;;;;;;1;;2;;2;1;54;54;9500;95;73;327.316.236.955.862
644818;1;3;73;70;4;14;1;;2;3;8;;4;2;;;;;;;;;;1;;2;;2;1;53;97;111;1;73;177.866.532.160.975
644819;1;1;73;70;52;48;1;;2;24;2;;9;1;;;;;;;;;;1;;2;;2;1;58;58;7524;75;73;215.503.770.364.892
644819;1;2;73;70;4;49;1;;2;162;1;;2;2;;;;;;;;;;1;;2;;2;1;45;39;5244;52;73;215.503.770.364.892
644821;1;7;73;70;4;60;1;;2;4;1;;2;4;;;;;;;;;;1;;2;;2;1;33;45;5239;52;73;12.010.066.449.108
644829;1;3;73;70;8;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;39;;;;73;220.444.572.686.033
644830;1;2;73;70;52;48;1;;2;78;1;;2;2;;;;;;;;;;1;;2;;2;1;13;32;7411;74;73;227.814.840.840.535
644835;1;2;73;70;200;48;1;;2;200;2;;9;1;;;;;;;;;;1;;2;;2;1;33;32;7515;75;73;165.969.258.275.908
644845;1;2;73;70;52;20;4;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;1;41;41;5239;52;73;196.923.199.299.284
644846;1;2;73;70;6;40;4;;2;26;1;;2;1;;;;;;;;1;;;;2;;2;1;56;53;5522;55;73;259.432.814.833.672
644850;1;2;73;70;8;9;4;;2;16;3;;1;1;;;;;;;;;;1;;2;;2;1;56;54;9500;95;73;225.236.333.463.477
644854;1;2;73;70;2;40;3;;2;2;3;;1;4;;;;;;;;;;1;;2;;2;1;54;54;9500;95;73;196.726.144.842.635
644858;1;1;73;70;3;48;8;;2;3;4;;1;1;;;;;;;;;;1;;2;;2;1;0;93;4552;45;73;226.733.850.302.272
644858;1;2;73;70;20;40;4;;2;26;4;;1;1;;;;;;;;;;1;;2;;2;1;56;56;9301;93;73;226.733.850.302.272
644870;1;2;73;70;2;48;1;;2;2;1;;7;1;;;;;;;;;;1;;1;500000;2;1;45;21;1561;15;73;252.774.592.561.882
644873;1;1;73;70;36;48;8;;2;36;8;;3;1;;;;;;;;;;1;;2;;2;1;95;60;113;1;73;183.173.750.489.043
644876;1;3;73;70;12;48;1;;2;18;1;;3;1;;;;;;;;;;1;;2;;2;1;79;79;1810;18;73;290.045.414.758.872
644877;1;2;73;70;16;48;1;;2;24;6;;2;1;;;;;;;;;;1;;2;;2;1;79;79;1810;18;73;240.125.911.316.179
644884;1;2;73;70;56;48;4;;2;56;1;;3;2;;;;;;;;1;;;;2;;2;1;45;45;5233;52;73;147.710.251.282.201
644890;1;1;73;70;16;48;1;;2;16;1;;4;1;;;;;;;;;;1;;2;;2;1;79;79;1810;18;73;190.912.963.299.096
644900;1;2;73;70;2;40;3;;2;2;1;;3;8;;;;;;;;;;1;;1;40000;2;1;54;53;5521;55;73;277.117.691.897.118
644900;1;4;73;70;3;30;3;;2;3;3;;1;4;;;;;;;;;;1;;2;;2;1;54;54;9500;95;73;277.117.691.897.118
644908;1;5;73;70;5;30;1;;2;5;1;;4;2;;;;;;;;;;1;;2;;2;1;45;32;8042;80;73;207.580.909.435.389
644911;1;2;73;70;6;30;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;73;215.256.062.634.332
644912;1;3;73;70;9;48;1;;2;9;1;;3;7;;;;;;;;;;1;;2;;2;1;84;84;5020;50;73;214.422.779.826.628
644917;1;3;73;70;3;48;1;;2;6;1;;6;8;;;;;;;;;;1;;2;;2;1;84;84;5512;55;73;20.197.695.437.646
644917;1;4;73;70;3;35;1;;2;3;1;;9;2;;;;;;;;;;1;;2;;2;1;32;44;6424;64;73;20.197.695.437.646
644919;1;3;73;70;8;48;1;;2;9;4;;1;4;;;;;;;;;;1;;2;;2;1;45;54;8532;85;73;251.648.750.088.593
644919;1;4;73;70;8;30;1;;2;8;1;;9;2;;;;;;;;;;1;;2;;2;1;39;39;8511;85;73;251.648.750.088.593
644932;1;2;73;70;3;48;4;;2;3;4;;1;1;;;;;;;;;;1;;1;15000;2;1;75;75;1750;17;73;259.153.773.217.621
644933;1;1;73;70;102;48;1;;2;98;2;;9;2;;;;;;;;;;1;;2;;2;1;6;32;7512;75;73;178.601.892.823.453
644941;1;1;73;70;12;40;1;;2;12;3;;1;4;;;;;;;;;;1;;2;;2;1;53;54;9500;95;73;15.270.972.598.298
644941;1;2;73;70;12;40;1;;2;12;1;;4;1;;;;;;;;;;1;;2;;2;1;55;53;5521;55;73;15.270.972.598.298
644944;1;3;73;70;3;40;3;;2;3;3;;1;2;;;;;;;;;;1;;1;45000;2;1;54;54;9500;95;73;151.093.086.760.406
644944;1;7;73;70;10;40;3;;2;10;1;;4;2;;;;;;;;;;1;;2;;2;1;54;55;5521;55;73;151.093.086.760.406
644948;1;3;73;70;152;40;1;;2;156;1;;4;1;;;;;;;;;;1;;2;;2;1;39;97;4530;45;73;247.121.744.358.028
644952;1;1;73;70;8;40;1;;2;8;1;;2;4;;;;;;;;;;1;;2;;2;1;7;53;5521;55;73;184.981.073.479.192
644956;1;1;73;70;3;24;4;;2;3;4;;1;4;;;;;;;;;;1;;1;15000;2;1;56;56;9301;93;73;171.622.106.479.762
644957;1;3;73;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;73;10.201.887.030.875
644966;1;2;73;70;4;48;1;;2;52;1;;9;2;;;;;;;;;;1;;2;;2;1;59;59;8511;85;73;215.503.770.364.892
644967;1;4;73;70;8;48;1;;2;8;1;;6;4;;;;;;;;;;1;;2;;2;1;62;97;1591;15;73;288.595.479.565.057
644971;1;5;73;70;15;40;1;;2;15;1;;8;4;;;;;;;;;;1;;2;;2;1;37;39;5233;52;73;258.427.440.765.736
644974;1;2;73;70;12;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;73;259.801.759.489.223
644987;1;1;76;70;13;36;3;;2;21;3;;1;1;;;;;;;;;;1;;2;;2;1;55;54;9500;95;76;936.025.746.009.078
644988;1;1;76;70;3;40;9;TRABAJAR CON FAMILIARES CON REMUNERACION;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;76;773.279.662.732.385
644989;2;1;76;70;13;60;1;;2;6;4;;5;1;;;;;;;;;;1;;1;700000;2;1;58;80;1929;19;76;706.583.066.123.378
644997;1;2;76;70;6;45;3;;2;6;3;;1;6;;;;;;;;;;1;;2;;2;1;54;54;9500;95;76;105.286.890.358.481
645000;2;2;76;70;32;48;1;;2;255;1;;9;2;;;;;;;;;;1;;2;;2;1;55;97;2424;24;76;771.002.871.590.913
645003;1;4;76;70;2;48;2;;2;13;1;;9;1;;;;;;;;;;1;;2;;2;1;9;39;6211;62;76;625.429.941.158.114
645008;1;2;76;70;4;48;1;;2;2;3;;1;1;;;;;;;;;;1;;1;120000;2;1;45;54;9500;95;76;796.396.312.146.696
645008;1;4;76;70;13;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;79;;;;76;796.396.312.146.696
645011;1;2;76;70;52;48;3;;2;260;1;;7;4;;;;;;;;;;1;;2;;2;1;54;97;1810;18;76;972.411.137.830.371
645013;1;1;76;70;4;30;4;;2;4;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;76;682.723.414.647.814
645030;1;7;76;70;28;48;1;;2;32;1;;3;4;;;;;;;;;;1;;2;;2;1;45;45;5233;52;76;954.227.227.718.849
645030;1;8;76;70;4;48;1;;2;4;1;;6;1;;;;;;;;;;1;;2;;2;1;39;39;9301;93;76;954.227.227.718.849
645041;1;5;76;70;2;48;3;;2;4;3;;1;8;;;;;;;;;;1;;1;150000;2;1;54;54;9500;95;76;118.722.471.985.355
645044;1;2;76;70;52;48;1;;2;50;1;;9;9;ES COTIZANTE;;;1;;;;;;;;2;;2;1;55;94;2899;28;76;710.662.789.920.683
645044;1;3;76;70;15;15;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;76;710.662.789.920.683
645049;1;2;76;70;8;8;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;59;;;;76;702.981.511.574.896
645050;1;4;76;70;2;24;1;;2;4;1;;2;8;;;;;;;;;;1;;1;20000;2;1;95;77;1551;15;76;755.782.741.471.504
645054;1;1;76;70;16;48;1;;2;16;1;;3;4;;;;;;;;;;1;;2;;2;1;81;81;3611;36;76;70.041.754.717.602
645063;1;2;76;70;24;48;1;;2;4;4;;9;2;;;;;;;;;;1;;1;120000;2;1;45;45;9242;92;76;884.129.397.759.044
645077;1;1;76;70;32;48;1;;2;32;1;;6;4;;;;;;;;;;1;;2;;2;1;1;13;8046;80;76;877.327.539.727.476
645084;2;1;76;70;26;45;1;;2;26;4;;1;1;;;;;;;;;1;;ES PENSIONADO;2;;2;1;98;98;6031;60;76;702.223.365.327.692
645086;1;6;76;70;6;30;1;;2;4;1;;2;4;;;;;;;;;;1;;1;40000;2;1;62;97;3699;36;76;196.577.639.652.127
645087;1;3;76;70;52;46;1;;2;53;1;;2;1;;;;;;;;;;1;;2;;2;1;85;97;6042;60;76;377.032.584.655.475
645089;1;2;76;70;13;84;1;;2;13;1;;8;8;;;;;;;;;;1;;2;;2;1;3;33;5511;55;76;770.818.532.664.655
645097;1;4;76;70;26;40;1;;2;43;1;;3;9;DE SU BOLSILLO;;;;;;;;;1;;2;;2;1;39;56;7499;74;76;463.790.236.683.738
645102;1;4;76;70;4;48;4;;2;20;3;;1;1;;;;;;;;;;1;;2;;2;1;55;54;9500;95;76;702.031.816.248.252
645105;1;1;76;70;1;45;4;;2;500;2;;9;1;;;;1;;;;;1;;ES PENSIONADO;2;;2;1;93;87;7499;74;76;691.859.777.106.976
645124;1;2;76;70;3;48;1;;2;52;1;;2;1;;;;;1;;;;;;;2;;2;1;33;21;1551;15;76;944.539.284.070.034
645125;1;3;76;70;3;48;1;;2;52;1;;4;4;;;;;;;;;;1;;2;;2;1;45;59;5511;55;76;855.170.352.567.543
645125;1;9;76;70;8;48;1;;2;5;1;;2;1;;;;;;;;;;1;;1;120000;2;1;84;85;4543;45;76;855.170.352.567.543
645140;3;1;76;70;104;48;4;;2;104;4;;1;2;;;;;;;;;1;;ES PENSIONADO;2;;2;1;13;98;6031;60;76;964.512.108.193.112
645140;4;1;76;70;48;12;2;;2;72;1;;9;4;;;;;;;;;;1;;2;;2;1;85;44;8519;85;76;964.512.108.193.112
645158;1;2;76;70;200;8;1;;2;200;1;;9;2;;;;;;;;;;1;;2;;2;1;33;37;3410;34;76;836.017.658.276.047
645334;1;2;5;70;8;48;5;;2;4;1;;2;2;;;;;;;1;;;;;1;700000;2;1;41;41;1551;15;5;822.690.971.169.832
645337;1;5;5;70;1;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;5;76.527.378.499.308
645350;1;3;5;70;3;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;33;;;;5;730.836.851.401.569
645403;1;2;5;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;5;721.023.984.528.435
645425;1;1;5;70;20;48;1;;2;16;1;;3;1;;;;;;;;;;1;;2;;2;1;93;93;0;0;5;583.862.923.671.415
645425;1;2;5;70;35;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;79;;;;5;583.862.923.671.415
645453;1;4;5;70;4;36;1;;2;12;1;;2;1;;;;;;;;;;1;;2;;2;1;83;83;2811;28;5;621.950.977.206.091
645458;1;7;5;70;24;48;1;;2;72;1;;2;1;;;;;;;;;;1;;2;;2;1;95;97;2929;29;5;56.272.550.480.826
645492;1;1;5;70;13;40;3;;2;13;3;;1;1;;;;;;;;;;1;;1;80000;2;1;54;54;9500;95;5;60.047.088.069.042
645492;1;2;5;70;13;24;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;39;;;;5;60.047.088.069.042
645500;1;2;5;70;2;50;1;;2;2;1;;5;1;;;;;;;;;;1;;1;461500;2;1;39;39;5249;52;5;751.396.199.184.537
645500;1;7;5;70;54;50;1;;2;17;1;;4;4;;;;;;;;;;1;;2;;2;1;58;95;4521;45;5;751.396.199.184.537
645527;1;1;5;70;1;48;1;;2;1;1;;3;2;;;;;;;;;;1;;1;461500;2;1;33;75;1750;17;5;503.068.162.482.042
645537;1;5;5;70;16;48;1;;2;18;1;;9;2;;;;;;;;;;1;;2;;2;1;34;34;6421;64;5;685.499.597.818.576
645544;1;2;5;70;16;48;1;;2;100;1;;2;2;;;;;;;;;;1;;2;;2;1;45;45;5243;52;5;719.532.615.186.923
645601;1;3;11;70;4;48;1;;2;8;1;;9;7;;;;;;;;;;1;;2;;2;1;33;33;5211;52;11;247.286.024.516.097
645625;1;2;11;70;24;48;1;;2;128;1;;8;5;;;;;;;;;;1;;2;;2;1;45;45;9212;92;11;191.507.341.890.196
645638;1;2;11;70;16;48;1;;2;16;1;;4;7;;;;;;;;;;1;;2;;2;1;37;93;4552;45;11;222.159.367.305.021
645652;1;2;11;70;11;48;1;;2;48;1;;2;4;;;;;;;;;;1;;2;;2;1;33;45;5219;52;11;204.071.364.724.596
645653;1;4;11;70;1;48;1;;2;1;1;;9;1;;;;;1;;;;;;;1;600000;2;1;21;58;7492;74;11;235.812.387.685.796
645658;1;2;11;70;3;48;1;;2;4;1;;8;1;;;1;;;;;;;;;1;500000;2;1;84;84;6041;60;11;262.168.803.006.583
645668;1;3;11;70;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;11;199.965.627.905.638
645693;1;4;11;70;3;40;1;;2;4;1;;6;3;;;;;;;;;;1;;1;1100000;2;1;21;50;5511;55;11;206.796.529.840.314
645726;1;2;11;70;3;20;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;11;187.419.705.777.996
645963;2;1;68;70;17;48;4;;2;17;4;;1;1;;;;;;;;;;1;;2;;2;1;80;80;1921;19;68;208.245.707.890.041
645963;2;2;68;70;4;48;1;;2;6;1;;3;1;;;;;;;;;;1;;2;;2;1;45;38;6421;64;68;208.245.707.890.041
645965;1;2;68;70;3;42;1;;2;16;1;;5;6;;;;;;;;;;1;;2;;2;1;80;80;1921;19;68;418.574.767.706.182
645965;2;3;68;70;5;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;68;418.574.767.706.182
645965;3;3;68;70;4;48;1;;2;12;1;;7;1;;;;;1;;;;;;;2;;2;1;80;80;1921;19;68;418.574.767.706.182
645965;3;5;68;70;4;48;1;;2;20;1;;7;4;;;;;;;;;;1;;2;;2;1;80;80;1921;19;68;418.574.767.706.182
645965;5;2;68;70;8;60;1;;2;20;1;;6;1;;;;;;;;;;1;;2;;2;1;80;80;1921;19;68;418.574.767.706.182
645987;1;2;76;70;4;56;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;97;;;;76;773.692.640.993.427
645990;1;2;76;70;156;77;4;;2;26;1;;2;4;;;;;;;;;;1;;2;;2;1;19;45;5239;52;76;836.017.658.276.047
646019;1;6;5;70;20;48;1;;2;20;1;;9;2;;;;;;;;;;1;;2;;2;1;75;75;1730;17;5;740.056.905.447.328
646031;1;3;5;70;12;48;1;;2;3;1;;9;1;;;;;;;;;;1;;2;;2;1;37;37;6421;64;5;760.457.312.857.028
646032;1;4;5;70;4;48;1;;2;16;1;;9;1;;;;;;;;;;1;;2;;2;1;80;80;1921;19;5;953.500.346.298.667
646035;1;2;5;70;52;72;1;;2;156;1;;9;1;;;;;;;;;;1;;2;;2;1;45;39;6042;60;5;869.362.794.061.982
646051;1;3;5;70;3;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;5;771.761.549.071.674
646052;1;3;5;70;2;48;1;;2;2;1;;9;1;;;;;;;;;;1;;1;465500;2;1;3;3;3220;32;5;719.532.615.186.923
646057;1;2;5;70;4;48;4;;2;48;5;;2;1;;;;;;;;;;1;;2;;2;1;51;21;9241;92;5;721.952.418.946.479
646062;1;8;5;70;4;48;1;;2;16;1;;9;4;;;;;;;;;;1;;2;;2;1;33;33;5521;55;5;711.683.829.918.716
646069;1;2;5;70;72;24;1;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;1;45;45;5234;52;5;152.091.462.571.406
646082;1;2;5;70;12;48;1;;2;12;1;;9;2;;;;;;;;;;1;;2;;2;1;58;58;8511;85;5;151.030.718.410.534
646083;1;3;5;70;12;48;1;;2;12;3;;1;4;;;;;;;;;;1;;2;;2;1;57;54;9500;95;5;691.424.132.911.026
646085;1;2;5;70;12;48;1;;2;96;1;;3;4;;;;;;;;;;1;;2;;2;1;5;39;5133;51;5;771.761.549.071.674
646085;1;3;5;70;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;5;771.761.549.071.674
646100;1;4;5;70;24;50;1;;2;26;1;;9;1;;;;;;;;;;1;;2;;2;1;79;79;1810;18;5;671.651.595.851.264
646101;1;4;5;70;2;60;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;51;;;;5;719.224.286.291.071
646101;1;5;5;70;2;50;4;;2;24;1;;3;1;;;;;;;;;;1;;2;;2;1;53;45;5233;52;5;719.224.286.291.071
646102;1;1;5;70;15;50;4;;2;18;4;;2;4;;;;;;;;;;1;;2;;2;1;93;93;4552;45;5;72.174.844.503.426
646102;1;3;5;70;30;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;83;;;;5;72.174.844.503.426
646103;1;2;5;70;52;48;1;;2;1;1;;4;1;;;;;;;;;;1;;2;;2;1;79;53;5521;55;5;777.065.269.876.033
646105;1;3;5;70;36;50;1;;2;36;1;;9;4;;;;;;;;;;1;;1;80000;2;1;85;84;3410;34;5;773.121.271.550.104
646105;1;4;5;70;24;40;2;;2;88;1;;3;4;;;;;;;;;;1;;2;;2;1;58;45;5234;52;5;773.121.271.550.104
646105;1;5;5;70;32;48;1;;2;32;1;;5;4;;;;;;;;;;1;;1;110000;2;1;34;34;2899;28;5;773.121.271.550.104
646106;1;4;5;70;9;48;1;;2;15;1;;3;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;5;747.013.227.112.881
646114;1;2;5;70;16;48;1;;2;12;4;;6;1;;;;;;;;;;1;;1;250000;2;1;39;39;9214;92;5;669.055.110.058.938
646116;1;2;5;70;200;48;1;;2;200;1;;9;2;;;;;;;;;;1;;2;;2;1;19;19;7492;74;5;76.663.674.803.977
646145;1;1;8;70;10;30;4;;2;28;4;;1;8;;;;;;;;;;1;;2;;2;1;55;45;5261;52;8;488.352.770.933.047
646146;1;1;8;70;6;48;5;;2;24;4;;1;4;;;;;;;;;;1;;2;;2;1;21;12;7411;74;8;397.268.883.624.784
646152;2;2;8;70;4;48;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;41;;;;8;41.483.065.745.669
646155;1;3;8;70;12;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;37;;;;8;411.782.734.615.214
646174;1;2;8;70;24;48;1;;2;380;1;;4;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;494.160.448.641.201
646178;1;3;8;70;16;48;1;;2;68;1;;7;4;;;;;;;;;;1;;2;;2;1;45;37;1810;18;8;554.670.482.059.903
646183;1;5;8;70;8;56;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;58;58;6512;65;8;491.061.447.003.723
646187;1;3;8;70;12;50;1;;2;12;1;;3;2;;;;;;;;;;1;;2;;2;1;45;45;5231;52;8;458.033.557.632.523
646191;1;2;8;70;52;48;1;;2;52;1;;3;4;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;458.137.684.081.534
646193;1;2;8;70;52;48;1;;2;52;1;;7;4;;;;;;;;;;1;;2;;2;1;45;45;5249;52;8;478.590.357.604.014
646196;1;4;8;70;12;48;1;;2;14;1;;7;1;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;395.741.608.134.883
646198;1;9;8;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;425.072.897.845.821
646203;1;1;8;70;8;48;4;;2;9;1;;8;2;;;;;;;;;;1;;2;;2;1;96;77;1594;15;8;371.228.744.354.535
646204;1;2;8;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;453.807.247.849.566
646207;1;3;8;70;12;48;1;;2;14;1;;4;4;;;;;;;;;;1;;2;;2;1;39;39;5234;52;8;436.802.443.830.546
646222;1;2;8;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;33;;;;8;514.317.281.268.269
646226;1;3;8;70;6;48;1;;2;5;1;;7;4;;;;;;;;;;1;;2;;2;1;19;15;6423;64;8;459.123.118.752.823
646228;1;2;8;70;16;48;1;;2;20;1;;8;1;;;;;;;;;;1;;2;;2;1;13;13;8045;80;8;48.045.835.900.381
646228;1;3;8;70;96;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;7;;;;8;48.045.835.900.381
646232;1;2;8;70;96;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;33;;;;8;477.787.671.273.619
646232;1;4;8;70;48;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;8;477.787.671.273.619
646234;1;2;8;70;96;48;1;;2;100;4;;4;4;;;;;;;;;;1;;2;;2;1;45;95;4521;45;8;451.806.773.437.895
646234;1;3;8;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;451.806.773.437.895
646240;1;4;8;70;48;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;21;;;;8;514.392.910.203.297
646241;1;2;8;70;12;48;1;;2;14;1;;9;1;;;;;;;;;;1;;2;;2;1;2;2;4521;45;8;47.667.729.670.118
646242;1;8;8;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;79;;;;8;5.233.119.829.681
646257;1;1;11;70;90;48;1;;2;90;1;;2;4;;;;;;;;;;1;;2;;2;1;45;44;7020;70;11;304.748.757.716.768
646260;1;5;11;70;8;40;1;;2;8;2;;9;8;;;;;;;;;;1;;2;;2;1;58;58;7522;75;11;13.832.287.302.077
646278;1;5;11;70;4;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;11;200.010.765.602.453
646286;1;1;11;70;12;48;1;;2;92;1;;6;6;;;;;;;;;;1;;2;;2;1;2;94;1541;15;11;243.799.006.173.414
646299;1;2;11;70;4;40;1;;2;4;1;;6;2;;;;;;;;;;1;;1;120000;2;1;3;3;7421;74;11;17.804.933.261.399
646303;1;2;11;70;48;48;1;;2;96;1;;8;1;;;1;;;;;;;;;2;;2;1;32;44;6421;64;11;228.811.224.941.666
646305;1;1;11;70;2;48;4;;2;2;4;;1;2;;;;;;;;;;1;;2;;2;1;87;87;4541;45;11;213.896.092.394.148
646310;1;1;11;70;12;84;1;;2;12;1;;4;8;;;;;;;;;;1;;2;;2;1;45;53;5530;55;11;214.783.148.327.932
646322;1;2;11;70;16;48;1;;2;15;1;;2;1;;;;;;;;;;1;;2;;2;1;38;39;7412;74;11;184.285.416.916.024
646326;1;1;11;70;8;48;1;;2;8;1;;2;1;;;;;;;;;;1;;1;140000;2;1;98;98;6021;60;11;215.900.852.241.755
646343;1;4;11;70;4;40;1;;2;8;1;;9;1;;;1;;;;;;;;;2;;2;1;13;13;8050;80;11;223.427.409.149.428
646354;1;2;11;70;20;48;1;;2;72;1;;6;2;;;;;;;;;;1;;2;;2;1;79;37;7430;74;11;151.703.657.573.454
646355;2;1;11;70;50;48;1;;2;55;1;;2;4;;;;;;;;;;1;;2;;2;1;58;62;7020;70;11;231.536.390.057.384
646364;1;8;11;70;12;60;4;;2;12;4;;1;1;;;;;;;;;;1;;2;;2;1;98;98;6031;60;11;22.975.283.979.943
646375;1;1;11;70;4;48;1;;2;4;1;;5;6;;;;;;;;;;1;;1;76000;2;1;53;97;7495;74;11;254.969.731.268.097
646382;1;1;11;70;12;48;4;;2;150;4;;1;1;;;;;;;;;;1;;2;;2;1;45;97;6310;63;11;18.020.443.039.218
646382;1;3;11;70;12;24;1;;2;24;4;;9;1;;;;;;;;;;1;;2;;2;1;13;39;8050;80;11;18.020.443.039.218
646383;1;2;11;70;28;48;1;;2;28;3;;1;9;CARTA DE DESPLAZADOS;;;;;;;;;1;;2;;2;1;55;58;9500;95;11;199.965.627.905.638
646383;1;3;11;70;12;24;1;;2;12;3;;1;9;CARTA DE DESPLAZADOS;;;;;;;;;1;;2;;2;1;45;54;9500;95;11;199.965.627.905.638
646383;1;4;11;70;12;8;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;11;199.965.627.905.638
