DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
616267;1;3;73;80;1;1;6;;2;;2;;;;;2;2;1;73;170.567.126.083.855
616269;1;2;73;80;1;1;2;;2;;2;;;1;;9;1;1;73;214.645.051.744.212
616270;1;2;73;80;1;4;2;;2;;2;;;1;;9;1;1;73;212.787.565.039.232
616273;1;2;73;80;1;3;8;CAMBIO DE DOMICILIO;2;;2;;;;;4;2;1;73;199.261.605.363.943
616274;1;1;73;80;1;4;5;;2;;2;;;;;9;2;1;73;224.419.405.331.262
616274;1;2;73;80;1;4;4;;3;;2;;;4;;4;1;1;73;224.419.405.331.262
616275;1;3;73;80;1;1;1;;2;;1;54000;;;;2;2;1;73;229.097.434.211.446
616276;1;2;73;80;2;;;;2;;2;;2;;.;;;1;73;141.692.111.445.496
616279;1;1;73;80;2;;;;3;;2;;2;;.;;;1;73;134.818.998.691.648
616281;1;2;73;80;1;4;3;;3;;2;;;;;4;2;1;73;190.709.300.002.305
616282;1;7;73;80;1;4;8;FUE DESPLAZADA;2;;2;;;;;3;2;1;73;198.955.407.087.397
616286;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;219.966.876.069.627
616286;1;4;73;80;2;;;;2;;2;;2;;.;;;1;73;219.966.876.069.627
616290;1;4;73;80;2;;;;2;;2;;2;;.;;;1;73;186.114.290.928.333
616291;1;1;73;80;1;4;2;;2;;2;;;;;9;2;1;73;226.998.368.230.746
616292;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;133.482.637.038.684
616294;1;1;73;80;1;1;3;;2;;1;2800000;;;;4;2;1;73;199.261.605.363.943
616295;1;1;73;80;1;3;4;;3;;2;;;;;10;2;1;73;190.709.300.002.305
616298;1;1;73;80;2;;;;2;;2;;2;;.;;;1;73;201.979.131.886.479
616298;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;201.979.131.886.479
616303;1;3;73;80;2;;;;3;;2;;2;;.;;;1;73;348.448.469.057.521
616306;1;4;73;80;2;;;;2;;2;;2;;.;;;1;73;24.334.487.008.124
616307;1;3;73;80;1;3;1;;2;;2;;;;;2;2;1;73;197.925.243.710.979
616308;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;157.041.166.408.566
616309;1;1;73;80;1;4;4;;3;;2;;;;;10;2;1;73;18.055.772.404.323
616309;1;2;73;80;1;3;7;;2;;2;;;3;;9;1;1;73;18.055.772.404.323
616310;1;3;73;80;1;1;1;;2;;2;;;;;2;2;1;73;199.782.730.415.958
616311;1;5;73;80;1;1;7;;2;;2;;;;;2;2;1;73;175.023.571.534.775
616313;1;2;73;80;2;;;;2;;2;;2;;.;;;1;73;205.178.319.301.362
616313;1;4;73;80;2;;;;2;;2;;2;;.;;;1;73;205.178.319.301.362
616314;1;3;73;80;1;4;3;;2;;2;;;;;4;2;1;73;133.482.637.038.684
616319;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;24.067.214.677.531
616319;1;4;73;80;2;;;;2;;2;;2;;.;;;1;73;24.067.214.677.531
616319;1;5;73;80;2;;;;2;;2;;2;;.;;;1;73;24.067.214.677.531
616320;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;219.966.876.069.627
616320;1;4;73;80;2;;;;2;;2;;2;;.;;;1;73;219.966.876.069.627
616321;1;2;73;80;1;3;2;;2;;2;;;;;9;2;1;73;442.606.475.445.183
616321;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;442.606.475.445.183
616323;1;2;73;80;1;1;7;;2;;2;;;;;2;2;1;73;419.269.529.504.565
616323;1;3;73;80;1;2;1;;2;;2;;;;;2;2;1;73;419.269.529.504.565
616326;1;1;73;80;2;;;;2;;2;;2;;.;;;1;73;171.246.630.543.141
616329;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;198.364.932.868.108
616329;1;4;73;80;1;1;1;;2;;2;;;;;2;2;1;73;198.364.932.868.108
616329;2;1;73;80;1;4;3;;2;;2;;;3;;4;1;1;73;198.364.932.868.108
616330;1;2;73;80;1;4;2;;2;;2;;;;;9;2;1;73;372.505.709.102.769
616331;1;1;73;80;1;4;2;;2;;2;;;;;8;2;1;73;38.141.860.000.461
616332;1;2;73;80;1;2;8;POR EMBARAZO;2;;2;;;;;9;2;1;73;46.074.550.389.392
616333;1;1;73;80;1;2;2;;2;;2;;;;;8;2;1;73;30.904.349.953.488
616333;1;2;73;80;1;3;2;;2;;2;;;;;9;2;1;73;30.904.349.953.488
616333;2;6;73;80;1;2;3;;2;;2;;;;;4;2;1;73;30.904.349.953.488
616335;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;23.482.919.739.788
616338;1;2;73;80;1;4;2;;2;;2;;;4;;8;1;1;73;149.825.222.699.892
616339;1;4;73;80;1;4;3;;2;;2;;;;;4;2;1;73;240.765.907.181.755
616340;1;1;73;80;1;4;2;;2;;2;;;;;8;2;1;73;232.213.601.820.117
616340;1;2;73;80;1;4;4;;3;;2;;;;;8;2;1;73;232.213.601.820.117
616340;1;3;73;80;1;4;4;;3;;2;;;;FALTA DE RECURSOS ECONOMICOS PARA INSTALAR UN NEGOCIO;12;2;1;73;232.213.601.820.117
616341;1;1;73;80;1;1;3;;2;;2;;;;;4;2;1;73;171.246.630.543.141
616342;1;1;73;80;1;4;4;;3;;2;;;3;INFORMA QUE NO LO OCUPAN POR SU INCAPACIDAD EN LA MANO;12;1;1;73;23.482.919.739.788
616342;1;3;73;80;2;;;;2;;2;;2;;.;;;1;73;23.482.919.739.788
616343;1;1;73;80;1;3;5;;2;;2;;;;;8;2;1;73;190.709.300.002.305
616343;1;2;73;80;1;4;4;;3;;2;;;;;10;2;1;73;190.709.300.002.305
616344;1;2;76;80;1;4;6;;2;;2;;;;;2;2;1;76;543.457.112.571.958
616347;1;2;76;80;1;1;7;;2;;2;;;;;2;2;1;76;696.946.633.925.244
616348;1;1;76;80;1;3;2;;2;;2;;;;;9;2;1;76;717.354.465.148.247
616349;1;2;76;80;1;3;7;;2;;2;;;1;;9;1;1;76;676.062.580.333
616350;1;13;76;80;2;;;;2;;2;;2;;.;;;1;76;535.276.032.788.229
616351;1;4;76;80;1;2;7;;2;;2;;;;;2;2;1;76;788.405.983.474.507
616351;1;7;76;80;1;2;1;;2;;2;;;;;2;2;1;76;788.405.983.474.507
616353;1;1;76;80;1;4;4;;3;;2;;;;;8;2;1;76;498.288.013.860.307
616353;2;2;76;80;2;;;;2;;2;;2;;.;;;1;76;498.288.013.860.307
616356;1;1;76;80;2;;;;2;;2;;2;;.;;;1;76;79.632.417.048.732
616357;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;641.302.793.986.205
616358;1;1;76;80;1;4;7;;2;;2;;;;EL ESPOSO NO LA DEJA;12;2;1;76;889.879.405.961.008
616364;1;1;76;80;1;4;4;;2;;2;;;;;10;2;1;76;498.963.552.120.356
616364;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;498.963.552.120.356
616366;1;5;76;80;2;;;;2;;2;;2;;.;;;1;76;712.827.647.046.704
616367;1;1;76;80;1;1;7;;2;;1;300000;;;ESTA ESPERANDO EL GRADO;12;2;1;76;688.743.620.807.929
616368;1;1;76;80;1;1;8;POR HECHOS DE VIOLENCIA SE CAMBIO DE CIUDAD;2;;2;;;1;NO LE PRESTARON;12;1;1;76;126.959.449.279.893
616368;1;4;76;80;1;1;7;;2;;1;100000;;;CAMBIO DE CIUDAD;12;2;1;76;126.959.449.279.893
616369;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;146.704.341.273.984
616371;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;172.510.285.112.954
616372;1;1;76;80;1;1;6;;2;;2;;;;;8;2;1;76;543.457.112.571.958
616373;1;1;76;80;1;4;2;;2;;2;;;;;8;2;1;76;578.796.590.370.893
616373;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;578.796.590.370.893
616373;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;578.796.590.370.893
616374;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;498.963.552.120.356
616375;1;1;76;80;1;1;3;;2;;2;;;1;ACCIDENTE;12;1;1;76;815.722.109.029.166
616376;1;2;76;80;1;2;5;;2;;2;;;;;9;2;1;76;818.130.156.092.314
616377;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;700.505.125.651.134
616377;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;700.505.125.651.134
616378;1;5;76;80;2;;;;2;;2;;2;;.;;;1;76;716.672.366.872.807
616379;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;667.813.827.118.253
616380;1;3;76;80;1;4;3;;2;;2;;;;;4;2;1;76;855.498.857.110.198
616380;1;4;76;80;1;3;2;;2;;2;;;;;9;2;1;76;855.498.857.110.198
616382;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;769.739.962.725.062
616384;1;2;76;80;1;3;2;;2;;2;;;;;9;2;1;76;641.302.793.986.205
616384;2;1;76;80;1;4;4;;3;;2;;;;;8;2;1;76;641.302.793.986.205
616385;1;1;76;80;1;4;6;;3;;2;;;;;8;2;1;76;576.473.693.290.745
616386;1;1;76;80;1;3;4;;3;;2;;;;;8;2;1;76;590.303.685.947.865
616386;1;2;76;80;1;3;5;;2;;2;;;1;;1;1;1;76;590.303.685.947.865
616388;1;1;76;80;1;4;4;;3;;2;;;;;8;2;1;76;281.764.805.756.863
616388;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;281.764.805.756.863
616390;1;1;76;80;1;4;4;;3;;2;;;;;8;2;1;76;124.259.503.790.034
616391;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;196.147.303.923.275
616391;1;4;76;80;1;2;2;;2;;2;;;;;9;2;1;76;196.147.303.923.275
616394;1;1;76;80;1;4;4;;3;;2;;;;;8;2;1;76;207.311.004.518.736
616394;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;207.311.004.518.736
616395;1;2;76;80;1;2;2;;2;;2;;;;;9;2;1;76;290.064.774.321.906
616398;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;129.853.404.418.112
616399;1;2;76;80;1;4;2;;2;;2;;;;;8;2;1;76;102.850.402.957.164
616399;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;102.850.402.957.164
616400;1;1;76;80;1;4;4;;3;;2;;;;;8;2;1;76;121.642.784.457.655
616400;1;2;76;80;1;4;3;;2;;2;;;;;4;2;1;76;121.642.784.457.655
616400;1;6;76;80;2;;;;2;;2;;2;;.;;;1;76;121.642.784.457.655
616401;1;1;76;80;1;4;6;;2;;2;;;;;8;2;1;76;116.944.489.301.098
616401;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;116.944.489.301.098
616404;1;2;76;80;2;;;;2;;2;;1;1;;2;;1;76;108.691.422.514.392
616407;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;166.859.479.462.797
616409;1;1;76;80;1;4;6;;2;;2;;;4;;8;1;1;76;613.048.765.735.421
616413;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;716.997.649.058.713
616414;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;568.242.122.495.221
616414;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;568.242.122.495.221
616414;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;568.242.122.495.221
616414;1;9;76;80;2;;;;2;;2;;2;;.;;;1;76;568.242.122.495.221
616416;1;2;76;80;1;4;3;;2;;2;;;;;4;2;1;76;498.963.552.120.356
616419;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;753.572.721.503.389
616423;1;1;76;80;2;;;;2;;2;;2;;.;;;1;76;66.223.258.767.588
616424;1;2;76;80;1;4;7;;2;;2;;;;;9;2;1;76;244.618.164.317.145
616424;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;244.618.164.317.145
616424;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;244.618.164.317.145
616425;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;156.541.105.662.076
616426;1;5;76;80;1;2;3;;2;;2;;;;;4;2;1;76;152.355.146.924.141
616427;1;1;76;80;1;4;3;;3;;2;;;;;4;2;1;76;176.905.531.550.064
616427;1;2;76;80;1;4;6;;2;;1;30000;;;;4;2;1;76;176.905.531.550.064
616430;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;290.064.774.321.906
616431;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;149.598.296.412.203
616432;1;2;76;80;1;1;5;;2;;2;;;1;;9;1;1;76;129.853.404.418.112
616432;1;3;76;80;1;4;2;;2;;2;;;;;9;2;1;76;129.853.404.418.112
616433;2;2;76;80;1;1;2;;2;;2;;;;;9;2;1;76;150.065.447.629.004
616434;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;121.412.695.525.106
616434;1;2;76;80;1;1;7;;2;;2;;;;;1;2;1;76;121.412.695.525.106
616434;1;3;76;80;1;4;6;;2;;2;;;4;;8;1;1;76;121.412.695.525.106
616434;1;4;76;80;1;3;3;;2;;2;;;;;4;2;1;76;121.412.695.525.106
616436;1;1;76;80;1;4;6;;3;;2;;;;;11;2;1;76;701.709.186.393.247
616436;1;5;76;80;1;4;3;;2;;2;;;;;4;2;1;76;701.709.186.393.247
616438;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;150.714.544.300.678
616439;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;676.016.840.235.569
616440;1;2;76;80;1;4;7;;2;;2;;;;;1;2;1;76;498.963.552.120.356
616441;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;591.182.464.504.072
616442;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;754.451.500.059.596
616443;1;1;76;80;1;4;4;;3;;2;;;;;10;2;1;76;498.963.552.120.356
616444;1;2;76;80;1;4;7;;2;;2;;;;;9;2;1;76;789.790.977.858.531
616444;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;789.790.977.858.531
616444;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;789.790.977.858.531
616447;1;5;76;80;2;;;;2;;2;;2;;.;;;1;76;60.833.195.336.485
616449;1;1;76;80;1;4;2;;3;;2;;;;;8;2;1;76;617.651.209.202.503
616450;1;3;76;80;1;1;7;;2;;1;5000;;;;8;2;1;76;902.715.444.538.502
616450;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;902.715.444.538.502
616450;1;5;76;80;2;;;;2;;2;;2;;.;;;1;76;902.715.444.538.502
616451;1;1;76;80;2;;;;2;;2;;2;;.;;;1;76;534.604.518.648.313
616451;1;2;76;80;1;4;7;;3;;2;;;;;10;2;1;76;534.604.518.648.313
616454;1;2;76;80;1;1;3;;2;;1;120000;;;;4;2;1;76;7.543.210.951.959
616454;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;7.543.210.951.959
616455;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;824.722.488.262.513
616455;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;824.722.488.262.513
616457;2;1;76;80;1;1;7;;3;;1;200000;;;;8;2;1;76;459.767.740.539.429
616460;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;853.861.287.889.076
616461;2;1;76;80;1;1;3;;2;;2;;;;;4;2;1;76;551.699.062.820.763
616462;1;1;76;80;1;4;4;;3;;2;;;;;10;2;1;76;663.585.512.915.559
616462;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;663.585.512.915.559
616463;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;716.160.212.763.491
616464;1;1;76;80;1;4;4;;3;;2;;;;;10;2;1;76;498.963.552.120.356
616464;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;498.963.552.120.356
616465;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;769.739.962.725.062
616468;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;128.784.955.634.084
616471;1;1;76;80;1;4;6;;2;;2;;;;;6;2;1;76;165.218.876.839.334
616471;1;2;76;80;1;3;2;;2;;2;;;;;9;2;1;76;165.218.876.839.334
616472;1;1;76;80;1;4;4;;3;;2;;;;;10;2;1;76;111.108.779.920.214
616475;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;600.083.200.150.103
616477;1;1;76;80;1;4;4;;3;;2;;;;;10;2;1;76;66.223.258.767.588
616479;1;1;76;80;1;3;3;;2;;2;;;;;4;2;1;76;576.473.693.290.745
616480;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;639.487.507.888.324
616484;1;3;76;80;1;3;1;;2;;2;;;;;2;2;1;76;769.739.962.725.062
616484;1;4;76;80;2;;;;2;;2;;1;1;;1;;1;76;769.739.962.725.062
616485;1;2;76;80;1;1;2;;2;;2;;;;;4;2;1;76;696.946.633.925.244
616487;1;2;76;80;1;2;2;;2;;2;;;;;9;2;1;76;761.318.825.159.505
616488;1;1;76;80;1;1;0;;2;;1;20000;;1;;4;1;1;76;696.946.633.925.244
616489;1;1;76;80;1;4;6;;2;;2;;;2;FALTA DE DINERO;12;1;1;76;65.173.609.748.111
616489;2;2;76;80;1;3;5;;2;;2;;;3;PIDEN EXPERIENCIA Y NO LA TIENE;12;1;1;76;65.173.609.748.111
616491;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;860.097.443.342.043
616492;1;7;76;80;2;;;;2;;2;;1;1;;2;;1;76;875.331.747.795.425
616493;1;1;76;80;1;3;3;;2;;2;;;1;;4;1;1;76;498.963.552.120.356
616495;1;3;76;80;1;1;8;PROBLEMAS PERSONALES;2;;1;98;;;PROBLEMAS PERSONALES;12;2;1;76;812.788.498.398.126
616495;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;812.788.498.398.126
616495;1;5;76;80;1;3;5;;2;;2;;;;EL ESPOSO NO LO DEJO;12;2;1;76;812.788.498.398.126
616496;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;719.866.115.987.681
616496;1;3;76;80;1;3;3;;2;;2;;;;;4;2;1;76;719.866.115.987.681
616497;1;2;76;80;1;1;6;;2;;2;;;;FALTA DE PAPELES;12;2;1;76;76.559.089.958.364
616498;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;86.670.474.084.349
616500;1;5;76;80;1;4;2;;2;;2;;;;;9;2;1;76;607.407.434.711.211
616503;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;806.043.369.063.203
616504;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;67.378.036.590.729
616507;1;3;76;80;1;3;1;;2;;2;;;;;2;2;1;76;666.338.100.269.605
616508;1;2;76;80;1;4;2;;3;;2;;;;;9;2;1;76;584.722.446.505.492
616512;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;854.348.412.447.456
616513;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;373.728.059.017.854
616513;1;2;76;80;1;1;7;;2;;2;;;;;9;2;1;76;373.728.059.017.854
616513;1;3;76;80;1;4;2;;2;;2;;;;;11;2;1;76;373.728.059.017.854
616514;1;2;76;80;2;;;;2;;2;;1;3;;4;;1;76;929.278.122.203.887
616515;1;1;76;80;1;4;3;;3;;2;;;3;;4;1;1;76;66.223.258.767.588
616516;1;1;76;80;1;4;4;;3;;2;;;;;11;2;1;76;612.976.474.756.276
616516;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;612.976.474.756.276
616517;1;1;76;80;1;3;6;;3;;2;;;;;8;2;1;76;498.963.552.120.356
616517;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;498.963.552.120.356
616518;1;2;76;80;1;4;3;;2;;2;;;;;4;2;1;76;451.238.200.188.243
616519;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;498.963.552.120.356
616522;1;1;76;80;1;4;4;;2;;2;;;;;4;2;1;76;790.108.871.554.426
616522;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;790.108.871.554.426
616523;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;603.523.660.799.416
616523;1;7;76;80;2;;;;2;;2;;2;;.;;;1;76;603.523.660.799.416
616524;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;639.487.507.888.324
616526;2;3;76;80;2;;;;2;;2;;2;;.;;;1;76;801.661.606.825.257
616526;2;6;76;80;2;;;;2;;2;;2;;.;;;1;76;801.661.606.825.257
616527;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;886.440.984.646.112
616528;1;1;76;80;1;4;3;;2;;2;;;;;4;2;1;76;675.101.659.158.927
616529;1;1;76;80;1;4;7;;1;2;2;;;;;8;2;1;76;652.453.073.473.642
616529;1;2;76;80;1;1;4;;2;;1;2000000;;;ESTA EN VUELTAS PARA DESVINCULACION POR JUBILACION;12;2;1;76;652.453.073.473.642
616534;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;696.946.633.925.244
616536;1;3;76;80;1;2;7;;1;2;2;;;;;2;2;1;76;680.707.101.724.426
616537;1;1;76;80;1;4;4;;3;;2;;;;;11;2;1;76;584.722.446.505.492
616539;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;604.727.721.541.529
616544;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;555.543.899.601.069
616545;1;2;76;80;1;1;0;;2;;2;;;;VA A ESTUDIAR;12;2;1;76;674.347.857.962.121
616545;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;674.347.857.962.121
616545;1;5;76;80;1;1;7;;2;;2;;;;ESTA ESPERANDO QUE LO  LLAMEN;12;2;1;76;674.347.857.962.121
616548;1;2;76;80;1;3;6;;2;;2;;;2;;9;1;1;76;818.130.156.092.314
616549;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;683.981.068.339.926
616549;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;683.981.068.339.926
616551;1;2;76;80;1;3;3;;1;2;2;;;;;4;2;1;76;815.722.109.029.166
616552;1;5;76;80;1;4;4;;2;;2;;;;;8;2;1;76;64.450.446.962.256
616553;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;741.485.934.474.278
616557;1;2;76;80;1;4;2;;2;;2;;;;;1;2;1;76;637.844.401.546.032
616557;1;4;76;80;1;3;7;;2;;2;;;;;2;2;1;76;637.844.401.546.032
616557;1;6;76;80;1;4;3;;2;;2;;;;;4;2;1;76;637.844.401.546.032
616558;1;2;76;80;1;4;7;;2;;2;;;;;9;2;1;76;931.846.269.348.524
616560;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;704.032.083.473.395
616560;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;704.032.083.473.395
616561;1;1;76;80;1;4;3;;2;;2;;;;;4;2;1;76;667.741.536.139.108
616561;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;667.741.536.139.108
616562;1;1;76;80;2;;;;2;;2;;2;;.;;;1;76;688.743.620.807.929
616564;1;2;76;80;1;2;4;;2;;2;;;;;11;2;1;76;639.487.507.888.324
616564;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;639.487.507.888.324
616566;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;704.388.899.562.929
616566;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;704.388.899.562.929
616567;1;1;76;80;1;2;4;;3;;2;;;;;10;2;1;76;690.486.615.926.664
616568;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;658.151.273.552.034
616569;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;622.167.717.783.054
616569;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;622.167.717.783.054
616569;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;622.167.717.783.054
616569;1;8;76;80;2;;;;2;;2;;2;;.;;;1;76;622.167.717.783.054
616570;1;3;76;80;2;;;;2;;2;;1;1;;11;;1;76;868.464.422.695.516
616571;1;1;76;80;1;4;4;;2;;2;;;;;9;2;1;76;745.908.642.762.696
616571;1;6;76;80;1;1;2;;2;;2;;;;;9;2;1;76;745.908.642.762.696
616571;1;8;76;80;1;1;1;;2;;2;;;;;2;2;1;76;745.908.642.762.696
616571;1;10;76;80;2;;;;2;;2;;1;1;;2;;1;76;745.908.642.762.696
616572;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;452.981.405.816.251
616572;1;2;76;80;1;4;4;;3;;2;;;;;11;2;1;76;452.981.405.816.251
616572;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;452.981.405.816.251
616576;1;2;76;80;1;4;3;;2;;2;;;;;8;2;1;76;709.957.939.607.994
616577;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;769.739.962.725.062
616577;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;769.739.962.725.062
616578;1;1;76;80;2;;;;3;;2;;1;4;;10;;1;76;350.854.593.196.623
616578;1;3;76;80;1;4;2;;1;1;2;;;;;9;2;1;76;350.854.593.196.623
616578;1;4;76;80;1;4;4;;3;;2;;;;;10;2;1;76;350.854.593.196.623
616578;1;5;76;80;2;;;;2;;2;;2;;.;;;1;76;350.854.593.196.623
616579;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;576.473.693.290.745
616580;1;2;76;80;2;;;;2;;2;;1;2;;2;;1;76;571.711.140.822.742
616580;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;571.711.140.822.742
616585;1;1;76;80;1;4;4;;2;;2;;;;;10;2;1;76;498.963.552.120.356
616585;1;2;76;80;1;4;3;;2;;2;;;;;4;2;1;76;498.963.552.120.356
616586;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;754.451.500.059.596
616587;1;5;76;80;2;;;;2;;2;;2;;.;;;1;76;88.260.244.069.824
616588;1;1;76;80;1;2;4;;3;;2;;;;;10;2;1;76;818.130.156.092.314
616588;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;818.130.156.092.314
616589;1;1;76;80;1;4;4;;2;;2;;;;;10;2;1;76;709.957.939.607.994
616590;1;1;76;80;1;4;2;;3;;2;;;;;9;2;1;76;66.223.258.767.588
616594;1;1;76;80;1;4;4;;3;;2;;;;;10;2;1;76;520.712.822.713.236
616594;1;2;76;80;1;4;2;;2;;2;;;;;9;2;1;76;520.712.822.713.236
616594;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;520.712.822.713.236
616596;1;2;76;80;1;4;2;;2;;2;;;4;;4;1;1;76;769.739.962.725.062
616596;1;3;76;80;1;3;7;;2;;2;;;;;2;2;1;76;769.739.962.725.062
616596;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;769.739.962.725.062
616598;1;1;76;80;1;2;4;;3;;2;;;;;4;2;1;76;652.453.073.473.642
616598;1;2;76;80;1;4;7;;1;4;2;;;;;9;2;1;76;652.453.073.473.642
616599;1;1;76;80;1;4;4;;3;;2;;;4;;10;1;1;76;658.151.273.552.034
616599;1;2;76;80;2;;;;2;;2;;2;;.;;;1;76;658.151.273.552.034
616599;1;3;76;80;2;;;;2;;2;;1;1;;2;;1;76;658.151.273.552.034
616601;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;373.728.059.017.854
616602;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;760.242.042.348.194
616602;1;3;76;80;2;;;;2;;2;;2;;.;;;1;76;760.242.042.348.194
616603;1;1;76;80;1;4;2;;2;;2;;;;;9;2;1;76;538.694.560.103.956
616603;1;2;76;80;1;2;2;;2;;2;;;;;9;2;1;76;538.694.560.103.956
616603;1;3;76;80;1;1;7;;2;;2;;;;;2;2;1;76;538.694.560.103.956
616603;1;4;76;80;2;;;;2;;2;;2;;.;;;1;76;538.694.560.103.956
