DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
681239;1;1;73;70;52;48;4;;2;78;1;;8;1;;;;;;;;;;1;;2;;2;1;98;98;6021;60;73;208.003.911.793.755
681239;1;2;73;70;1;60;4;;2;1;4;;1;2;;;;;;;;;;1;;1;60000;2;1;55;55;7493;74;73;208.003.911.793.755
681242;1;1;73;70;104;48;4;;2;520;1;;5;4;;;;;;;;;;1;;2;;2;1;55;32;8041;80;73;203.179.574.006.523
681242;1;2;73;70;26;48;1;;2;26;1;;9;4;;;;;;;;;;1;;2;;2;1;45;45;1594;15;73;203.179.574.006.523
681242;1;3;73;70;2;48;1;;2;2;1;;9;4;;;;;;;;;;1;;1;70000;2;1;45;45;5211;52;73;203.179.574.006.523
681246;1;1;73;70;16;24;1;;2;16;1;;2;2;;;;;;;;;;1;;2;;2;1;59;79;1810;18;73;195.691.808.282.036
681246;1;3;73;70;16;24;1;;2;78;1;;8;2;;;;;;;;;;1;;2;;2;1;34;90;2529;25;73;195.691.808.282.036
681246;1;4;73;70;12;16;1;;2;12;1;;2;2;;;;;;;;;;1;;2;;2;1;38;38;6422;64;73;195.691.808.282.036
681248;1;1;73;70;8;48;4;;2;104;4;;1;1;;;;;;;;;;1;;2;;2;1;43;44;7020;70;73;242.676.906.550.998
681249;1;1;73;70;4;48;1;;2;4;1;;9;4;;;;;;;;;;1;;1;200000;2;1;85;85;4542;45;73;248.573.283.967.875
681249;1;2;73;70;52;48;1;;2;156;1;;9;4;;;;;;;;;;1;;2;;2;1;45;33;6424;64;73;248.573.283.967.875
681251;1;2;73;70;52;48;1;;2;16;1;;3;7;;;;;;;;;;1;;2;;2;1;59;44;7430;74;73;147.559.906.137.229
681253;1;1;73;70;52;24;1;;2;520;1;;9;4;;;;;;;;;;1;;2;;2;1;32;39;6023;60;73;155.884.440.984.426
681253;1;2;73;70;2;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;73;155.884.440.984.426
681255;1;2;73;70;16;48;1;;2;20;4;;9;3;;;;;;;;;;1;;2;;2;1;32;32;7512;75;73;170.748.345.031.731
681257;1;2;73;70;12;24;1;;2;104;4;;1;4;;;;;;;;;;1;;2;;2;1;45;45;5261;52;73;198.478.699.671.406
681260;1;2;73;70;2;48;1;;2;2;4;;1;6;;;;;;;;;;1;;1;200000;2;1;34;45;5261;52;73;208.003.911.793.755
681261;1;2;73;70;52;24;1;;2;52;1;;6;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;73;231.861.119.400.441
681262;1;2;73;70;52;20;1;;2;104;3;;1;1;;;;;;;;;;1;;2;;2;1;45;54;9500;95;73;205.354.505.299.801
681263;1;1;73;70;20;48;4;;2;20;4;;1;1;;;;;;;;;;1;;2;;2;1;98;98;6031;60;73;268.610.501.580.277
681264;1;1;73;70;1;60;8;;2;1;8;;7;2;;;;;;;;;;1;;1;400000;2;1;62;62;130;1;73;13.614.766.662.126
681265;1;1;73;70;2;60;5;;2;2;5;;2;4;;;;;;;;;;1;;1;320000;2;1;95;95;4521;45;73;167.568.886.292.355
681265;1;2;73;70;2;60;4;;2;2;1;;2;4;;;;;;;;;;1;;1;225000;2;1;93;95;4522;45;73;167.568.886.292.355
681266;1;1;73;70;4;66;1;;2;4;1;;2;2;;;;;;;;;;1;;1;130000;2;1;95;95;4521;45;73;207.554.535.827.658
681267;2;4;73;70;8;20;1;;2;16;1;;4;4;;;;;;;;;;1;;2;;2;1;53;53;5521;55;73;108.268.567.909.792
681269;1;2;73;70;4;60;1;;2;4;1;;2;4;;;;;;;;;;1;;2;;2;1;97;97;5241;52;73;241.697.478.339.481
681269;1;3;73;70;4;48;1;;2;104;4;;1;4;;;;;;;;;;1;;2;;2;1;58;41;5233;52;73;241.697.478.339.481
681273;1;1;73;70;8;60;1;;2;8;4;;1;4;;;;;;;;;;1;;2;;2;1;55;53;5521;55;73;146.120.398.392.159
681274;1;2;73;70;16;30;1;;2;36;4;;1;2;;;;;;;;;;1;;2;;2;1;53;56;9301;93;73;267.443.569.657.333
681275;1;1;73;70;26;48;1;;2;78;1;;8;1;;;;;;;;;;1;;2;;2;1;84;84;4530;45;73;330.239.486.404.257
681275;1;3;73;70;12;72;1;;2;16;1;;9;4;;;;;;;;;;1;;2;;2;1;58;58;3430;34;73;330.239.486.404.257
681276;1;1;73;70;12;72;1;;2;12;1;;8;1;;;;;;;;;;1;;2;;2;1;58;58;7492;74;73;286.355.764.752.625
681277;1;1;73;70;20;60;4;;2;156;4;;1;1;;;;;;;;;;1;;2;;2;1;75;98;6031;60;73;206.564.404.048.685
681284;1;1;73;70;28;48;5;;2;28;5;;3;2;;;;;;;;;;1;;2;;2;1;95;95;4521;45;73;221.888.387.629.542
681285;1;3;73;70;52;48;1;;2;27;1;;2;1;;;;;;;;;;1;;2;;2;1;21;45;5231;52;73;153.756.726.803.341
681285;1;4;73;70;24;48;1;;2;70;1;;4;2;;;;;;;;;;1;;2;;2;1;2;3;7250;72;73;153.756.726.803.341
681288;2;1;73;70;4;48;1;;2;12;1;;9;4;;;;;;;;;;1;;2;;2;1;45;45;2423;24;73;229.074.228.011.071
681288;3;1;73;70;1;48;1;;2;2;1;;4;1;;;;;;;;;;1;;1;270000;2;1;79;79;1810;18;73;229.074.228.011.071
681289;1;3;73;70;12;48;3;;2;12;3;;1;7;;;;;;;;;;1;;2;;2;1;54;54;9500;95;73;123.075.040.326.754
681290;1;3;73;70;208;20;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;40;;;;73;242.986.941.304.133
681292;1;2;73;70;20;40;1;;2;20;1;;9;4;;;;;;;;;;1;;2;;2;1;45;79;1810;18;73;226.424.821.517.116
681297;1;2;73;70;4;48;1;;2;4;1;;9;4;;;;;;;;;;1;;1;461500;2;1;32;32;8512;85;73;153.684.410.456.569
681306;1;2;73;70;104;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;73;153.684.410.456.569
681309;1;1;73;70;24;40;1;;2;24;1;;9;7;;;;;;;;;;1;;2;;2;1;44;44;6512;65;73;133.047.772.097.652
681311;1;2;73;70;104;48;1;;2;16;1;;3;2;;;;;;;;;;1;;2;;2;1;45;45;1939;19;73;281.356.282.950.395
681313;1;2;73;70;16;48;1;;2;16;1;;9;2;;;;;;;;;;1;;2;;2;1;19;30;7530;75;73;205.354.505.299.801
681319;1;2;73;70;2;48;1;;2;2;1;;8;4;;;;;;;;;;1;;1;650000;2;1;96;96;4100;41;73;203.914.997.554.731
681319;1;3;73;70;12;48;1;;2;60;1;;3;4;;;;;;;;;;1;;2;;2;1;45;79;3611;36;73;203.914.997.554.731
681322;1;3;73;70;16;48;2;;2;16;2;;9;4;;;;;;;;;;1;;2;;2;1;58;58;7524;75;73;146.120.398.392.159
681325;1;2;73;70;52;36;1;;2;52;1;;3;2;;;;;;;;;;1;;2;;2;1;32;21;6331;63;73;214.648.452.296.991
681325;1;6;73;70;3;48;4;;2;32;2;;9;1;;;;;;;;;;1;;2;;2;1;98;58;7524;75;73;214.648.452.296.991
681325;2;1;73;70;8;48;1;;2;8;3;;1;8;;;;;;;;;;1;;2;;2;1;53;54;9500;95;73;214.648.452.296.991
681330;1;2;73;70;26;48;4;;2;60;4;;1;1;;;;;;;;;;1;;2;;2;1;41;41;5211;52;73;214.430.341.456.053
681331;1;2;73;70;16;48;1;;2;20;1;;5;2;;;;;;;;;;1;;2;;2;1;37;83;2811;28;73;165.317.529.006.006
681343;1;3;73;70;20;30;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;53;;;;73;211.551.325.965.913
681350;1;2;73;70;1;40;1;;2;3;1;;7;1;;;1;;;;;;;;;1;461500;2;1;32;45;2811;28;73;196.278.669.143.548
681353;1;1;73;70;4;48;1;;2;5;1;;4;2;;;;;;;;;;1;;2;;2;1;45;39;5511;55;73;108.268.567.909.792
681353;1;5;73;70;3;48;1;;2;108;1;;4;1;;;;;;;;;;1;;2;;2;1;45;33;5521;55;73;108.268.567.909.792
681363;1;1;73;70;16;48;1;;2;260;1;;5;2;;;;;;;;;;1;;2;;2;1;39;39;5235;52;73;211.551.325.965.913
681364;1;1;73;70;12;48;4;;2;12;4;;3;2;;;;;;;;;;1;;2;;2;1;16;92;7430;74;73;19.370.865.702.377
681364;2;3;73;70;4;48;1;;2;22;1;;4;2;;;;;;;;;;1;;2;;2;1;45;44;6340;63;73;19.370.865.702.377
681371;1;2;73;70;1;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;73;212.990.833.710.983
681378;1;2;73;70;8;48;1;;2;54;4;;1;2;;;;;;;;;;1;;2;;2;1;34;45;5261;52;73;222.066.669.867.235
681381;1;1;73;70;25;48;1;;2;25;1;;9;8;;;;;;;;;;1;;2;;2;1;58;58;8050;80;73;190.842.371.260.224
681383;1;1;73;70;8;48;1;;2;8;1;;9;2;;;;;;;;;;1;;2;;2;1;45;45;1600;16;73;205.354.505.299.801
681392;1;4;73;70;52;48;1;;2;52;1;;2;8;;;;;;;;;;1;;2;;2;1;98;97;6041;60;73;131.986.436.035.463
681395;1;1;73;70;6;40;1;;2;7;3;;1;1;;;;;;;;;;1;;1;100000;2;1;45;54;9500;95;73;211.100.837.936.259
681404;1;2;73;70;12;48;1;;2;16;1;;9;1;;;;;;;;;;1;;2;;2;1;33;70;1810;18;73;196.278.669.143.548
681409;1;1;73;70;52;48;1;;2;52;1;;2;2;;;;;;;;;;1;;2;;2;1;21;98;6031;60;73;137.422.733.918.788
681411;2;1;73;70;2;48;1;;2;2;1;;3;6;;;;;;;;;;1;;1;350000;2;1;53;53;5521;55;73;409.108.652.070.396
681411;4;1;73;70;12;48;1;;2;12;4;;1;6;;;;;;;;;;1;;2;;2;1;3;85;4542;45;73;409.108.652.070.396
681417;1;1;73;70;40;4;3;;2;4;3;;1;2;;;;;;;;;;1;;1;20000;2;1;55;55;9500;95;73;144.608.574.300.317
681420;1;2;73;70;16;48;1;;2;16;1;;6;2;;;;;;;;;;1;;2;;2;1;13;13;8043;80;73;267.443.569.657.333
681423;1;2;73;70;16;40;1;;2;16;1;;2;2;;;;;;;;;;1;;2;;2;1;34;32;7020;70;73;220.937.196.875.299
681429;1;1;73;70;104;40;1;;2;104;1;;3;1;;;;;;;;;;1;;2;;2;1;98;98;6021;60;73;24.516.187.259.741
681445;1;3;76;70;58;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;76;630.000.744.078.299
681449;1;5;76;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;83;;;;76;101.623.742.710.355
681449;2;2;76;70;1;48;3;;2;8;3;;1;9;DEL BOLILLO;;;;;;;;;1;;2;;2;1;54;54;9500;95;76;101.623.742.710.355
681450;1;6;76;70;99;48;1;;2;400;1;;9;1;;;1;;;;;;;;;2;;2;1;58;58;8511;85;76;507.748.182.917.436
681451;1;7;76;70;1;48;1;;2;25;1;;3;1;;;;;;;;;;1;;2;;2;1;39;32;8512;85;76;815.600.039.887.578
681453;1;1;76;70;6;48;1;;2;2;1;;9;9;DEL BOLSILLO;;;;;;;;;1;;1;200000;2;1;55;95;4521;45;76;89.681.760.262.464
681461;1;1;76;70;4;48;1;;2;108;4;;2;2;;;;;;;;;;1;;2;;2;1;32;45;5239;52;76;462.051.688.025.034
681461;1;2;76;70;10;48;1;;2;108;1;;2;2;;;;;;;;;;1;;2;;2;1;39;39;5139;51;76;462.051.688.025.034
681469;1;4;76;70;3;50;1;;2;3;1;;2;4;;;;;;;;;;1;;1;98;2;1;97;95;4521;45;76;184.121.718.497.693
681471;1;4;76;70;13;30;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;76;142.686.798.515.793
681475;1;1;76;70;52;48;1;;2;52;1;;2;1;;;;;;;;;;1;;2;;2;1;95;95;4521;45;76;632.971.338.905.286
681479;2;2;76;70;52;50;1;;2;104;1;;4;1;;;;;;;;;;1;;2;;2;1;97;97;6042;60;76;799.445.405.072.665
681485;1;3;76;70;26;84;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;76;893.318.599.243.678
681499;1;3;76;70;8;48;1;;2;4;1;;6;1;;;;;;;;;;1;;1;72000;2;1;45;45;5244;52;76;594.569.620.515.476
681501;1;3;76;70;2;48;4;;2;2;4;;1;4;;;;;;;;;;1;;1;98;2;1;87;87;2892;28;76;718.968.813.429.043
681519;1;4;76;70;4;48;1;;2;4;4;;1;4;;;;;;;;;;1;;1;300000;2;1;98;43;5012;50;76;16.411.020.821.837
681520;1;3;76;70;8;48;1;;2;8;1;;7;4;;;;;;;;;;1;;2;;2;1;39;39;5135;51;76;177.346.102.484.443
681522;1;3;76;70;4;48;1;;2;20;1;;9;1;;;;;;;;;;1;;2;;2;1;45;45;5139;51;76;583.525.647.463.885
681528;1;1;76;70;4;48;1;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;1;45;45;9242;92;76;689.023.297.051.111
681528;1;5;76;70;12;48;1;;2;12;1;;5;2;;;;;;;;;;1;;2;;2;1;45;80;1921;19;76;689.023.297.051.111
681529;3;1;76;70;1;48;1;;2;1;1;;3;1;;;;;;;;;;1;;1;200000;2;1;39;81;3611;36;76;687.196.942.133.382
681531;1;3;76;70;1;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;39;;;;76;650.538.586.680.458
681544;1;3;76;70;4;48;1;;2;22;1;;3;4;;;;;;;;;;1;;2;;2;1;32;32;5132;51;76;61.761.977.689.372
681545;1;3;76;70;8;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;97;97;5211;52;76;77.024.081.595.204
681561;1;2;76;70;8;48;1;;2;8;1;;7;2;;;;;;;;;;1;;2;;2;1;16;16;7499;74;76;678.408.974.021.641
681572;1;5;76;70;8;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;37;87;2811;28;76;103.287.795.932.932
681574;1;2;76;70;3;84;1;;2;4;1;;5;3;;;;;;;;;;1;;1;96000;2;1;53;53;5521;55;76;118.352.142.820.003
681578;1;3;76;70;48;50;1;;2;24;1;;9;4;;;;;;;;;;1;;2;;2;1;97;97;5139;51;76;372.432.833.276.422
681580;1;3;76;70;4;40;1;;2;4;1;;7;4;;;;;;;;;;1;;2;;2;1;37;33;5244;52;76;6.601.909.408.486
681594;1;3;76;70;4;36;1;;2;104;1;;9;1;;;;;;;;;;1;;2;;2;1;16;33;6512;65;76;321.221.138.931.031
681596;1;2;76;70;4;30;1;;2;12;2;;9;4;;;;;;;;;;1;;2;;2;1;3;3;1581;15;76;179.370.538.874.583
681597;1;1;76;70;10;48;1;;2;22;4;;9;1;;;;1;;;;;;;;2;;2;1;19;19;8511;85;76;531.118.762.201.545
681598;1;3;76;70;200;42;1;;2;19;4;;9;2;;;;;;;;;;1;;2;;2;1;45;34;8060;80;76;583.525.647.463.885
681601;1;1;76;70;6;40;1;;2;6;1;;5;1;;;1;;;;;;;;;2;;2;1;79;79;1810;18;76;617.767.022.123.171
681602;1;2;76;70;13;35;1;;2;28;1;;6;8;;;;;;;;;;1;;2;;2;1;55;92;2220;22;76;629.138.908.961.709
681608;1;2;76;70;13;40;1;;2;14;1;;8;4;;;;;;;;;;1;;2;;2;1;98;98;5125;51;76;586.061.506.256.591
681610;1;4;76;70;250;40;1;;2;35;2;;9;4;;;;;;;;;;1;;2;;2;1;13;13;8012;80;76;581.943.972.938.526
681610;1;6;76;70;75;40;1;;2;18;1;;4;4;;;;;;;;;;1;;2;;2;1;32;32;5243;52;76;581.943.972.938.526
681617;1;2;76;70;2;40;1;;2;208;1;;2;4;;;;;;;;;;1;;2;;2;1;45;45;5233;52;76;448.426.347.186.458
681620;1;3;76;70;52;42;1;;2;75;1;;7;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;76;741.304.379.920.149
681622;1;2;76;70;1;48;1;;2;3;1;;9;1;;;;;;;;;;1;;1;700000;2;1;45;45;1589;15;76;654.656.119.998.523
681628;1;4;76;70;9;54;1;;2;104;1;;4;2;;;;;;;;;;1;;2;;2;1;97;75;1730;17;76;650.538.586.680.458
681635;1;2;76;70;30;56;1;;2;30;1;;5;9;DE SU BOLSILLO;;;;;;;;;1;;2;;2;1;37;53;5530;55;76;713.433.992.578.966
681635;1;5;76;70;3;48;1;;2;3;1;;4;7;;;;;;;;;;1;;1;480000;2;1;81;81;3611;36;76;713.433.992.578.966
681645;1;2;76;70;2;48;1;;2;24;1;;4;2;;;;;1;;;;;;;2;;2;1;53;39;5229;52;76;237.605.667.240.021
681657;1;2;76;70;4;48;1;;2;24;1;;4;1;;;;;;;;;;1;;2;;2;1;84;97;5125;51;76;456.989.327.609.537
681660;1;3;76;70;4;48;3;;2;8;3;;1;1;;;;;;;;1;;;;2;;2;1;54;54;9500;95;76;456.989.327.609.537
681663;1;2;76;70;15;60;1;;2;16;1;;3;2;;;;;;;;;;1;;2;;2;1;39;39;2211;22;76;724.668.021.272.467
681665;1;1;76;70;212;72;1;;2;212;2;;9;1;;;;;;;;;;1;;2;;2;1;75;59;8511;85;76;257.535.874.230.163
681666;1;1;76;70;2;84;4;;2;4;4;;1;1;;;1;;;;;;;;;1;800000;2;1;98;98;6021;60;76;233.410.258.985.554
681670;1;2;76;70;8;48;1;;2;15;1;;4;2;;;;;;;;;;1;;2;;2;1;45;32;8515;85;76;885.583.573.931.139
681692;1;2;76;70;16;40;1;;2;20;1;;4;3;;;;;;;;;1;;TRABAJAR;2;;2;1;97;56;9301;93;76;643.839.685.575.407
681693;1;2;76;70;2;40;1;;2;3;1;;9;4;;;;;;;;;;1;;2;;2;1;79;54;8532;85;76;511.321.753.084.966
681694;1;3;76;70;8;50;1;;2;8;1;;5;4;;;;;;;;;;1;;2;;2;1;32;32;5511;55;76;559.703.739.429.866
681702;1;2;76;70;92;48;1;;2;92;1;;9;4;;;;;;;;;;1;;2;;2;1;11;11;6421;64;76;579.080.200.358.872
681703;1;2;76;70;160;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;33;;;;76;745.136.809.863.726
681706;1;2;76;70;228;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;37;;;;76;643.839.685.575.407
681707;1;1;76;70;160;50;1;;2;160;4;;1;4;;;;;1;;;;;;;2;;2;1;13;45;5262;52;76;547.470.017.474.738
681712;1;2;76;70;8;48;1;;2;168;2;;9;2;;;;;;;;;;1;;2;;2;1;32;39;7512;75;76;217.340.993.662.669
681714;1;4;76;70;16;24;1;;2;10;1;;3;9;DEL BOLSILLO PROPIO;;;;;;;;;1;;2;;2;1;53;53;5529;55;76;260.215.434.672.183
681715;1;2;76;70;1;6;1;;2;17;4;;1;2;;;;;1;;;;;;;2;;2;1;13;16;2220;22;76;236.704.285.640.006
681716;1;2;76;70;2;48;1;;2;4;1;;2;1;;;;;;;;;;1;;2;;2;1;45;97;6042;60;76;594.014.168.100.053
681717;1;3;76;70;2;48;1;;2;108;1;;2;1;;;;;;;;;;1;;2;;2;1;55;94;3699;36;76;657.465.026.413.983
681720;1;2;76;70;1;48;3;;2;108;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;76;884.436.635.440.061
681726;2;2;76;70;2;48;1;;2;12;1;;9;1;;;;;;;;;;1;;2;;2;1;79;79;1810;18;76;104.796.177.547.409
681728;1;2;76;70;2;72;3;;2;2;3;;1;1;;;;;;;;;;1;;1;80000;2;1;54;54;9500;95;76;869.690.497.474.092
681728;2;2;76;70;2;48;3;;2;216;4;;1;8;;;;;;;;;;1;;2;;2;1;54;45;5262;52;76;869.690.497.474.092
681728;3;1;76;70;3;48;1;;2;120;3;;1;8;;;;;;;;;;1;;2;;2;1;55;54;9500;95;76;869.690.497.474.092
681731;1;5;76;70;4;60;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;76;268.069.562.954.204
681732;1;5;76;70;60;48;1;;2;12;1;;9;1;;;;;;;;;;1;;2;;2;1;37;97;9241;92;76;800.799.393.327.541
681734;1;5;76;70;30;48;1;;2;36;1;;4;1;;;;;;;;;;1;;2;;2;1;37;97;1551;15;76;826.805.701.350.696
681745;1;1;76;70;16;48;1;;2;3;1;;3;4;;;;;;;;;;1;;2;;2;1;37;37;2220;22;76;728.785.554.590.532
681752;1;3;76;70;2;48;1;;2;12;1;;6;4;;;;;;;;;;1;;2;;2;1;37;58;5011;50;76;610.365.423.373.246
681754;1;1;76;70;60;48;1;;2;120;1;;4;2;;;;;;;;;;1;;2;;2;1;45;44;7020;70;76;654.656.119.998.523
681758;1;2;76;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;76;613.649.488.805.106
681759;1;3;76;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;39;;;;76;529.865.001.463.134
681760;1;1;76;70;8;48;3;;2;15;1;;9;4;;;1;;;;;;;;;2;;2;1;54;55;0;0;76;924.785.425.128.741
681764;1;2;76;70;16;48;1;;2;16;1;;3;1;;;;;;;;;;1;;2;;2;1;95;95;4521;45;76;509.068.299.084.928
681766;1;6;76;70;8;48;1;;2;36;3;;1;2;;;;;;;;;;1;;2;;2;1;55;54;9500;95;76;78.066.302.958.048
681880;1;5;5;70;8;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;45;59;7430;74;5;682.673.534.983.282
681905;1;1;5;70;4;48;1;;2;4;1;;5;3;;;;;;;;;;1;;1;235000;2;1;53;53;5521;55;5;754.847.639.562.315
681907;1;2;5;70;13;48;1;;2;16;1;;9;4;;;;;;;;;;1;;2;;2;1;32;33;5011;50;5;641.287.313.664.012
681907;1;4;5;70;6;48;1;;2;8;1;;7;4;;;;;;;;;;1;;2;;2;1;45;79;1810;18;5;641.287.313.664.012
681913;1;3;5;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;5;593.382.621.525.788
681913;1;5;5;70;2;48;1;;2;4;1;;8;1;;;;;;;;;;1;;2;;2;1;55;53;111;1;5;593.382.621.525.788
681916;1;1;5;70;16;48;1;;2;22;1;;2;4;;;;;;;;;;1;;2;;2;1;12;32;7411;74;5;282.969.923.620.014
681928;1;1;5;70;6;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;5;623.315.779.700.234
681928;1;2;5;70;5;48;1;;2;7;1;;4;8;;;;;;;;;;1;;2;;2;1;95;99;6021;60;5;623.315.779.700.234
681932;1;2;5;70;58;48;1;;2;104;1;;2;1;;;;;;;;;;1;;2;;2;1;55;95;4521;45;5;774.090.924.437.257
681939;1;2;5;70;8;48;1;;2;208;1;;5;1;;;;;;;;;;1;;2;;2;1;32;33;5241;52;5;301.946.995.827.672
681939;1;3;5;70;13;48;1;;2;13;1;;4;1;;;;;;;;;;1;;2;;2;1;55;55;5235;52;5;301.946.995.827.672
681940;1;3;5;70;30;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;3;;;;5;23.761.873.752.031
681954;1;2;5;70;24;48;4;;2;18;4;;2;1;;;;;;;;;;1;;2;;2;1;45;51;5530;55;5;894.645.362.899.113
681961;1;4;5;70;36;48;1;;2;150;4;;1;1;;;;;;;;;;1;;2;;2;1;45;54;7493;74;5;866.255.737.428.966
681964;1;3;5;70;2;48;1;;2;3;1;;9;2;;;;;;;;;;1;;1;600000;2;1;58;58;5125;51;5;955.837.332.826.947
681965;1;2;5;70;20;48;1;;2;25;1;;4;2;;;;;;;;;;1;;2;;2;1;45;45;5234;52;5;858.199.953.787.056
681967;1;1;5;70;4;48;1;;2;4;1;;9;4;;;;;;;;;;1;;1;250000;2;1;85;85;2930;29;5;900.360.298.083.963
681974;1;1;5;70;5;48;4;;2;3;4;;3;1;;;;;;;;;;1;;1;8900;2;1;45;79;1810;18;5;707.530.638.672.041
681974;1;3;5;70;12;48;1;;2;12;1;;9;1;;;;;;;;;;1;;2;;2;1;97;97;2529;25;5;707.530.638.672.041
681976;1;3;5;70;16;48;1;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;1;97;97;6310;63;5;106.766.529.641.428
681977;1;5;5;70;98;50;1;;2;98;1;;8;1;;;;;;;;;;1;;2;;2;1;37;58;3150;31;5;745.597.867.222.082
681979;1;1;5;70;120;48;1;;2;12;4;;4;1;;;;;;;;;1;;YA ESTA PENSIONADO;2;;2;1;98;17;9214;92;5;966.146.460.871.541
681979;1;4;5;70;20;48;1;;2;20;1;;9;1;;;;;;;;;;1;;2;;2;1;58;58;1551;15;5;966.146.460.871.541
681989;1;2;5;70;52;48;1;;2;52;1;;9;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;5;857.425.830.809.419
681991;1;2;5;70;16;60;1;;2;16;1;;2;1;;;;;;;;;;1;;2;;2;1;97;97;6041;60;5;617.359.772.614.904
682000;1;4;5;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;58;;;;5;804.103.948.756.595
682003;1;2;5;70;4;48;1;;2;4;1;;9;4;;;;;;;;;;1;;2;;2;1;45;45;5211;52;5;580.401.949.319.667
682003;1;5;5;70;24;48;1;;2;32;1;;2;2;;;;;;;;;;1;;2;;2;1;58;55;7421;74;5;580.401.949.319.667
682006;1;7;5;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;21;;;;5;850.769.315.897.028
682008;1;2;5;70;4;48;3;;2;4;3;;1;1;;;;;;;;;;1;;1;300000;2;1;54;54;9500;95;5;864.526.508.957.767
682010;1;1;5;70;8;48;1;;2;8;1;;3;1;;;;;1;;;;;;;2;;2;1;58;3;5272;52;5;846.264.293.053.502
682010;1;5;5;70;8;48;1;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;1;58;53;0;0;5;846.264.293.053.502
682042;1;2;5;70;84;48;1;;2;84;1;;7;4;;;;;;;;;;1;;2;;2;1;85;58;7492;74;5;56.403.789.056.208
682055;1;4;5;70;1;48;1;;2;2;4;;2;2;;;;;;;;;;1;;1;50000;2;1;97;34;9111;91;5;146.407.281.952.471
682084;1;4;5;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;5;953.067.959.172.694
682097;1;2;5;70;12;48;1;;2;36;1;;2;2;;;;;;;;;;1;;2;;2;1;45;40;5234;52;5;762.049.434.081.695
682097;1;3;5;70;52;48;1;;2;100;1;;2;2;;;;;;;;;;1;;2;;2;1;45;45;5234;52;5;762.049.434.081.695
682128;1;7;5;70;2;48;1;;2;2;1;;4;1;;;;;;;;;;1;;1;480000;2;1;53;53;5521;55;5;774.944.913.559.786
682129;1;1;5;70;2;48;1;;2;2;1;;6;1;;;;;;;;;;1;;1;500000;2;1;62;62;121;1;5;845.511.542.932.629
682131;1;3;5;70;4;48;1;;2;4;1;;9;1;;;;;;;;;;1;;1;720000;2;1;83;83;4530;45;5;845.718.488.925.669
682131;1;7;5;70;12;48;1;;2;14;1;;2;4;;;;;;;;;;1;;2;;2;1;45;45;5233;52;5;845.718.488.925.669
682407;2;1;66;70;2;48;1;;2;2;1;;9;8;;;;;;;;;;1;;1;468000;2;1;97;97;1594;15;66;243.373.248.427.061
682426;1;2;68;70;18;24;1;;2;156;1;;9;3;;;;;;1;;;;;;2;;2;1;21;21;7310;73;68;412.572.338.045.615
683228;1;2;13;70;104;50;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;53;;;;13;281.070.413.916.937
683233;1;2;13;70;16;48;1;;2;16;3;;1;7;;;;;;;;;;1;;2;;2;1;77;54;9500;95;13;289.022.235.044.167
