DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5485464;1;2;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;700000;2; ;01;61;61;1;1;06;0161;54;457,982999960612
5485464;1;3;1;70;2;3;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;600000;2; ;01;61;61;1;1;06;0161;54;457,982999960612
5485469;1;2;1;70;2;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;900000;2; ;56;55;77;1;1;06;5619;54;457,982999960612
5485470;1;1;1;70;2;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;900000;2; ;81;55;55;1;1;06;8121;54;457,982999960612
5485471;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;800000;2; ;01;61;61;1;1;06;0161;54;1669,51640042595
5485471;1;2;1;70;2;6;48;3; ;2;6;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;250000;500000;2; ;97;54;54;1;1;06;9700;54;1669,51640042595
5485479;1;2;1;70;2;2;55;1; ;2;2;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;600000;650000;2; ;41;95;95;1;1;06;4111;54;457,982999960612
5485482;1;3;1;70;2;6;45;4; ;2;8;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;62;62;1;1;06;0121;54;457,982999960612
5485511;1;5;1;70;2;6;50;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;61;61;1;1;06;0123;54;2335,71329979912
5485527;1;1;1;70;2;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1080000;900000;2; ;42;95;95;1;1;06;4210;54;1783,26481212242
5485537;1;3;1;70;2;1;50;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;62;1;1;06;0161;54;457,982999960612
5485538;1;3;1;70;2;24;54;4; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;53;53;1;2;06;5611;54;457,982999960612
5485540;1;3;1;70;2;3;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;600000;2; ;01;62;62;1;1;06;0123;54;457,982999960612
5485557;1;2;1;70;2;3;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;800000;2; ;41;95;95;1;1;06;4111;54;457,982999960612
5485560;1;2;1;70;2;8;48;4; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;55;54;1;1;06;9700;54;457,982999960612
5485574;1;1;1;70;2;2;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;01;61;61;1;1;06;0161;54;2335,71329979912
5485575;1;3;1;70;2;4;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;61;61;1;1;06;0161;54;457,982999960612
5485576;1;1;1;70;2;4;48;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;600000;2; ;01;62;62;1;1;06;0161;54;457,982999960612
5485578;1;1;1;70;2;3;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;600000;2; ;01;62;62;1;1;06;0161;54;457,982999960612
5485578;1;2;1;70;2;2;48;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;1000000;2; ;41;95;95;1;1;06;4111;54;457,982999960612
5485578;1;4;1;70;2;8;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;62; ;1;1;06;.;54;457,982999960612
5485601;1;1;1;70;2;4;48;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;1;06;0141;68;4947,97099248142
5485621;2;2;2;70;2;12;40;1; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;97;55;54;1;1;06;9700;68;5564,18571880051
5485624;1;3;1;70;2;52;54;5; ;2;52;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;56;51;51;1;2;06;5611;68;1091,01680760794
5485666;1;3;1;70;2;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;10;11;11;1;2;06;1051;68;717,56229405589
5485793;1;1;1;70;2;24;40;1; ;2;24;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;920000;2; ;84;97;39;1;2;06;8413;76;7578,82291977871
5485796;1;1;1;70;2;4;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;54; ;1;1;06;.;44;615,140541942956
5485797;1;2;1;70;2;60;50;1; ;2;100;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;88;13;13;1;2;06;8890;44;730,55130358667
5485798;1;6;1;70;2;24;50;1; ;2;25;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;49;98;98;1;2;06;4921;44;747,958345141945
5486477;1;3;1;70;2;52;48;3; ;2;150;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;909000;2; ;97;54;54;1;2;06;9700;05;834,349742160877
5486499;1;2;1;70;2;12;48;1; ;2;20;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;84;84;1;1;06;4520;05;2570,3448485546
5486502;1;5;1;70;2;8;48;1; ;2;12;5; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;300000;909000;2; ;46;60;41;1;1;06;4631;05;3919,97135937106
5486568;1;2;1;70;2;1;70;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;900000;2; ;01;62;62;1;1;06;0112;54;976,588490444844
5486570;1;2;1;70;2;2;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;600000;2; ;01;61;61;1;1;06;0112;54;717,56229405589
5486576;1;2;1;70;2;3;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;01;61;61;1;1;06;0161;54;717,56229405589
5486576;1;3;1;70;2;2;48;4; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;280000;700000;2; ;01;61;61;1;1;06;0161;54;717,56229405589
5486576;1;6;1;70;2;5;48;1; ;2;6;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;01;95;61;1;1;06;0161;54;717,56229405589
5486620;1;2;1;70;2;4;40;1; ;2;12;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;45;57;1;1;06;9602;63;3135,46269926282
5486635;1;2;1;70;2;12;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;55;13;50;1;1;06;5511;50;717,56229405589
5486639;1;2;1;70;2;3;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;908000;2; ;41;95;95;1;1;06;4111;50;717,56229405589
5486657;1;2;1;70;2;2;48;8; ;2;8;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;01;62;62;1;1;06;0113;05;4650,45053291589
5486659;1;1;1;70;2;2;50;1; ;2;4;1; ;2;2;9;COTIZANTE; ; ; ; ; ; ; ; ; ;1;1;840000;600000;2; ;49;98;98;1;1;06;4923;05;1869,08633892821
5486661;1;2;1;70;2;20;48;3; ;2;312;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;54;62;1;2;06;0119;05;3565,50092927773
5486688;1;2;1;70;2;6;48;1; ;2;104;8; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;01;97;62;1;1;06;0125;05;4962,40715573088
5486699;1;2;1;70;2;16;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;85;13;13;1;2;06;8530;05;4650,45053291589
5486705;1;2;1;70;2;4;50;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;1;06;4112;44;756,809088167198
5486778;1;2;1;70;2;52;40;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;49;98;98;1;2;06;4921;15;1194,08950254883
5487881;1;3;1;70;2;52;44;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;03; ;1;2;06;.;19;2207,44391974247
5487916;1;4;1;70;2;3;40;1; ;2;3;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;700000;2; ;97;53;54;1;1;06;9700;19;2877,1808224828
5487918;1;3;1;70;2;28;44;1; ;2;27;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;14;79;79;1;2;06;1410;19;852,047970638007
5487918;1;5;1;70;2;52;44;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;54;54;1;2;06;9700;19;852,047970638007
5487926;1;4;1;70;2;52;44;1; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;45;58;1;2;06;8610;19;852,047970638007
5487937;1;1;1;70;2;4;48;4; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;01;61;61;1;1;06;0129;19;1977,70603490391
5487941;1;1;1;70;2;8;48;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;01;61;61;1;1;06;0161;19;1153,51745221288
5487942;1;1;1;70;2;62;44;1; ;2;62;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3000000;1;2;69;12;12;1;2;06;6910;19;852,047970638007
5487942;1;3;1;70;2;60;60;1; ;2;60;4; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;69;12;12;1;2;06;6910;19;852,047970638007
5487943;1;1;1;70;2;9;9;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;870000;2; ;01;62;62;1;1;06;0123;19;2235,45817883968
5487945;1;2;1;70;2;52;44;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;54;54;1;2;06;9700;19;1197,99353403259
5487950;1;4;1;70;2;104;44;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;58; ;1;2;06;.;19;2877,1808224828
5487976;1;3;1;70;2;8;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;250000; ; ; ;62; ;1;1;06;.;19;1984,11943400763
5487983;1;2;1;70;2;2;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;1;06;4771;19;1795,45916093791
5488042;1;2;1;70;2;4;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;86;59;59;1;1;06;8610;23;3921,35975875157
5488048;1;2;1;70;2;6;48;3; ;2;6;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;1;06;9700;23;4892,61995609898
5488216;1;2;1;70;2;60;48;1; ;2;60;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;06;5611;25;2005,41073331356
5488218;1;4;1;70;2;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ; ;45; ;1;1;06;.;25;5446,46318353534
5488223;1;2;1;70;2;60;48;3; ;2;60;3; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;06;9700;25;2235,09509236633
5488226;1;1;1;70;2;12;45;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;01;62;62;1;1;06;0145;25;2235,09509236633
5488226;1;2;1;70;2;4;40;3; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1000000;2; ;01;54;62;1;1;06;0145;25;2235,09509236633
5488239;1;1;1;70;2;24;48;1; ;2;12;1; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;42;95;95;1;2;06;4290;25;4299,78453444003
5488242;1;2;1;70;2;60;24;4; ;2;60;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;13;53;1;2;06;5619;25;2235,09509236633
5488247;1;1;1;70;2;60;48;1; ;2;60;5; ;2;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;908526;2; ;56;53;53;1;2;06;5611;25;10227,5947398992
5488247;1;2;1;70;2;60;48;1; ;2;60;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;58;62;1;2;06;0143;25;10227,5947398992
5488259;1;4;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;870000; ; ; ;33; ;1;2;06;.;25;2082,71158642393
5488299;1;3;1;70;2;52;48;1; ;2;52;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;06;4772;25;4023,96390254917
5488417;1;3;1;70;2;26;16;1; ;2;20;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;18;45;1;2;06;4759;25;1956,31274639451
5488417;1;4;1;70;2;26;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;44; ;1;2;06;.;25;1956,31274639451
5488420;1;2;1;70;2;4;48;1; ;2;520;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;53;62;1;1;06;0125;25;1956,31274639451
5488507;1;1;1;70;2;10;42;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;62;62;1;1;06;0122;27;2275,01709564836
5488562;1;2;1;70;2;2;48;4; ;2;5;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;46;97;97;1;1;06;4631;27;1789,46312599083
5488585;1;1;1;70;2;2;60;1; ;2;3;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;06;0122;27;2275,01709564836
5488641;1;2;1;70;2;13;50;1; ;2;1;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;1;06;4711;27;2811,32407528685
5488740;1;3;1;70;2;2;20;4; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;54;54;1;1;06;9700;41;739,40539374259
5488844;1;4;1;70;2;12;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;907000;2; ;47;39;42;1;1;06;4752;41;1195,23387517363
5488846;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;45; ;1;1;06;.;41;813,991593133799
5488998;1;1;1;70;2;2;48;8; ;2;2;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;908526;2; ;01;62;62;1;1;06;0123;17;4419,56643620637
5488999;1;2;1;70;2;6;50;8; ;2;6;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;06;0123;17;5926,02111697824
5489014;1;3;1;70;2;4;20;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;54; ;1;1;06;.;17;3925,50913772093
5489230;1;2;1;70;2;48;40;2; ;2;72;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;84;21;39;1;2;06;8412;52;1515,54848671789
5489236;1;7;1;70;2;96;24;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;06;9700;52;1515,54848671789
5489292;1;2;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;300000;2; ;01;61;61;1;1;06;0123;52;4742,64377773208
5489382;1;2;1;70;2;24;40;3; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;55;41;1;2;06;4761;63;2863,02331160522
5489411;1;3;1;70;2;12;40;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;44;39;1;1;06;0145;63;1869,08633892821
5489411;1;4;1;70;2;24;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;54; ;1;2;06;.;63;1869,08633892821
5489414;1;2;1;70;2;52;48;1; ;2;104;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;58;53;1;2;06;5619;63;2570,3448485546
5489423;1;2;1;70;2;4;48;1; ;2;100;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;58;33;1;1;06;4711;66;1851,27259396425
5489432;1;2;1;70;2;8;40;1; ;2;9;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;85;95;1;1;06;4111;66;1799,34952177393
5489440;1;2;1;70;2;8;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;54; ;1;1;06;.;66;1285,95519458598
5489442;1;3;1;70;2;36;60;4; ;2;60;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;98;98;1;2;06;4921;66;1286,94618656423
5489446;1;3;1;70;2;28;48;4; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;55;55;1;2;06;8121;66;834,349742160877
5489454;1;1;1;70;2;54;48;4; ;2;55;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;81;55;55;1;2;06;8121;66;2032,23965612165
5489455;1;1;1;70;2;12;60;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;43;03;03;1;1;06;4321;66;834,349742160877
5489455;1;2;1;70;2;52;60;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;85;55;55;1;2;06;8530;66;834,349742160877
5489502;1;4;1;70;2;60;60;1; ;2;60;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;33;53;1;2;06;5611;66;553,672501402232
5489512;1;2;1;70;2;12;48;1; ;2;13;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;1;06;4111;66;789,483728233168
5489512;1;4;1;70;2;10;48;1; ;2;11;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;1;06;4112;66;789,483728233168
5489532;1;3;1;70;2;24;48;1; ;2;25;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;69;53;55;1;2;06;6910;66;384,345742588341
5489565;1;2;1;70;2;30;48;3; ;2;35;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;54;54;1;2;06;9700;66;460,996167513209
5489574;1;4;1;70;2;10;60;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;59; ;1;1;06;.;66;341,773557379255
5489588;1;1;1;70;2;16;60;8; ;2;32;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;2;06;0123;66;335,224139080689
5489588;1;3;1;70;2;24;60;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;480000; ; ; ;53; ;1;2;06;.;66;335,224139080689
5489621;1;3;1;70;2;24;48;1; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;01;97;62;1;2;06;0123;73;736,261732335672
5489621;1;4;1;70;2;84;48;3; ;2;84;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;97;54;54;1;2;06;9700;73;736,261732335672
