DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5376308;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;916,229380359853
5376309;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;1054,24246434094
5376310;1;1;1;80;2;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LA LLAMEN A FIRMAR NUEVAMENTE EL CONTRATO;2; ;2; ;1;40;900000;2;1;02;1,2;44;1467,42452503176
5376310;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;1467,42452503176
5376312;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;44;916,229380359853
5376312;1;2;1;80;2;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;44;916,229380359853
5376313;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;749,253939651009
5376316;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;988,667240010188
5376317;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;02;4;44;624,505474528533
5376317;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;624,505474528533
5376321;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;1167,33474598577
5376322;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,3;44;702,646154220051
5376322;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;702,646154220051
5376324;1;1;1;80;2;1;9;POR LA PANDEMIA NACIONAL;2; ; ;12;POR LA PANDEMIA NACIONAL;2; ;2; ; ; ; ;2;1;02;1,4;44;892,097740261713
5376324;1;4;1;80;2;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;1,4;44;892,097740261713
5376324;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;892,097740261713
5376324;1;8;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;892,097740261713
5376324;1;10;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;892,097740261713
5376324;1;11;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;892,097740261713
5376325;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;44;937,175907680882
5376325;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;937,175907680882
5376339;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;68;524,042196225037
5376339;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;68;524,042196225037
5376340;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;68;1517,39791789591
5376340;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;68;1517,39791789591
5376340;1;6;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,4;68;1517,39791789591
5376343;1;2;1;80;2;1;7; ;2; ; ;3; ;2; ;2; ;1;48;908526;2;1;02;1,4;68;1404,67193074277
5377854;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;1254,45705141465
5377856;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;1508,55479755239
5377856;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;1508,55479755239
5377861;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;1173,72153077921
5377861;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;1173,72153077921
5377861;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;44;1173,72153077921
5377862;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;44;1026,29339970378
5377866;1;1;1;80;2;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;68;709,03001799873
5377866;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ;2; ;908526;2;1;02;4;68;709,03001799873
5377868;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;68;586,904636555906
5377869;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,3;68;1457,1831273285
5377869;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;68;1457,1831273285
5377871;1;1;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;68;767,063129873739
5377871;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;2;68;767,063129873739
5377871;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;68;767,063129873739
5377871;1;5;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;68;767,063129873739
5377874;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;68;694,893311213939
5377874;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;68;694,893311213939
5377874;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;68;694,893311213939
5378244;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;50;1778,88757019054
5378244;1;3;1;80;2;1;6; ;2; ; ;9; ;2; ;2; ;1;40;800000;2;1;02;1,2;50;1778,88757019054
5378247;1;1;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;50;1100,99064383437
5378247;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1100,99064383437
5378251;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;1;40;600000;2;1;02;3;50;1460,54685435265
5378252;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1260,67185156984
5378254;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,4;50;683,227229725151
5378254;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;683,227229725151
5378254;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;683,227229725151
5378255;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;02;2;50;1007,86424904031
5378256;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;683,227229725151
5378257;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;3;50;924,407649763419
5378257;1;2;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,4;50;924,407649763419
5378258;1;2;1;80;2;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;2;50;1364,92531964361
5378258;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1364,92531964361
5378259;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;980000;2;1;02;3;50;2732,90891890061
5378260;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;02;1,3;50;2074,49941701496
5378261;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1438,22084574908
5378262;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;683,227229725151
5378262;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;683,227229725151
5378263;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;1188,34232557266
5378266;1;1;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;1,3;50;1006,89824893202
5378267;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;02;3;50;999,609321524599
5378267;1;4;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;50;999,609321524599
5378269;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;683,227229725151
5378269;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;683,227229725151
5378270;1;1;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;1011,7593315017
5378275;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;1676,54024777248
5378275;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1676,54024777248
5378278;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;1047,55060391401
5378279;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;1,4;50;1065,19937142206
5378279;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1065,19937142206
5378280;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;1618,23912528243
5378281;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1897,91642294401
5378282;1;1;1;80;2;1;7; ;2; ; ;1; ;3; ;2; ; ; ; ;3;1;02;1,3;50;965,060004745415
5378282;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;965,060004745415
5378284;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;1;48;900000;2;1;02;1,2;50;1469,92576888994
5378284;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;02;1,3;50;1469,92576888994
5378284;1;4;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ;1;48;800000;2;1;02;1,3;50;1469,92576888994
5378284;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1469,92576888994
5378286;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1194,29964303824
5378286;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1194,29964303824
5378286;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1194,29964303824
5378289;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;2;50;1438,22084574908
5378289;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1438,22084574908
5378290;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;2;50;2291,27496906891
5378291;1;1;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;50;830,315254861068
5378293;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;40;900000;2;1;02;4;50;683,227229725151
5378294;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;3;50;1618,23912528243
5378295;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;905,976723621239
5378296;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;1100,99064383437
5378297;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;950000;2;1;02;4;50;683,227229725151
5378297;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;2;50;683,227229725151
5378297;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;683,227229725151
5378298;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;2;50;1199,94412130641
5378298;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1199,94412130641
5378298;1;4;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;50;1199,94412130641
5378299;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;2;50;1764,98816440666
5378299;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;02; ;50;1764,98816440666
5378300;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;50;782,833769470644
5378300;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;782,833769470644
5378301;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;50;1293,34277481899
5378301;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1293,34277481899
5378301;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;50;1293,34277481899
5378323;1;2;1;80;2;1;6; ;2; ; ;6; ;2; ;2; ;1;30;600000;2;1;02;3;05;3382,29962007014
5378323;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;3382,29962007014
5378324;1;2;1;80;2;1;9;POR COVID;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;1,4;05;4847,13630259362
5378325;1;2;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;1,3;05;3010,60770369602
5378326;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;8037,37012441423
5378326;1;4;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;8037,37012441423
5378327;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;7096,60940401254
5378328;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;3010,60770369602
5378329;1;1;1;80;2;2; ; ; ;2; ; ;.;1; ;2; ; ; ; ;2;1;02; ;05;5443,25837625472
5378329;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;5443,25837625472
5378330;1;1;1;80;2;1;7; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;02;1,4;05;2355,86261385961
5378330;1;2;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,4;05;2355,86261385961
5378330;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;2355,86261385961
5378331;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;8612,07268882671
5378332;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;2153,01817220668
