DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;clase;MES;OCI;RAMA4D_R4;OFICIO;RAMA2D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5170673;1;1;1;60;25;1;2;1; ;1; ; ;1;1;2;1;33;3; ;1; ;2;877803;1;100000;2;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;828116;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;2; ;1; ;1;2;1;22;1;1; ; ; ; ; ; ; ; ;1;1;1;2;22;1; ;2; ; ; ; ; ; ; ;13;3;70; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;9700;62;97;877803;25;1186,63858373764; 
5170673;1;2;1;60;25;2; ; ; ; ; ; ; ; ; ; ;72;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;160000;1;1600000;3; ;12;2; ; ; ; ;3;3;2;21;1; ;21; ; ;1;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;84;6; ;2; ; ; ; ; ; ; ;3;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3; ;2;05;1;0141;61;01;160000;25;1186,63858373764; 
5170673;1;3;1;60;25;1;2;2;6;1; ; ;1;1;2;1;2;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;1;50000;2;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;2;1; ; ; ; ; ; ; ; ;1;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;3;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;2;05;1;0125;62;01;877803;25;1186,63858373764; 
5170673;1;4;1;60;11;1;2;1; ;1; ; ;1;1;2;1;5;1; ;4; ;1;0;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;100000;2;1;80000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;5; ; ; ; ; ; ; ; ;48; ;.;0;5; ;5;7; ;1; ;1;1;1;0;1;1; ;1; ; ; ; ; ; ;1;1;1;8;6;1; ;2; ; ; ; ; ; ; ;1;1;60;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;4664;11;46;0;25;1186,63858373764; 
5170673;1;5;1;60;25;1;2;1; ;1; ; ;1;1;2;1;41;1; ;2; ;2;1100000;1;180000;2;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;828116;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;8;1; ;2; ; ; ; ; ; ; ;8;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;05;1;0125;62;01;1100000;25;1186,63858373764; 
5170673;1;6;1;60;25;1;2;2;12;1; ; ;2;1;2;2;8;1; ;2; ;2;877803;1;144000;2;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;404000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;6;12;4; ;2; ; ; ; ; ; ; ;8;11;30; ;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;1;1;1;1;1;2;1;1;8; ;2;05;1;0125;62;01;877803;25;1186,63858373764; 
5170674;1;1;1;60;25;2; ; ; ; ; ; ; ; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;0;1;0;3; ;12;2; ; ; ; ;2;9;2;21;2; ;21; ; ;1;8; ;3; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;0;62;4; ;2; ; ; ; ; ; ; ;11;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;0141;61;01;0;25;1697,42385456653; 
5170674;1;3;1;60;25;1;2;1; ;1; ; ;1;1;1;1;15;2; ;2; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102900;2;1;35000;2;2; ; ;2; ; ;2; ; ;1;1200000;1;98;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;45;6; ;9;7; ;1; ;1;1;1;10;1; ; ; ; ; ; ; ; ;1;1;1;1;0;24;4; ;2; ; ; ; ; ; ; ;8;2;45;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2; ;2;05;1;8412;32;84;1200000;25;1697,42385456653; 
5170675;1;1;1;60;25;2; ; ; ; ; ; ; ; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;3;150000;1;1000000;1; ;12;2; ; ; ; ;2;3;2;40; ;.;3;6; ;1;4; ;1; ;1;1;2;7;1; ; ;1; ; ; ; ; ; ;1;2;1;4;7;1; ;2; ; ; ; ; ; ; ;1;8;20;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;10;ARRIENDOS;2;05;1;4923;98;49;150000;25;2415,50413677638; 
5170678;1;1;1;60;25;1;1; ; ;1; ; ;1;1;2;1;12;1; ;1; ;2;1100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;550000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;2;4; ;1; ;1;1;1;98;1;1; ; ; ; ; ; ; ; ;1;1;1;3;24;1; ;2; ; ; ; ; ; ; ;1;2;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;05;1;4923;98;49;1100000;25;2427,85292764196; 
5170682;1;1;1;60;25;1;2;1; ;1; ; ;1;1;2;1;36;1; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;98;2;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;0;6; ;9;4; ;1; ;1;2;1;15;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;1; ;2; ; ; ; ; ; ; ;1;8;30;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2; ;2;05;1;4921;98;49; ;25;1502,93602176475; 
5170682;1;3;1;60;25;2; ; ; ; ; ; ; ; ; ; ;36;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;0;1;6000000;3; ;12;2; ; ; ; ;2;6;2;48; ;.;0;6; ;1;7; ;1; ;1;1;2;1;1; ; ; ; ; ; ; ; ;1;2;2;1;12;11;1; ;2; ; ; ; ; ; ; ;1;3;10;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;2;05;1;3110;95;31;0;25;1502,93602176475; 
5170682;1;4;1;60;25;2; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;350000;1;98;3; ;12;2; ; ; ; ;2;1;2;40; ;.;14;6; ;1;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;0;24;4; ;2; ; ; ; ; ; ; ;1;3;10;1;1;30;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;2; ;2;05;1;3110;95;31;350000;25;1502,93602176475; 
5170682;1;5;1;60;25;1;2;1; ;1; ; ;1;1;2;1;36;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102900;2;1;35000;2;2; ; ;2; ; ;2; ; ;1;850000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;7; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;36;6;1; ;2; ; ; ; ; ; ; ;9;13;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;0811;97;08;877803;25;1502,93602176475; 
5170683;1;1;1;60;25;1;2;1; ;1; ; ;1;1;2;1;360;1; ;1; ;2;4900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;160000;2;1;64000;2;2; ; ;2; ; ;2; ; ;1;4900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;8; ;1; ;1;1;1;21;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;1;25;10;4; ;400000;2;8; ;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2; ;2;05;1;0125;62;01;5300000;25;2371,52017261114; 
5170683;1;2;1;60;25;2; ; ; ; ; ; ; ; ; ; ;120;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;1;0;1;20000000;3; ;10;1;2;1;1;0;1;3;2;10;1; ;0;6; ;2;8; ;1; ;1;2;2;0;1;1; ; ;1; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;5;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;2;05;1;0125;61;01;0;25;2371,52017261114; 
5170685;1;1;1;60;11;1;2;1; ;1; ; ;1;1;2;1;120;1; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;20;1; ; ; ; ; ; ; ; ;1;1;1;1;2;82;1; ;2; ; ; ; ; ; ; ;2;1;120; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;05;1;4111;03;41; ;25;1761,84779018009; 
5170686;1;1;1;60;25;2; ; ; ; ; ; ; ; ; ; ;48;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;0;1;6000000;3; ;12;2; ; ; ; ;3;4;1;36;1; ;6;6; ;1;4; ;1; ;1;2;2;4;1;1; ; ; ; ; ; ; ; ;1;2;1;12;72;1; ;2; ; ; ; ; ; ; ;8;8;120;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;2;05;1;4923;97;49;0;25;2371,52017261114; 
5170686;1;2;1;60;25;1;2;1; ;1; ; ;1;1;2;1;192;1; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;37000;2;2; ; ;2; ; ;2; ; ;1;3500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;15;1; ; ;1; ; ; ; ; ; ;1;1;1;48;12;1; ;2; ; ; ; ; ; ; ;1;13;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;3; ;2;05;1;1512;79;15;600000;25;2371,52017261114; 
5170687;1;1;1;60;25;1;2;1; ;1; ; ;1;1;2;1;84;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;1;64000;2;2; ; ;2; ; ;2; ; ;1;804639;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;68; ;.;0;6; ;4;4; ;1; ;1;2;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;2;36;1; ;2; ; ; ; ; ; ; ;1;11;30;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;2;3; ;2;05;1;4921;98;49;877803;25;2427,85292764196; 
5170687;1;2;1;60;25;1;1; ; ;1; ; ;1;2;2;2;8;1; ;1; ;2;200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;20;1; ;0;6; ;1;3; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;24;12;1; ;2; ; ; ; ; ; ; ;1;3;5;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;2;05;1;4711;33;47;200000;25;2427,85292764196; 
5170688;1;1;1;60;25;2; ; ; ; ; ; ; ; ; ; ;20;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;2; ;1;3000000;1;98;3; ;12;2; ; ; ; ;2;3;2;50; ;.;50; ; ;1;7; ;1; ;1;1;2;4;1;1; ; ; ; ; ; ; ; ;1;1;1;0;15;2; ;2; ; ; ; ; ; ; ;3;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;2;05;1;7020;21;70;3000000;25;2193,16003755132; 
5170688;1;2;1;60;25;2; ; ; ; ; ; ; ; ; ; ;46;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;2; ;1;0;1;98;3; ;12;1;1;0;0;1;2;4;2;46; ;.;46; ; ;2;8; ;1; ;1;1;2;10;1; ; ; ;1; ; ; ; ; ;2;1;1;0;24;4; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;7410;16;74;0;25;2193,16003755132; 
5170689;1;1;1;60;11;1;2;2;6;2;4;SEGURIDAD VISAN;2;1;2;1;48;1; ;2; ;2;2000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1300000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;0;6; ;9;4; ;1; ;1;2;1;30;1;1; ; ; ; ; ; ; ; ;1;1;1;6;60;1; ;2; ; ; ; ; ; ; ;8;11;70;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;2;05;1;3513;58;35;2000000;25;2717,0528429525;7810
5170690;1;1;1;60;25;2; ; ; ; ; ; ; ; ; ; ;480;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;0;1;12000000;3; ;10;2; ; ; ; ;3;3;2;50; ;.;0;6; ;1;2; ;3; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;30;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;2511;83;25;0;25;2208,3970286575; 
5170690;1;2;1;60;25;1;2;1; ;1; ; ;1;1;2;1;120;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;803639;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;8; ;1; ;1;2;1;30;1;1; ; ; ; ; ; ; ; ;1;1;1;0;36;1; ;2; ; ; ; ; ; ; ;8;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;0125;62;01;877803;25;2208,3970286575; 
5170691;1;1;1;60;11;1;2;1; ;1; ; ;1;1;1;1;38;2; ;5; ;2;2700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;98;1;2; ; ;2; ; ;2; ; ;2; ; ;1;1350000;1;2700000;1;1800000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;9;1;1; ; ; ; ; ; ; ; ;1;1;1;0;36;1; ;2; ; ; ; ; ; ; ;8;1;180; ;1;8;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;05;1;8412;39;84;2700000;25;2065,71385615218; 
5170691;1;2;1;60;25;1;2;1; ;1; ; ;1;1;2;1;24;1; ;1; ;2;1500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;5; ;9;7; ;1; ;1;1;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;9;11;30;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;2;1; ;2;05;1;4771;39;47;1500000;25;2065,71385615218; 
5170692;1;1;1;60;25;1;2;1; ;1; ; ;1;1;2;1;48;1; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;10; ;1; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;4; ;2; ; ; ; ; ; ; ;8;13;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;2; ;2;05;1;0811;97;08;1000000;25;2359,17138174556; 
5170692;1;2;1;60;25;1;2;1; ;1; ; ;1;1;2;1;80;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;828116;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;5; ;9;7; ;1; ;1;1;1;7;1; ; ;1; ; ; ; ; ; ;1;1;1;0;48;4; ;2; ; ; ; ; ; ; ;8;1;60;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2; ;2;05;1;8544;53;85;877803;25;2359,17138174556; 
5170692;1;3;1;60;25;1;2;1; ;1; ; ;1;1;2;1;24;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;828116;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;10; ;1; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;0;3;1; ;2; ; ; ; ; ; ; ;8;13;10; ;1;12;2;1;1;1;1;1;2;2;2;2;2;1;2; ;2;1;1;1;1;2;1;1;2; ;2;05;1;0811;97;08;877803;25;2359,17138174556; 
5170693;1;2;1;60;25;1;2;1; ;1; ; ;1;2;2;2;0;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;40; ;.;40; ; ;7;9; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;2;1; ;2; ; ; ; ; ; ; ;1;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;3; ;2;05;1;4111;95;41;877803;25;2427,95796947891; 
5170694;1;1;1;60;25;1;1; ; ;1; ; ;1;2;2;2;36;1; ;1; ;2;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;72; ;.;72; ; ;4;4; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;1;7;40; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;05;1;4923;98;49;1400000;25;2524,05152056333; 
5170698;1;1;1;60;25;1;2;1; ;1; ; ;1;1;2;1;1;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102900;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;8; ;1; ;1;1;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;0;75;1; ;2; ; ; ; ; ; ; ;2;13;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2; ;2;05;1;0125;62;01;877803;25;3592,02612856052; 
5170698;1;2;1;60;25;1;2;2;11;1; ; ;1;1;2;1;1;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102900;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;5; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;4;4;1; ;2; ; ; ; ; ; ; ;1;13;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;3; ;2;05;1;0125;62;01;877803;25;3592,02612856052; 
5170699;1;1;1;60;25;1;1; ; ;1; ; ;1;2;2;2;144;8; ;1; ;2;435000;2; ; ;2; ;1;350000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;804639;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;32;2; ;32; ; ;1;1; ;2; ;1;2;1;12;1;1; ; ; ; ; ; ; ; ;1;2;1;0;24;8; ;1;25;40;8; ;500000;1;2;9;11;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2; ;2;05;1;0141;62;01;1285000;25;2220,74581952308; 
5170699;1;2;1;60;11;1;2;1; ;2;1; ;1;1;2;1;36;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;804639;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;48; ;.;0;6; ;1;7; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;6;36;8; ;2; ; ; ; ; ; ; ;9;1;120;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;1;3; ;2;05;1;9609;54;96;877803;25;2220,74581952308;7810
5170701;1;1;1;60;25;2; ; ; ; ; ; ; ; ; ; ;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;1200000;3; ;6;1;1;1;0;0;1;1;2;30;2; ;30; ; ;2;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;18;12;1; ;2; ; ; ; ; ; ; ;1;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;2;05;1;0141;61;01;200000;25;2588,4754561769; 
