DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5443939;1;1;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;50;449,49734648785
5443939;1;3;1;80; ;1;1;2; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;05;2;50;449,49734648785
5443939;1;4;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;50;449,49734648785
5443939;1;7;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;50;449,49734648785
5443940;1;2;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;50;695,712083341221
5443940;1;4;1;80; ;1;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;05; ;50;695,712083341221
5443942;1;1;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;50;752,847107310972
5443943;1;1;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;50;927,666491401628
5443944;1;3;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;1000000;2;1;05; ;50;696,25097462476
5443944;1;4;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;50;696,25097462476
5443945;1;2;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;50;1043,02131341089
5443946;1;3;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;50;965,098781731887
5443948;1;1;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;50;728,562004436404
5443949;1;1;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;50;927,666491401628
5443949;1;2;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;50;927,666491401628
5443950;1;1;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;1,2;50;927,666491401628
5443952;1;2;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;50;559,674197271617
5443956;1;1;1;80; ;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;50;449,49734648785
5443956;1;2;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;50;449,49734648785
5443961;1;2;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1016,09550746558
5443962;1;1;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;17;1255,23426768275
5443962;1;2;1;80; ;1;1;8; ;2; ; ;1; ;2; ;2; ;2; ;500000;2;1;05;1,3;17;1255,23426768275
5443962;1;3;1;80; ;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;05;4;17;1255,23426768275
5443963;1;2;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;17;1016,09550746558
5443963;1;3;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1016,09550746558
5443967;1;2;1;80; ;1;1;3; ;2; ; ;9; ;1;1;2; ; ; ; ;1;1;05;4;17;1608,41413188354
5443968;1;1;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;17;1016,09550746558
5443968;1;2;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;3;17;1016,09550746558
5443969;1;1;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1016,09550746558
5443971;1;1;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;17;1016,09550746558
5443971;1;2;1;80; ;1;1;4; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;05;4;17;1016,09550746558
5443972;1;3;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1016,09550746558
5443973;1;2;1;80; ;1;1;7; ;2; ; ;1; ;2; ;2; ;1;48;2000000;2;1;05;1,4;17;1016,09550746558
5443973;1;5;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;17;1016,09550746558
5443977;1;1;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;17;1197,79932234189
5443977;1;2;1;80; ;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;17;1197,79932234189
5443977;1;3;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;17;1197,79932234189
5443978;1;1;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;17;1016,09550746558
5443980;1;2;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;3;17;1196,23025979438
5443981;1;1;1;80; ;1;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;3;17;1016,09550746558
5443982;1;1;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;3;17;1197,79932234189
5443982;1;2;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1197,79932234189
5443983;1;1;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1016,09550746558
5443984;1;1;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;17;1016,09550746558
5443984;1;2;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1016,09550746558
5443984;1;4;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;1;05; ;17;1016,09550746558
5443984;1;7;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1016,09550746558
5443985;1;2;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1307,31950996929
5443990;1;2;1;80; ;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1016,09550746558
5443990;1;3;1;80; ;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1016,09550746558
5443991;1;1;1;80; ;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;17;1016,09550746558
5443992;1;2;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;17;1016,09550746558
5443992;1;4;1;80; ;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;908526;2;1;05;1,2;17;1016,09550746558
5443993;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1027,10115045829
5443994;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1155,98135646815
5443997;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;05;1053,29855573577
5443998;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;05;1053,29855573577
5444002;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1223,90744396024
5444002;1;2;1;80;05;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;05;1223,90744396024
5444004;1;3;1;80;05;1;2; ; ; ;1;1;2; ;2; ;2; ; ; ;450000;2;1;05; ;05;1019,78933308597
5444005;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;2121,15672278804
5444008;1;2;1;80;05;1;2; ; ; ;1;2;2; ;2; ;2; ;2; ;350000;2;1;05; ;05;1332,38821378386
5444009;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;1,4;05;1058,92325409162
5444011;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1181,46434819399
5444011;1;5;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;2;05;1181,46434819399
5444012;1;2;1;80;05;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;05;4;05;689,76877788312
5444012;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;1;38;908526;2;1;05; ;05;689,76877788312
5444012;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;05;1,3;05;689,76877788312
5444012;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;689,76877788312
5444013;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1060,61037310808
5444013;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;908000;2;1;05; ;05;1060,61037310808
5444014;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;05;1332,38821378386
5444015;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;908526;2;1;05; ;05;1453,30750859371
5444015;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1453,30750859371
5444016;1;7;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;05;768,03661989442
5444018;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;05;4;05;813,277498969372
5444018;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;05;813,277498969372
5444019;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1053,12528500039
5444019;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1053,12528500039
5444019;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1053,12528500039
5444019;1;6;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;05;1053,12528500039
5444021;1;1;1;80;05;1;2; ; ; ;1;1;12;PANDEMIA ENFERMA;2; ;2; ; ; ; ;2;1;05; ;05;1223,90744396024
5444022;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;05;1053,29855573577
5444023;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;05;1400,31430127595
5444024;1;1;1;80;05;1;1;9;TERMINACION DE CONTRATO;2; ; ;4; ;1; ;2; ; ; ; ;2;1;05;2;05;1076,09171516434
5444025;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;956,175133635294
5444028;1;1;1;80;05;1;1;9;EL SENOR SE TRASLADO A LA COSTA;1; ;1;12;PIDEN PET PANDEMIA;2; ;2; ;1;48;908526;2;1;05;1,2;05;2459,41082610296
5444028;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;05;2459,41082610296
5444028;1;6;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;2459,41082610296
5444028;1;8;1;80;05;1;1;9;CAMBIO DE RESIDENCIA;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;3;05;2459,41082610296
5444029;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1375,83402283092
5444031;1;2;1;80;05;1;1;1; ;2; ; ;9; ;2; ;2; ;1;48;980000;2;1;05;4;05;866,175635198833
5444031;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;866,175635198833
5444034;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;746,071159961483
5444034;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;746,071159961483
5444035;1;1;1;80;05;1;1;1; ;2; ; ;2; ;1; ;2; ;1;48;1500000;2;1;05;2;05;1375,83402283092
5444035;1;2;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;05;1375,83402283092
5444035;1;3;1;80;05;1;1;5; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;05;4;05;1375,83402283092
5444037;1;1;1;80;05;1;1;7; ;2; ; ;8; ;3; ;2; ;2; ;908526;3;1;05;3;05;1400,31430127595
5444045;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;3;05;1053,29855573577
5444046;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;05;989,684356285085
5444049;1;1;1;80;05;1;1;7; ;2; ; ;4; ;2; ;2; ;1;48;1800000;2;1;05;1,4;05;1036,78452342331
5444049;1;3;1;80;05;1;2; ; ; ;1;2;2; ;2; ;2; ;1;24;450000;2;1;05; ;05;1036,78452342331
5444052;1;1;1;80;05;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;05;4;05;1263,04136496589
5444052;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1263,04136496589
5444053;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;1223,90744396024
5444055;1;1;1;80;05;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;05;4;05;3928,78516306587
5444057;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;05;4;05;1400,31430127595
5444063;1;2;1;80;05;1;1;1; ;2; ; ;6; ;2; ;2; ;1;48;908526;2;1;05;4;05;3598,28149654563
5444063;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;05;3598,28149654563
5444063;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;05;3598,28149654563
5444064;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;2742,92547777978
5444065;1;2;1;80;05;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;1,4;05;3467,94406940445
5444065;1;4;1;80;05;1;1;5; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;05;4;05;3467,94406940445
5444066;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;3159,8956672073
5444068;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;05;2969,05306885525
5444070;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;05;2;05;3830,701953834
5444072;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;05;2530,14742731078
5444074;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;05;1027,10115045829
5444075;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;24;908354;2;1;05;4;05;1371,52213478951
5444075;1;2;1;80;05;1;1;4; ;2; ; ;2; ;2; ;2; ;2; ;908536;2;1;05;1,4;05;1371,52213478951
5444076;1;4;1;80;05;1;1;4; ;2; ; ;2; ;2; ;2; ;1;24;908526;2;1;05;4;05;905,309556204483
5444077;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;05;876,891698420052
