DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5040187;1;7;1;10;2;1;9;2010;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;23;2625,73039254199
5040188;1;1;1;10;1;1;12;1957;61;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2833,78488348478
5040188;1;2;1;10;2;2;2;1982;37;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;23;2833,78488348478
5040188;1;3;1;10;3;2;8;2002;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;23;2833,78488348478
5040188;1;4;1;10;4;1;7;2003;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;23;2833,78488348478
5040188;1;5;1;10;5;1;7;2005;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;23;2833,78488348478
5040188;1;6;1;10;2;1;7;2008;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;23;2833,78488348478
5040188;1;7;1;10;2;1;8;2011;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;2833,78488348478
5040189;1;1;1;10;1;1;6;1960;59;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2935,40600415904
5040189;1;2;1;10;2;2;8;1963;56;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2935,40600415904
5040189;1;3;1;10;3;2;10;1996;22;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2935,40600415904
5040189;1;4;1;10;3;2;10;2018;1;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2935,40600415904
5040189;1;5;1;10;2;1;2;2011;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;23;2935,40600415904
5040189;1;6;1;10;2;1;9;2012;7;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;10;23;2935,40600415904
5040190;1;1;1;10;1;1;5;1983;36;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2283,91726434815
5040190;1;2;1;10;2;2;5;1987;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2283,91726434815
5040190;1;3;1;10;3;1;9;2007;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;23;2283,91726434815
5040190;1;4;1;10;4;1;1;2009;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;23;2283,91726434815
5040190;1;5;1;10;1;2;3;2015;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2283,91726434815
5040191;1;1;1;10;1;1;7;1984;35;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2863,33437893903
5040191;1;2;1;10;2;2;6;1987;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;23;2863,33437893903
5040191;1;3;1;10;3;2;9;2008;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;23;2863,33437893903
5040191;1;4;1;10;2;1;3;2011;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;2863,33437893903
5040191;1;5;1;10;2;1;9;2013;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;10;23;2863,33437893903
5040191;1;6;1;10;2;1;1;2018;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2863,33437893903
5040192;1;1;1;10;1;1;1;1965;54;1;3;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1193,56759444135
5040192;1;2;1;10;2;2;10;1967;52;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1193,56759444135
5040192;1;3;1;10;3;1;5;1991;28;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1193,56759444135
5040192;1;4;1;10;4;2;2;1998;21;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1193,56759444135
5040192;1;5;1;10;5;1;7;2005;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;23;1193,56759444135
5040192;1;6;1;10;6;1;12;1987;31;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;23;1193,56759444135
5040193;1;1;1;10;1;1;1;1962;57;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;916,111212728561
5040193;1;2;1;10;2;2;12;1974;44;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;916,111212728561
5040194;1;1;1;10;1;1;4;1974;45;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2713,57678285624
5040194;1;2;1;10;2;2;3;1999;20;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2713,57678285624
5040194;1;3;1;10;3;1;2;2004;15;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;23;2713,57678285624
5040194;1;4;1;10;2;1;4;2008;11;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;23;2713,57678285624
5040195;1;1;1;10;1;2;9;1993;26;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1761,2538682652
5040195;1;2;1;10;2;1;1;1988;31;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;10;23;1761,2538682652
5040195;1;3;1;10;2;2;3;2014;5;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;23;1761,2538682652
5040195;1;4;1;10;4;1;12;1997;21;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;10;23;1761,2538682652
5040196;1;1;1;10;1;1;10;1977;42;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2645,75032917077
5040196;1;2;1;10;2;2;11;1974;44;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;23;2645,75032917077
5040196;1;3;1;10;3;2;3;2004;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;23;2645,75032917077
5040196;1;4;1;10;2;1;5;2011;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;2645,75032917077
5040196;2;1;2;10;1;1;9;1990;29;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;23;2645,75032917077
5040196;2;2;2;10;2;2;9;1992;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2645,75032917077
5040196;2;3;2;10;2;1;1;2012;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;2645,75032917077
5040196;2;4;2;10;2;1;2;2017;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2645,75032917077
5040196;2;5;2;10;2;1;12;2018;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2645,75032917077
5040197;1;1;1;10;1;2;1;1964;55;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;23;2399,8812390067
5040197;1;2;1;10;2;2;2;1992;27;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2399,8812390067
5040197;1;3;1;10;3;2;12;1987;31;5;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;23;2399,8812390067
5040197;1;4;1;10;4;1;4;2010;9;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;23;2399,8812390067
5040197;1;5;1;10;3;1;9;2015;4;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;23;2399,8812390067
5040197;1;6;1;10;3;1;12;2016;2;3; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2399,8812390067
5040199;1;1;1;10;1;1;6;1962;57;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;1353,64108555017
5040200;1;1;1;10;1;1;3;1974;45;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;23;1238,59047218225
5040200;1;2;1;10;2;2;3;1990;29;2;2;2; ;2; ;1;1;2;1;48; ; ; ;1;1;2; ;5;11;2; ;2;11;10;23;1238,59047218225
5040200;1;3;1;10;2;2;6;2011;8;3; ;2; ;1;2; ; ;2;1;24; ; ; ;1;1;2; ;3;2; ; ;2;2;10;23;1238,59047218225
5040201;1;1;1;10;1;1;8;1941;78;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;23;1353,64108555017
5040202;1;1;1;10;1;1;11;1957;61;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2615,75023048722
5040202;1;2;1;10;1;2;6;1961;58;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2615,75023048722
5040202;1;3;1;10;3;1;5;1983;36;3;3;1;1;1;2;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2615,75023048722
5040202;1;4;1;10;4;2;8;1992;27;5;3;2; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;23;2615,75023048722
5040202;1;5;1;10;4;2;2;2010;9;4; ;1;3;1;4; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;23;2615,75023048722
5040202;1;6;1;10;4;2;5;2013;6;4; ;1;3;1;4; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;2615,75023048722
5040202;1;7;1;10;4;1;3;2016;3;4; ;1;3;1;4; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2615,75023048722
5040202;1;8;1;10;4;1;12;2018;0;4; ;1;3;1;4; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2615,75023048722
5040202;1;9;1;10;1;2;7;2015;4;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2615,75023048722
5040203;1;1;1;10;1;1;2;1971;48;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;3009,94987151537
5040203;1;2;1;10;2;2;11;1974;44;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;3009,94987151537
5040203;1;3;1;10;3;1;7;2003;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;23;3009,94987151537
5040203;1;4;1;10;2;2;10;2007;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;23;3009,94987151537
5040203;1;5;1;10;2;1;7;2010;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;3009,94987151537
5040203;1;6;1;10;2;2;1;2014;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;23;3009,94987151537
5040203;1;7;1;10;2;1;4;2018;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;3009,94987151537
5040204;1;1;1;10;1;2;3;1992;27;1;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1368,32813163626
5040204;1;2;1;10;1;2;1;2009;10;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;23;1368,32813163626
5040204;1;3;1;10;1;2;11;2011;7;3; ;2; ;1;1; ; ;1; ; ;3; ; ;1;1;1;1;3;1; ; ;2;1;10;23;1368,32813163626
5040205;1;1;1;10;1;1;1;1993;26;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;23;1925,108782637
5040205;1;2;1;10;2;2;6;2002;17;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;23;1925,108782637
5040205;1;3;1;10;2;2;5;2017;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;1925,108782637
5040206;1;1;1;10;1;1;7;1953;66;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;23;916,111212728561
5040206;1;2;1;10;2;2;5;1973;46;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;23;916,111212728561
5040207;1;1;1;10;1;2;6;1995;24;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2448,01173325401
5040207;1;2;1;10;1;1;4;2019;0;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2448,01173325401
5040208;1;1;1;10;1;1;8;1957;62;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;23;2121,52700667757
5040208;1;2;1;10;2;2;7;1963;56;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2121,52700667757
5040208;1;3;1;10;3;2;5;1994;25;3;2;1;1;1;2;2; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2121,52700667757
5040208;1;4;1;10;3;2;6;2019;0;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2121,52700667757
5040208;1;5;1;10;2;1;3;1996;23;3;2;1;1;1;2;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2121,52700667757
5040208;1;6;1;10;6;2;3;1997;22;5;2;2; ;2; ;1;5;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;23;2121,52700667757
5040208;1;7;1;10;6;1;11;2018;0;4; ;1;5;1;6; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2121,52700667757
5040209;1;1;1;10;1;1;12;1977;41;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;1761,2538682652
5040209;1;2;1;10;2;2;1;1979;40;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;23;1761,2538682652
5040209;1;3;1;10;3;1;10;2005;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;23;1761,2538682652
5040209;1;4;1;10;2;2;11;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;23;1761,2538682652
5040210;1;1;1;10;1;1;6;1983;36;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2103,06699645904
5040210;1;2;1;10;2;2;9;1985;34;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2103,06699645904
5040210;1;3;1;10;3;2;10;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;2;12;10;23;2103,06699645904
5040210;1;4;1;10;4;2;9;2002;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2103,06699645904
5040210;1;5;1;10;5;1;9;2007;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;23;2103,06699645904
5040210;1;6;1;10;2;1;3;2010;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;23;2103,06699645904
5040211;1;1;1;10;1;1;2;1989;30;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2633,90196800876
5040211;1;2;1;10;2;2;8;1987;32;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2633,90196800876
5040211;1;3;1;10;2;1;7;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;23;2633,90196800876
5040211;1;4;1;10;4;2;7;2008;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;23;2633,90196800876
5040211;1;5;1;10;1;2;9;2010;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;23;2633,90196800876
5040211;1;6;1;10;1;1;8;2012;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;23;2633,90196800876
5040211;1;7;1;10;1;2;10;2014;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2633,90196800876
5040212;1;1;1;10;1;2;9;1997;22;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;23;2558,01547809028
5040212;1;2;1;10;2;1;9;1985;34;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;2558,01547809028
5040212;1;3;1;10;1;1;9;2015;4;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2558,01547809028
5040212;1;4;1;10;1;2;2;2018;1;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;2558,01547809028
5040213;1;1;1;10;1;2;6;1963;56;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2899,79065110453
5040213;1;2;1;10;2;1;3;1967;52;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2899,79065110453
5040213;1;3;1;10;3;1;9;1993;26;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;23;2899,79065110453
5040213;1;4;1;10;4;2;2;2000;19;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;10;23;2899,79065110453
5040213;1;5;1;10;5;1;10;2002;17;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;23;2899,79065110453
5040213;1;6;1;10;6;1;7;2004;15;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;23;2899,79065110453
5040213;1;7;1;10;1;2;11;2009;9;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;23;2899,79065110453
5040214;1;1;1;10;1;1;4;1950;69;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;1686,71000090886
5040214;1;2;1;10;2;2;1;1940;79;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;1686,71000090886
5040214;1;3;1;10;2;2;7;2014;5;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;23;1686,71000090886
5040215;1;1;1;10;1;2;7;1925;94;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;1908,43254886914
5040216;1;1;1;10;1;1;10;1973;46;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;947,496904922804
5040216;1;2;1;10;2;2;8;1977;42;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;23;947,496904922804
5040216;1;3;1;10;3;2;3;1997;22;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;2;6;1;2;2;2;12;10;23;947,496904922804
5040216;1;4;1;10;4;2;4;2002;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;23;947,496904922804
5040217;1;1;1;10;1;1;1;1969;50;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;23;2267,12351018531
5040217;1;2;1;10;2;2;10;1962;57;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2267,12351018531
5040217;1;3;1;10;3;1;2;1995;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2267,12351018531
5040217;1;4;1;10;4;2;3;1999;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;2267,12351018531
5040218;1;1;1;10;1;1;2;1966;53;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;23;1433,54855326569
5040218;1;2;1;10;2;2;3;1968;51;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;1433,54855326569
5040218;1;3;1;10;3;1;3;1993;26;3;2;1;1;1;2;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1433,54855326569
5040218;1;4;1;10;4;2;12;1997;21;5;2;2; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;23;1433,54855326569
5040218;1;5;1;10;4;1;12;2017;1;4; ;1;3;1;4; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;23;1433,54855326569
5040218;1;6;1;10;2;2;10;2007;12;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;23;1433,54855326569
5040219;1;1;1;10;1;1;1;1970;49;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;23;2357,54881597841
5040219;1;2;1;10;2;2;9;1994;25;3;1;1;1;2; ;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;23;2357,54881597841
